dataset,feature_set,model,k_pct,auc_mean,auc_std,ap_mean,P_mean,P_std,R_mean,R_std,DOR_mean,DOR_std
v0_baseline,BIBLIO,RF,15,0.7533832293075113,0.01878713089937763,0.3323667906513452,0.3262910798122066,0.020689823183028706,0.3926553672316384,0.024897922813475217,4.984381149309864,0.6964444304611901
v0_baseline,BIBLIO,RF,20,0.7533832293075113,0.01878713089937763,0.3323667906513452,0.30017605633802813,0.016901215405371456,0.481638418079096,0.027118334322742917,4.91114838023568,0.7237789366956638
v0_baseline,BIBLIO,RF,25,0.7533832293075113,0.01878713089937763,0.3323667906513452,0.2785915492957746,0.014184964207787486,0.5587570621468927,0.028450069456296915,4.9073644303521124,0.7065029490358405
v0_baseline,BIBLIO,RF,30,0.7533832293075113,0.01878713089937763,0.3323667906513452,0.2596244131455399,0.013418051504063416,0.6248587570621469,0.03229429345045772,4.9438714855707655,0.8355862772995616
v0_baseline,BIBLIO+DEBATE25,GBT,1,0.7479203940689347,0.01582785013784651,0.3155472834710539,0.5599999999999999,0.10462967275611935,0.04745762711864407,0.008866921420010119,10.048794682616299,4.308199597965538
v0_baseline,BIBLIO+DEBATE25,GBT,5,0.7479203940689347,0.01582785013784651,0.3155472834710539,0.4147887323943662,0.040737569737458616,0.16638418079096046,0.016341059047229163,5.857274452538454,1.0835077385033238
v0_baseline,BIBLIO+DEBATE25,GBT,10,0.7479203940689347,0.01582785013784651,0.3155472834710539,0.3630281690140845,0.03267156675274189,0.29124293785310734,0.026211087451352248,5.30405091903809,0.9918919177475569
v0_baseline,BIBLIO+DEBATE25,GBT,15,0.7479203940689347,0.01582785013784651,0.3155472834710539,0.3284037558685446,0.017988989941538216,0.39519774011299436,0.021647767556766312,5.044648052779453,0.6086436632009882
v0_baseline,BIBLIO+DEBATE25,GBT,20,0.7479203940689347,0.01582785013784651,0.3155472834710539,0.30017605633802813,0.013607326155899276,0.481638418079096,0.021833223888561553,4.893286437759565,0.5479556553420277
v0_baseline,BIBLIO+DEBATE25,GBT,25,0.7479203940689347,0.01582785013784651,0.3155472834710539,0.2756338028169014,0.010862817975772166,0.5528248587570621,0.021787007804514764,4.74564331996689,0.5135619411036485
