dataset,field,seed,feature_set,model,n_test,n_pos,auc,P@10,R@10,DOR@10
v0_baseline,GLOBAL,0,BIBLIO,RF,1418,177,0.753024032924059,0.3028169014084507,0.24293785310734464,3.7136425622536473
v0_baseline,01,0,BIBLIO,RF,562,88,0.7204161871883391,0.2631578947368421,0.17045454545454544,2.1460584233693476
v0_baseline,03,0,BIBLIO,RF,27,7,0.7714285714285714,0.3333333333333333,0.14285714285714285,1.7076923076923076
v0_baseline,07,0,BIBLIO,RF,64,7,0.6165413533834587,0.14285714285714285,0.14285714285714285,1.8284023668639053
v0_baseline,08,0,BIBLIO,RF,262,21,0.716261608377791,0.2222222222222222,0.2857142857142857,4.3008252063015755
v0_baseline,09,0,BIBLIO,RF,409,39,0.7252945252945253,0.3170731707317073,0.3333333333333333,6.12214498510427
v0_baseline,12,0,BIBLIO,RF,30,8,0.9318181818181818,0.6666666666666666,0.25,5.512820512820513
v0_baseline,13,0,BIBLIO,RF,70,5,0.8492307692307692,0.42857142857142855,0.6,19.133333333333333
v0_baseline,14,0,BIBLIO,RF,38,4,0.9705882352941176,0.75,0.75,52.111111111111114
v0_baseline,GLOBAL,0,BIBLIO,GBT,1418,177,0.7446291263196712,0.3732394366197183,0.2994350282485876,5.533530771129209
v0_baseline,01,0,BIBLIO,GBT,562,88,0.6903528960490986,0.3333333333333333,0.2159090909090909,3.1810707278333177
v0_baseline,03,0,BIBLIO,GBT,27,7,0.8428571428571429,0.6666666666666666,0.2857142857142857,5.909090909090909
v0_baseline,07,0,BIBLIO,GBT,64,7,0.6340852130325815,0.14285714285714285,0.14285714285714285,1.8284023668639053
v0_baseline,08,0,BIBLIO,GBT,262,21,0.7808733451886979,0.2962962962962963,0.38095238095238093,7.184235517568851
v0_baseline,09,0,BIBLIO,GBT,409,39,0.7300762300762301,0.2682926829268293,0.28205128205128205,4.504745470232959
v0_baseline,12,0,BIBLIO,GBT,30,8,0.9147727272727273,0.6666666666666666,0.25,5.512820512820513
v0_baseline,13,0,BIBLIO,GBT,70,5,0.7723076923076924,0.2857142857142857,0.4,7.857142857142857
v0_baseline,14,0,BIBLIO,GBT,38,4,0.926470588235294,0.5,0.5,13.0
v0_baseline,GLOBAL,0,BIBLIO,LogReg,1418,177,0.7394210063872311,0.31690140845070425,0.2542372881355932,4.030943396226415
v0_baseline,01,0,BIBLIO,LogReg,562,88,0.7001822017644802,0.3684210526315789,0.23863636363636365,3.8265854895991884
v0_baseline,03,0,BIBLIO,LogReg,27,7,0.8071428571428572,0.3333333333333333,0.14285714285714285,1.7076923076923076
v0_baseline,07,0,BIBLIO,LogReg,64,7,0.6516290726817043,0.2857142857142857,0.2857142857142857,4.338842975206612
v0_baseline,08,0,BIBLIO,LogReg,262,21,0.6607389843904368,0.14814814814814814,0.19047619047619047,2.3908814589665655
v0_baseline,09,0,BIBLIO,LogReg,409,39,0.7453222453222453,0.24390243902439024,0.2564102564102564,3.8361581920903953
v0_baseline,12,0,BIBLIO,LogReg,30,8,0.8863636363636364,0.6666666666666666,0.25,5.512820512820513
v0_baseline,13,0,BIBLIO,LogReg,70,5,0.8707692307692307,0.42857142857142855,0.6,19.133333333333333
v0_baseline,14,0,BIBLIO,LogReg,38,4,0.9779411764705882,0.75,0.75,52.111111111111114
v0_baseline,GLOBAL,0,BIBLIO+DEBATE5,RF,1418,177,0.7550817866036593,0.34507042253521125,0.2768361581920904,4.731746395056077
v0_baseline,01,0,BIBLIO+DEBATE5,RF,562,88,0.7314202148062907,0.2982456140350877,0.19318181818181818,2.6258309591642925
v0_baseline,03,0,BIBLIO+DEBATE5,RF,27,7,0.7785714285714285,0.3333333333333333,0.14285714285714285,1.7076923076923076
v0_baseline,07,0,BIBLIO+DEBATE5,RF,64,7,0.6290726817042607,0.14285714285714285,0.14285714285714285,1.8284023668639053
v0_baseline,08,0,BIBLIO+DEBATE5,RF,262,21,0.7152736613317526,0.2222222222222222,0.2857142857142857,4.3008252063015755
v0_baseline,09,0,BIBLIO+DEBATE5,RF,409,39,0.7194733194733195,0.34146341463414637,0.358974358974359,7.102673796791444
v0_baseline,12,0,BIBLIO+DEBATE5,RF,30,8,0.9204545454545454,0.6666666666666666,0.25,5.512820512820513
v0_baseline,13,0,BIBLIO+DEBATE5,RF,70,5,0.8276923076923077,0.42857142857142855,0.6,19.133333333333333
v0_baseline,14,0,BIBLIO+DEBATE5,RF,38,4,0.9558823529411764,0.75,0.75,52.111111111111114
v0_baseline,GLOBAL,0,BIBLIO+DEBATE5,GBT,1418,177,0.7431040212695249,0.352112676056338,0.2824858757062147,4.922077371489136
v0_baseline,01,0,BIBLIO+DEBATE5,GBT,562,88,0.702891254315305,0.3157894736842105,0.20454545454545456,2.893168147948649
v0_baseline,03,0,BIBLIO+DEBATE5,GBT,27,7,0.7928571428571428,0.6666666666666666,0.2857142857142857,5.909090909090909
v0_baseline,07,0,BIBLIO+DEBATE5,GBT,64,7,0.6240601503759399,0.14285714285714285,0.14285714285714285,1.8284023668639053
v0_baseline,08,0,BIBLIO+DEBATE5,GBT,262,21,0.7152736613317526,0.2222222222222222,0.2857142857142857,4.3008252063015755
v0_baseline,09,0,BIBLIO+DEBATE5,GBT,409,39,0.726957726957727,0.2926829268292683,0.3076923076923077,5.261941448382126
v0_baseline,12,0,BIBLIO+DEBATE5,GBT,30,8,0.9375,1.0,0.375,28.636363636363637
v0_baseline,13,0,BIBLIO+DEBATE5,GBT,70,5,0.7538461538461538,0.2857142857142857,0.4,7.857142857142857
v0_baseline,14,0,BIBLIO+DEBATE5,GBT,38,4,0.963235294117647,0.75,0.75,52.111111111111114
v0_baseline,GLOBAL,0,BIBLIO+DEBATE5,LogReg,1418,177,0.7460131022457742,0.323943661971831,0.2598870056497175,4.197541322721094
v0_baseline,01,0,BIBLIO+DEBATE5,LogReg,562,88,0.7087888377445339,0.3333333333333333,0.2159090909090909,3.1810707278333177
v0_baseline,03,0,BIBLIO+DEBATE5,LogReg,27,7,0.8,0.3333333333333333,0.14285714285714285,1.7076923076923076
v0_baseline,07,0,BIBLIO+DEBATE5,LogReg,64,7,0.5889724310776943,0.14285714285714285,0.14285714285714285,1.8284023668639053
v0_baseline,08,0,BIBLIO+DEBATE5,LogReg,262,21,0.6765461371270499,0.14814814814814814,0.19047619047619047,2.3908814589665655
v0_baseline,09,0,BIBLIO+DEBATE5,LogReg,409,39,0.7604296604296603,0.2682926829268293,0.28205128205128205,4.504745470232959
v0_baseline,12,0,BIBLIO+DEBATE5,LogReg,30,8,0.8125,0.3333333333333333,0.125,1.64
v0_baseline,13,0,BIBLIO+DEBATE5,LogReg,70,5,0.8615384615384616,0.42857142857142855,0.6,19.133333333333333
v0_baseline,14,0,BIBLIO+DEBATE5,LogReg,38,4,0.9779411764705882,0.75,0.75,52.111111111111114
v0_baseline,GLOBAL,0,BIBLIO+DEBATE25,RF,1418,177,0.7511802492067177,0.3380281690140845,0.2711864406779661,4.547710976282405
v0_baseline,01,0,BIBLIO+DEBATE25,RF,562,88,0.7358314154200231,0.38596491228070173,0.25,4.188817113205549
v0_baseline,03,0,BIBLIO+DEBATE25,RF,27,7,0.7714285714285714,0.3333333333333333,0.14285714285714285,1.7076923076923076
v0_baseline,07,0,BIBLIO+DEBATE25,RF,64,7,0.68671679197995,0.2857142857142857,0.2857142857142857,4.338842975206612
v0_baseline,08,0,BIBLIO+DEBATE25,RF,262,21,0.6941315945465323,0.2222222222222222,0.2857142857142857,4.3008252063015755
v0_baseline,09,0,BIBLIO+DEBATE25,RF,409,39,0.7121968121968121,0.24390243902439024,0.2564102564102564,3.8361581920903953
v0_baseline,12,0,BIBLIO+DEBATE25,RF,30,8,0.8806818181818182,0.6666666666666666,0.25,5.512820512820513
v0_baseline,13,0,BIBLIO+DEBATE25,RF,70,5,0.8184615384615385,0.2857142857142857,0.4,7.857142857142857
v0_baseline,14,0,BIBLIO+DEBATE25,RF,38,4,0.9338235294117647,0.5,0.5,13.0
v0_baseline,GLOBAL,0,BIBLIO+DEBATE25,GBT,1418,177,0.738669835243129,0.3732394366197183,0.2994350282485876,5.533530771129209
v0_baseline,01,0,BIBLIO+DEBATE25,GBT,562,88,0.7159090909090908,0.38596491228070173,0.25,4.188817113205549
v0_baseline,03,0,BIBLIO+DEBATE25,GBT,27,7,0.8285714285714285,0.6666666666666666,0.2857142857142857,5.909090909090909
v0_baseline,07,0,BIBLIO+DEBATE25,GBT,64,7,0.6140350877192983,0.14285714285714285,0.14285714285714285,1.8284023668639053
v0_baseline,08,0,BIBLIO+DEBATE25,GBT,262,21,0.6903773957715866,0.18518518518518517,0.23809523809523808,3.251851851851852
v0_baseline,09,0,BIBLIO+DEBATE25,GBT,409,39,0.7264726264726264,0.2926829268292683,0.3076923076923077,5.261941448382126
v0_baseline,12,0,BIBLIO+DEBATE25,GBT,30,8,0.9090909090909091,1.0,0.375,28.636363636363637
v0_baseline,13,0,BIBLIO+DEBATE25,GBT,70,5,0.7569230769230769,0.14285714285714285,0.2,3.051282051282051
v0_baseline,14,0,BIBLIO+DEBATE25,GBT,38,4,0.9044117647058824,0.5,0.5,13.0
v0_baseline,GLOBAL,0,BIBLIO+DEBATE25,LogReg,1418,177,0.74408737258544,0.323943661971831,0.2598870056497175,4.197541322721094
v0_baseline,01,0,BIBLIO+DEBATE25,LogReg,562,88,0.7151179516685846,0.3333333333333333,0.2159090909090909,3.1810707278333177
v0_baseline,03,0,BIBLIO+DEBATE25,LogReg,27,7,0.7571428571428571,0.3333333333333333,0.14285714285714285,1.7076923076923076
v0_baseline,07,0,BIBLIO+DEBATE25,LogReg,64,7,0.6015037593984962,0.14285714285714285,0.14285714285714285,1.8284023668639053
v0_baseline,08,0,BIBLIO+DEBATE25,LogReg,262,21,0.664098004346967,0.14814814814814814,0.19047619047619047,2.3908814589665655
v0_baseline,09,0,BIBLIO+DEBATE25,LogReg,409,39,0.7513513513513513,0.3170731707317073,0.3333333333333333,6.12214498510427
v0_baseline,12,0,BIBLIO+DEBATE25,LogReg,30,8,0.7784090909090908,0.3333333333333333,0.125,1.64
v0_baseline,13,0,BIBLIO+DEBATE25,LogReg,70,5,0.8769230769230769,0.42857142857142855,0.6,19.133333333333333
v0_baseline,14,0,BIBLIO+DEBATE25,LogReg,38,4,0.9705882352941176,0.5,0.5,13.0
v0_baseline,GLOBAL,1,BIBLIO,RF,1418,177,0.7663675639747426,0.3873239436619718,0.3107344632768362,5.977819241982507
v0_baseline,01,1,BIBLIO,RF,565,85,0.7478186274509804,0.38596491228070173,0.25882352941176473,4.446600865032716
v0_baseline,03,1,BIBLIO,RF,31,6,0.72,0.5,0.3333333333333333,5.222222222222222
v0_baseline,07,1,BIBLIO,RF,66,11,0.7520661157024793,0.2857142857142857,0.18181818181818182,2.416267942583732
v0_baseline,08,1,BIBLIO,RF,237,20,0.7214285714285715,0.375,0.45,10.792426367461431
v0_baseline,09,1,BIBLIO,RF,403,38,0.7248017303532805,0.2682926829268293,0.2894736842105263,4.6
v0_baseline,12,1,BIBLIO,RF,30,9,0.9576719576719577,1.0,0.3333333333333333,23.153846153846153
v0_baseline,13,1,BIBLIO,RF,82,9,0.8386605783866058,0.3333333333333333,0.3333333333333333,5.591715976331361
v0_baseline,14,1,BIBLIO,RF,36,4,0.8984375,0.5,0.5,12.2
v0_baseline,GLOBAL,1,BIBLIO,GBT,1418,177,0.7689898341505165,0.39436619718309857,0.3163841807909605,6.211922262660862
v0_baseline,01,1,BIBLIO,GBT,565,85,0.7566911764705883,0.3333333333333333,0.2235294117647059,3.370276340201152
v0_baseline,03,1,BIBLIO,GBT,31,6,0.8200000000000001,0.5,0.3333333333333333,5.222222222222222
v0_baseline,07,1,BIBLIO,GBT,66,11,0.7421487603305785,0.2857142857142857,0.18181818181818182,2.416267942583732
v0_baseline,08,1,BIBLIO,GBT,237,20,0.7092165898617512,0.4166666666666667,0.5,14.03448275862069
v0_baseline,09,1,BIBLIO,GBT,403,38,0.7439798125450614,0.2682926829268293,0.2894736842105263,4.6
v0_baseline,12,1,BIBLIO,GBT,30,9,0.9682539682539684,1.0,0.3333333333333333,23.153846153846153
v0_baseline,13,1,BIBLIO,GBT,82,9,0.7534246575342466,0.3333333333333333,0.3333333333333333,5.591715976331361
v0_baseline,14,1,BIBLIO,GBT,36,4,0.9453125,0.5,0.5,12.2
v0_baseline,GLOBAL,1,BIBLIO,LogReg,1418,177,0.7493910961180387,0.28169014084507044,0.22598870056497175,3.2744833702882485
v0_baseline,01,1,BIBLIO,LogReg,565,85,0.7231127450980392,0.24561403508771928,0.16470588235294117,2.0396270396270397
v0_baseline,03,1,BIBLIO,LogReg,31,6,0.7133333333333334,0.25,0.16666666666666666,1.7532467532467533
v0_baseline,07,1,BIBLIO,LogReg,66,11,0.8495867768595041,0.2857142857142857,0.18181818181818182,2.416267942583732
v0_baseline,08,1,BIBLIO,LogReg,237,20,0.7105990783410139,0.3333333333333333,0.4,8.304242424242425
v0_baseline,09,1,BIBLIO,LogReg,403,38,0.7143475126171593,0.21951219512195122,0.23684210526315788,3.304563233376793
v0_baseline,12,1,BIBLIO,LogReg,30,9,0.9365079365079365,0.6666666666666666,0.2222222222222222,4.555555555555555
v0_baseline,13,1,BIBLIO,LogReg,82,9,0.8097412480974124,0.5555555555555556,0.5555555555555556,18.876543209876544
v0_baseline,14,1,BIBLIO,LogReg,36,4,0.84375,0.0,0.0,0.7037037037037037
v0_baseline,GLOBAL,1,BIBLIO+DEBATE5,RF,1418,177,0.7658030474785689,0.3732394366197183,0.2994350282485876,5.533530771129209
v0_baseline,01,1,BIBLIO+DEBATE5,RF,565,85,0.7479411764705883,0.3157894736842105,0.21176470588235294,3.063384903891233
v0_baseline,03,1,BIBLIO+DEBATE5,RF,31,6,0.7666666666666666,0.25,0.16666666666666666,1.7532467532467533
v0_baseline,07,1,BIBLIO+DEBATE5,RF,66,11,0.7603305785123966,0.2857142857142857,0.18181818181818182,2.416267942583732
v0_baseline,08,1,BIBLIO+DEBATE5,RF,237,20,0.7156682027649769,0.375,0.45,10.792426367461431
v0_baseline,09,1,BIBLIO+DEBATE5,RF,403,38,0.7235039653929344,0.2682926829268293,0.2894736842105263,4.6
v0_baseline,12,1,BIBLIO+DEBATE5,RF,30,9,0.9682539682539683,1.0,0.3333333333333333,23.153846153846153
v0_baseline,13,1,BIBLIO+DEBATE5,RF,82,9,0.8310502283105023,0.4444444444444444,0.4444444444444444,10.190082644628099
v0_baseline,14,1,BIBLIO+DEBATE5,RF,36,4,0.8671875,0.5,0.5,12.2
v0_baseline,GLOBAL,1,BIBLIO+DEBATE5,GBT,1418,177,0.7609318164228775,0.3873239436619718,0.3107344632768362,5.977819241982507
v0_baseline,01,1,BIBLIO+DEBATE5,GBT,565,85,0.7468627450980392,0.3333333333333333,0.2235294117647059,3.370276340201152
v0_baseline,03,1,BIBLIO+DEBATE5,GBT,31,6,0.8,0.75,0.5,16.333333333333332
v0_baseline,07,1,BIBLIO+DEBATE5,GBT,66,11,0.771900826446281,0.2857142857142857,0.18181818181818182,2.416267942583732
v0_baseline,08,1,BIBLIO+DEBATE5,GBT,237,20,0.7214285714285714,0.375,0.45,10.792426367461431
v0_baseline,09,1,BIBLIO+DEBATE5,GBT,403,38,0.7217736121124729,0.24390243902439024,0.2631578947368421,3.912280701754386
v0_baseline,12,1,BIBLIO+DEBATE5,GBT,30,9,0.9153439153439153,0.6666666666666666,0.2222222222222222,4.555555555555555
v0_baseline,13,1,BIBLIO+DEBATE5,GBT,82,9,0.7275494672754946,0.3333333333333333,0.3333333333333333,5.591715976331361
v0_baseline,14,1,BIBLIO+DEBATE5,GBT,36,4,0.921875,0.5,0.5,12.2
v0_baseline,GLOBAL,1,BIBLIO+DEBATE5,LogReg,1418,177,0.756720705463518,0.323943661971831,0.2598870056497175,4.197541322721094
v0_baseline,01,1,BIBLIO+DEBATE5,LogReg,565,85,0.7370343137254903,0.3157894736842105,0.21176470588235294,3.063384903891233
v0_baseline,03,1,BIBLIO+DEBATE5,LogReg,31,6,0.7133333333333334,0.25,0.16666666666666666,1.7532467532467533
v0_baseline,07,1,BIBLIO+DEBATE5,LogReg,66,11,0.8644628099173554,0.14285714285714285,0.09090909090909091,1.0879120879120878
v0_baseline,08,1,BIBLIO+DEBATE5,LogReg,237,20,0.7182027649769585,0.3333333333333333,0.4,8.304242424242425
v0_baseline,09,1,BIBLIO+DEBATE5,LogReg,403,38,0.7208363374188897,0.1951219512195122,0.21052631578947367,2.766087594812821
v0_baseline,12,1,BIBLIO+DEBATE5,LogReg,30,9,0.8994708994708995,0.6666666666666666,0.2222222222222222,4.555555555555555
v0_baseline,13,1,BIBLIO+DEBATE5,LogReg,82,9,0.8082191780821918,0.4444444444444444,0.4444444444444444,10.190082644628099
v0_baseline,14,1,BIBLIO+DEBATE5,LogReg,36,4,0.8203125,0.0,0.0,0.7037037037037037
v0_baseline,GLOBAL,1,BIBLIO+DEBATE25,RF,1418,177,0.7608407653751077,0.3732394366197183,0.2994350282485876,5.533530771129209
v0_baseline,01,1,BIBLIO+DEBATE25,RF,565,85,0.7528431372549019,0.2807017543859649,0.18823529411764706,2.5142584727398805
v0_baseline,03,1,BIBLIO+DEBATE25,RF,31,6,0.72,0.25,0.16666666666666666,1.7532467532467533
v0_baseline,07,1,BIBLIO+DEBATE25,RF,66,11,0.7785123966942149,0.42857142857142855,0.2727272727272727,4.712418300653595
v0_baseline,08,1,BIBLIO+DEBATE25,RF,237,20,0.7078341013824885,0.2916666666666667,0.35,6.365079365079365
v0_baseline,09,1,BIBLIO+DEBATE25,RF,403,38,0.7051910598413843,0.21951219512195122,0.23684210526315788,3.304563233376793
v0_baseline,12,1,BIBLIO+DEBATE25,RF,30,9,0.9417989417989417,1.0,0.3333333333333333,23.153846153846153
v0_baseline,13,1,BIBLIO+DEBATE25,RF,82,9,0.8127853881278538,0.4444444444444444,0.4444444444444444,10.190082644628099
v0_baseline,14,1,BIBLIO+DEBATE25,RF,36,4,0.875,0.5,0.5,12.2
v0_baseline,GLOBAL,1,BIBLIO+DEBATE25,GBT,1418,177,0.7680702185680401,0.4084507042253521,0.327683615819209,6.70582555519794
v0_baseline,01,1,BIBLIO+DEBATE25,GBT,565,85,0.7605392156862746,0.3157894736842105,0.21176470588235294,3.063384903891233
v0_baseline,03,1,BIBLIO+DEBATE25,GBT,31,6,0.8666666666666667,0.75,0.5,16.333333333333332
v0_baseline,07,1,BIBLIO+DEBATE25,GBT,66,11,0.7537190082644628,0.2857142857142857,0.18181818181818182,2.416267942583732
v0_baseline,08,1,BIBLIO+DEBATE25,GBT,237,20,0.7320276497695852,0.4166666666666667,0.5,14.03448275862069
v0_baseline,09,1,BIBLIO+DEBATE25,GBT,403,38,0.7307137707281903,0.2682926829268293,0.2894736842105263,4.6
v0_baseline,12,1,BIBLIO+DEBATE25,GBT,30,9,0.9470899470899471,1.0,0.3333333333333333,23.153846153846153
v0_baseline,13,1,BIBLIO+DEBATE25,GBT,82,9,0.7077625570776256,0.3333333333333333,0.3333333333333333,5.591715976331361
v0_baseline,14,1,BIBLIO+DEBATE25,GBT,36,4,0.953125,0.5,0.5,12.2
v0_baseline,GLOBAL,1,BIBLIO+DEBATE25,LogReg,1418,177,0.7471375826857328,0.31690140845070425,0.2542372881355932,4.030943396226415
v0_baseline,01,1,BIBLIO+DEBATE25,LogReg,565,85,0.7345588235294118,0.3684210526315789,0.24705882352941178,4.059360730593608
v0_baseline,03,1,BIBLIO+DEBATE25,LogReg,31,6,0.6733333333333333,0.25,0.16666666666666666,1.7532467532467533
v0_baseline,07,1,BIBLIO+DEBATE25,LogReg,66,11,0.8231404958677686,0.42857142857142855,0.2727272727272727,4.712418300653595
v0_baseline,08,1,BIBLIO+DEBATE25,LogReg,237,20,0.6988479262672811,0.25,0.3,4.834109972041007
v0_baseline,09,1,BIBLIO+DEBATE25,LogReg,403,38,0.7023792357606344,0.17073170731707318,0.18421052631578946,2.287784679089027
v0_baseline,12,1,BIBLIO+DEBATE25,LogReg,30,9,0.8835978835978836,1.0,0.3333333333333333,23.153846153846153
v0_baseline,13,1,BIBLIO+DEBATE25,LogReg,82,9,0.7701674277016743,0.2222222222222222,0.2222222222222222,2.9555555555555557
v0_baseline,14,1,BIBLIO+DEBATE25,LogReg,36,4,0.84375,0.25,0.25,3.6122448979591835
v0_baseline,GLOBAL,2,BIBLIO,RF,1418,177,0.7283628566355727,0.3732394366197183,0.2994350282485876,5.533530771129209
v0_baseline,01,2,BIBLIO,RF,555,91,0.7262931034482758,0.375,0.23076923076923078,3.6896413944660873
v0_baseline,03,2,BIBLIO,RF,29,7,0.7402597402597402,0.3333333333333333,0.14285714285714285,1.8923076923076922
v0_baseline,07,2,BIBLIO,RF,60,6,0.75,0.3333333333333333,0.3333333333333333,6.234567901234568
v0_baseline,08,2,BIBLIO,RF,244,23,0.6287625418060202,0.24,0.2608695652173913,3.857142857142857
v0_baseline,09,2,BIBLIO,RF,434,39,0.6262252515417072,0.18181818181818182,0.20512820512820512,2.6577516851489453
v0_baseline,12,2,BIBLIO,RF,28,9,0.7894736842105263,0.6666666666666666,0.2222222222222222,4.111111111111111
v0_baseline,13,2,BIBLIO,RF,76,7,0.8778467908902691,0.625,0.7142857142857143,41.8
v0_baseline,14,2,BIBLIO,RF,44,3,0.7560975609756099,0.4,0.6666666666666666,18.333333333333332
v0_baseline,GLOBAL,2,BIBLIO,GBT,1418,177,0.7374019494029327,0.38028169014084506,0.3050847457627119,5.7518012763329445
v0_baseline,01,2,BIBLIO,GBT,555,91,0.7302126752557787,0.375,0.23076923076923078,3.6896413944660873
v0_baseline,03,2,BIBLIO,GBT,29,7,0.8506493506493507,0.6666666666666666,0.2857142857142857,6.515151515151516
v0_baseline,07,2,BIBLIO,GBT,60,6,0.7592592592592593,0.5,0.5,14.714285714285714
v0_baseline,08,2,BIBLIO,GBT,244,23,0.5937438520558727,0.24,0.2608695652173913,3.857142857142857
v0_baseline,09,2,BIBLIO,GBT,434,39,0.66867900032457,0.2727272727272727,0.3076923076923077,5.083916083916084
v0_baseline,12,2,BIBLIO,GBT,28,9,0.8187134502923977,0.6666666666666666,0.2222222222222222,4.111111111111111
v0_baseline,13,2,BIBLIO,GBT,76,7,0.8467908902691512,0.5,0.5714285714285714,18.714285714285715
v0_baseline,14,2,BIBLIO,GBT,44,3,0.7235772357723577,0.0,0.0,0.948051948051948
v0_baseline,GLOBAL,2,BIBLIO,LogReg,1418,177,0.7041250677192168,0.33098591549295775,0.2655367231638418,4.369721770877214
v0_baseline,01,2,BIBLIO,LogReg,555,91,0.6917629784009093,0.35714285714285715,0.21978021978021978,3.365935434428585
v0_baseline,03,2,BIBLIO,LogReg,29,7,0.7922077922077921,0.3333333333333333,0.14285714285714285,1.8923076923076922
v0_baseline,07,2,BIBLIO,LogReg,60,6,0.6975308641975309,0.16666666666666666,0.16666666666666666,2.4545454545454546
v0_baseline,08,2,BIBLIO,LogReg,244,23,0.5502655911863074,0.16,0.17391304347826086,2.152057245080501
v0_baseline,09,2,BIBLIO,LogReg,434,39,0.6320025965595586,0.18181818181818182,0.20512820512820512,2.6577516851489453
v0_baseline,12,2,BIBLIO,LogReg,28,9,0.8011695906432749,0.6666666666666666,0.2222222222222222,4.111111111111111
v0_baseline,13,2,BIBLIO,LogReg,76,7,0.865424430641822,0.625,0.7142857142857143,41.8
v0_baseline,14,2,BIBLIO,LogReg,44,3,0.5284552845528455,0.0,0.0,0.948051948051948
v0_baseline,GLOBAL,2,BIBLIO+DEBATE5,RF,1418,177,0.727356742557715,0.34507042253521125,0.2768361581920904,4.731746395056077
v0_baseline,01,2,BIBLIO+DEBATE5,RF,555,91,0.7315744600227359,0.39285714285714285,0.24175824175824176,4.039724741945574
v0_baseline,03,2,BIBLIO+DEBATE5,RF,29,7,0.7337662337662337,0.3333333333333333,0.14285714285714285,1.8923076923076922
v0_baseline,07,2,BIBLIO+DEBATE5,RF,60,6,0.712962962962963,0.16666666666666666,0.16666666666666666,2.4545454545454546
v0_baseline,08,2,BIBLIO+DEBATE5,RF,244,23,0.6185323627778871,0.24,0.2608695652173913,3.857142857142857
v0_baseline,09,2,BIBLIO+DEBATE5,RF,434,39,0.6214216163583252,0.18181818181818182,0.20512820512820512,2.6577516851489453
v0_baseline,12,2,BIBLIO+DEBATE5,RF,28,9,0.783625730994152,0.6666666666666666,0.2222222222222222,4.111111111111111
v0_baseline,13,2,BIBLIO+DEBATE5,RF,76,7,0.8778467908902692,0.5,0.5714285714285714,18.714285714285715
v0_baseline,14,2,BIBLIO+DEBATE5,RF,44,3,0.7886178861788617,0.4,0.6666666666666666,18.333333333333332
v0_baseline,GLOBAL,2,BIBLIO+DEBATE5,GBT,1418,177,0.7402950964458224,0.4084507042253521,0.327683615819209,6.70582555519794
v0_baseline,01,2,BIBLIO+DEBATE5,GBT,555,91,0.738584691170898,0.39285714285714285,0.24175824175824176,4.039724741945574
v0_baseline,03,2,BIBLIO+DEBATE5,GBT,29,7,0.7792207792207793,0.6666666666666666,0.2857142857142857,6.515151515151516
v0_baseline,07,2,BIBLIO+DEBATE5,GBT,60,6,0.7253086419753086,0.3333333333333333,0.3333333333333333,6.234567901234568
v0_baseline,08,2,BIBLIO+DEBATE5,GBT,244,23,0.614007475900059,0.28,0.30434782608695654,5.0
v0_baseline,09,2,BIBLIO+DEBATE5,GBT,434,39,0.6634858812074003,0.25,0.28205128205128205,4.366326263419744
v0_baseline,12,2,BIBLIO+DEBATE5,GBT,28,9,0.8654970760233919,1.0,0.3333333333333333,21.0
v0_baseline,13,2,BIBLIO+DEBATE5,GBT,76,7,0.8385093167701863,0.375,0.42857142857142855,9.121212121212121
v0_baseline,14,2,BIBLIO+DEBATE5,GBT,44,3,0.6910569105691057,0.2,0.3333333333333333,5.0
v0_baseline,GLOBAL,2,BIBLIO+DEBATE5,LogReg,1418,177,0.715328899147307,0.3380281690140845,0.2711864406779661,4.547710976282405
v0_baseline,01,2,BIBLIO+DEBATE5,LogReg,555,91,0.7107332322849564,0.32142857142857145,0.1978021978021978,2.7883205230144004
v0_baseline,03,2,BIBLIO+DEBATE5,LogReg,29,7,0.7532467532467533,0.0,0.0,0.37142857142857144
v0_baseline,07,2,BIBLIO+DEBATE5,LogReg,60,6,0.712962962962963,0.16666666666666666,0.16666666666666666,2.4545454545454546
v0_baseline,08,2,BIBLIO+DEBATE5,LogReg,244,23,0.5754475703324808,0.16,0.17391304347826086,2.152057245080501
v0_baseline,09,2,BIBLIO+DEBATE5,LogReg,434,39,0.6359623498864004,0.20454545454545456,0.23076923076923078,3.163010851997229
v0_baseline,12,2,BIBLIO+DEBATE5,LogReg,28,9,0.7894736842105263,0.6666666666666666,0.2222222222222222,4.111111111111111
v0_baseline,13,2,BIBLIO+DEBATE5,LogReg,76,7,0.8944099378881987,0.625,0.7142857142857143,41.8
v0_baseline,14,2,BIBLIO+DEBATE5,LogReg,44,3,0.6585365853658537,0.0,0.0,0.948051948051948
v0_baseline,GLOBAL,2,BIBLIO+DEBATE25,RF,1418,177,0.7258862681362306,0.3380281690140845,0.2711864406779661,4.547710976282405
v0_baseline,01,2,BIBLIO+DEBATE25,RF,555,91,0.7297508525956803,0.375,0.23076923076923078,3.6896413944660873
v0_baseline,03,2,BIBLIO+DEBATE25,RF,29,7,0.7207792207792207,0.6666666666666666,0.2857142857142857,6.515151515151516
v0_baseline,07,2,BIBLIO+DEBATE25,RF,60,6,0.691358024691358,0.16666666666666666,0.16666666666666666,2.4545454545454546
v0_baseline,08,2,BIBLIO+DEBATE25,RF,244,23,0.6328939602596891,0.24,0.2608695652173913,3.857142857142857
v0_baseline,09,2,BIBLIO+DEBATE25,RF,434,39,0.6233041220382992,0.18181818181818182,0.20512820512820512,2.6577516851489453
