dataset,field,seed,feature_set,model,n_test,n_pos,auc,P@10,R@10,DOR@10
v0_baseline,07,8,BIBLIO+DEBATE25,LogReg,66,10,0.7160714285714286,0.2857142857142857,0.2,2.7540106951871657
v0_baseline,08,8,BIBLIO+DEBATE25,LogReg,259,16,0.6224279835390947,0.07692307692307693,0.125,1.5446868402533427
v0_baseline,09,8,BIBLIO+DEBATE25,LogReg,426,44,0.64213469776297,0.20930232558139536,0.20454545454545456,2.703204735660339
v0_baseline,12,8,BIBLIO+DEBATE25,LogReg,29,10,0.9578947368421052,1.0,0.3,18.2
v0_baseline,13,8,BIBLIO+DEBATE25,LogReg,68,10,0.8655172413793104,0.42857142857142855,0.3,5.651851851851852
v0_baseline,14,8,BIBLIO+DEBATE25,LogReg,40,4,0.9166666666666666,0.5,0.5,13.8
v0_baseline,GLOBAL,9,BIBLIO,RF,1418,177,0.7731599721383793,0.4154929577464789,0.3333333333333333,6.966396321281487
v0_baseline,01,9,BIBLIO,RF,558,90,0.7486229819563153,0.375,0.23333333333333334,3.777586381598946
v0_baseline,03,9,BIBLIO,RF,20,3,0.6862745098039215,0.0,0.0,0.8857142857142857
v0_baseline,07,9,BIBLIO,RF,62,8,0.6805555555555556,0.42857142857142855,0.375,7.141414141414141
v0_baseline,08,9,BIBLIO,RF,241,25,0.7342592592592593,0.4,0.4,8.806451612903226
v0_baseline,09,9,BIBLIO,RF,433,37,0.7341659841659841,0.25,0.2972972972972973,4.708814418473669
v0_baseline,12,9,BIBLIO,RF,32,7,0.9314285714285715,1.0,0.5714285714285714,65.57142857142857
v0_baseline,13,9,BIBLIO,RF,77,10,0.8746268656716418,0.625,0.5,18.428571428571427
v0_baseline,14,9,BIBLIO,RF,44,2,0.8928571428571428,0.2,0.5,8.555555555555555
v0_baseline,GLOBAL,9,BIBLIO,GBT,1418,177,0.7647331976672721,0.39436619718309857,0.3163841807909605,6.211922262660862
v0_baseline,01,9,BIBLIO,GBT,558,90,0.7423551756885091,0.42857142857142855,0.26666666666666666,4.948178137651822
v0_baseline,03,9,BIBLIO,GBT,20,3,0.6666666666666666,0.0,0.0,0.8857142857142857
v0_baseline,07,9,BIBLIO,GBT,62,8,0.6828703703703703,0.2857142857142857,0.25,3.4615384615384617
v0_baseline,08,9,BIBLIO,GBT,241,25,0.7212962962962963,0.32,0.32,5.537142857142857
v0_baseline,09,9,BIBLIO,GBT,433,37,0.7228364728364729,0.20454545454545456,0.24324324324324326,3.3943661971830985
v0_baseline,12,9,BIBLIO,GBT,32,7,0.8685714285714285,1.0,0.5714285714285714,65.57142857142857
v0_baseline,13,9,BIBLIO,GBT,77,10,0.8447761194029851,0.375,0.3,5.303030303030303
v0_baseline,14,9,BIBLIO,GBT,44,2,0.9761904761904762,0.4,1.0,56.42857142857143
v0_baseline,GLOBAL,9,BIBLIO,LogReg,1418,177,0.7360339074101895,0.3380281690140845,0.2711864406779661,4.547710976282405
v0_baseline,01,9,BIBLIO,LogReg,558,90,0.735042735042735,0.375,0.23333333333333334,3.777586381598946
v0_baseline,03,9,BIBLIO,LogReg,20,3,0.803921568627451,0.5,0.3333333333333333,6.6
v0_baseline,07,9,BIBLIO,LogReg,62,8,0.6296296296296297,0.2857142857142857,0.25,3.4615384615384617
v0_baseline,08,9,BIBLIO,LogReg,241,25,0.6566666666666666,0.28,0.28,4.349890430971512
v0_baseline,09,9,BIBLIO,LogReg,433,37,0.6713076713076713,0.13636363636363635,0.16216216216216217,1.9214594928880644
v0_baseline,12,9,BIBLIO,LogReg,32,7,0.9485714285714285,1.0,0.5714285714285714,65.57142857142857
v0_baseline,13,9,BIBLIO,LogReg,77,10,0.8925373134328358,0.75,0.6,37.84444444444444
v0_baseline,14,9,BIBLIO,LogReg,44,2,0.8095238095238095,0.2,0.5,8.555555555555555
v0_baseline,GLOBAL,9,BIBLIO+DEBATE5,RF,1418,177,0.7794242842249507,0.44366197183098594,0.3559322033898305,8.109499876410975
v0_baseline,01,9,BIBLIO+DEBATE5,RF,558,90,0.76835232668566,0.35714285714285715,0.2222222222222222,3.445545516370349
v0_baseline,03,9,BIBLIO+DEBATE5,RF,20,3,0.6862745098039216,0.0,0.0,0.8857142857142857
v0_baseline,07,9,BIBLIO+DEBATE5,RF,62,8,0.7152777777777778,0.42857142857142855,0.375,7.141414141414141
v0_baseline,08,9,BIBLIO+DEBATE5,RF,241,25,0.7150000000000001,0.36,0.36,6.996326905417814
v0_baseline,09,9,BIBLIO+DEBATE5,RF,433,37,0.7404449904449905,0.2727272727272727,0.32432432432432434,5.497737556561086
v0_baseline,12,9,BIBLIO+DEBATE5,RF,32,7,0.9257142857142857,1.0,0.5714285714285714,65.57142857142857
v0_baseline,13,9,BIBLIO+DEBATE5,RF,77,10,0.8850746268656716,0.625,0.5,18.428571428571427
v0_baseline,14,9,BIBLIO+DEBATE5,RF,44,2,0.9285714285714286,0.2,0.5,8.555555555555555
v0_baseline,GLOBAL,9,BIBLIO+DEBATE5,GBT,1418,177,0.7573444051407422,0.3873239436619718,0.3107344632768362,5.977819241982507
v0_baseline,01,9,BIBLIO+DEBATE5,GBT,558,90,0.7495963912630579,0.39285714285714285,0.24444444444444444,4.1367819739765155
v0_baseline,03,9,BIBLIO+DEBATE5,GBT,20,3,0.6666666666666666,0.0,0.0,0.8857142857142857
v0_baseline,07,9,BIBLIO+DEBATE5,GBT,62,8,0.6574074074074074,0.14285714285714285,0.125,1.4923076923076923
v0_baseline,08,9,BIBLIO+DEBATE5,GBT,241,25,0.7175925925925927,0.36,0.36,6.996326905417814
v0_baseline,09,9,BIBLIO+DEBATE5,GBT,433,37,0.6856401856401857,0.20454545454545456,0.24324324324324326,3.3943661971830985
v0_baseline,12,9,BIBLIO+DEBATE5,GBT,32,7,0.9085714285714286,1.0,0.5714285714285714,65.57142857142857
v0_baseline,13,9,BIBLIO+DEBATE5,GBT,77,10,0.8417910447761194,0.5,0.4,9.76923076923077
v0_baseline,14,9,BIBLIO+DEBATE5,GBT,44,2,0.9523809523809523,0.2,0.5,8.555555555555555
v0_baseline,GLOBAL,9,BIBLIO+DEBATE5,LogReg,1418,177,0.7464046217511848,0.3591549295774648,0.288135593220339,5.11896585239422
v0_baseline,01,9,BIBLIO+DEBATE5,LogReg,558,90,0.7566714150047484,0.4107142857142857,0.25555555555555554,4.525925925925926
v0_baseline,03,9,BIBLIO+DEBATE5,LogReg,20,3,0.7450980392156863,0.0,0.0,0.8857142857142857
v0_baseline,07,9,BIBLIO+DEBATE5,LogReg,62,8,0.6435185185185186,0.42857142857142855,0.375,7.141414141414141
v0_baseline,08,9,BIBLIO+DEBATE5,LogReg,241,25,0.6603703703703704,0.24,0.24,3.376068376068376
v0_baseline,09,9,BIBLIO+DEBATE5,LogReg,433,37,0.6814086814086814,0.22727272727272727,0.2702702702702703,4.011857707509882
v0_baseline,12,9,BIBLIO+DEBATE5,LogReg,32,7,0.8914285714285715,1.0,0.5714285714285714,65.57142857142857
v0_baseline,13,9,BIBLIO+DEBATE5,LogReg,77,10,0.9,0.625,0.5,18.428571428571427
v0_baseline,14,9,BIBLIO+DEBATE5,LogReg,44,2,0.75,0.2,0.5,8.555555555555555
v0_baseline,GLOBAL,9,BIBLIO+DEBATE25,RF,1418,177,0.7783771971755965,0.43661971830985913,0.3502824858757062,7.807668521954236
v0_baseline,01,9,BIBLIO+DEBATE25,RF,558,90,0.7707027540360873,0.4107142857142857,0.25555555555555554,4.525925925925926
v0_baseline,03,9,BIBLIO+DEBATE25,RF,20,3,0.6274509803921569,0.0,0.0,0.8857142857142857
v0_baseline,07,9,BIBLIO+DEBATE25,RF,62,8,0.6990740740740741,0.42857142857142855,0.375,7.141414141414141
v0_baseline,08,9,BIBLIO+DEBATE25,RF,241,25,0.7096296296296296,0.4,0.4,8.806451612903226
v0_baseline,09,9,BIBLIO+DEBATE25,RF,433,37,0.7472017472017473,0.29545454545454547,0.35135135135135137,6.393586005830904
v0_baseline,12,9,BIBLIO+DEBATE25,RF,32,7,0.8857142857142857,1.0,0.5714285714285714,65.57142857142857
v0_baseline,13,9,BIBLIO+DEBATE25,RF,77,10,0.891044776119403,0.625,0.5,18.428571428571427
v0_baseline,14,9,BIBLIO+DEBATE25,RF,44,2,0.8571428571428572,0.2,0.5,8.555555555555555
v0_baseline,GLOBAL,9,BIBLIO+DEBATE25,GBT,1418,177,0.7648333538198191,0.3873239436619718,0.3107344632768362,5.977819241982507
v0_baseline,01,9,BIBLIO+DEBATE25,GBT,558,90,0.7515906932573599,0.375,0.23333333333333334,3.777586381598946
v0_baseline,03,9,BIBLIO+DEBATE25,GBT,20,3,0.6470588235294118,0.0,0.0,0.8857142857142857
v0_baseline,07,9,BIBLIO+DEBATE25,GBT,62,8,0.7060185185185186,0.2857142857142857,0.25,3.4615384615384617
v0_baseline,08,9,BIBLIO+DEBATE25,GBT,241,25,0.7312962962962962,0.32,0.32,5.537142857142857
v0_baseline,09,9,BIBLIO+DEBATE25,GBT,433,37,0.711029211029211,0.20454545454545456,0.24324324324324326,3.3943661971830985
v0_baseline,12,9,BIBLIO+DEBATE25,GBT,32,7,0.8628571428571429,1.0,0.5714285714285714,65.57142857142857
v0_baseline,13,9,BIBLIO+DEBATE25,GBT,77,10,0.8701492537313433,0.5,0.4,9.76923076923077
v0_baseline,14,9,BIBLIO+DEBATE25,GBT,44,2,0.9285714285714286,0.2,0.5,8.555555555555555
v0_baseline,GLOBAL,9,BIBLIO+DEBATE25,LogReg,1418,177,0.7428399732309919,0.31690140845070425,0.2542372881355932,4.030943396226415
v0_baseline,01,9,BIBLIO+DEBATE25,LogReg,558,90,0.7472697056030388,0.39285714285714285,0.24444444444444444,4.1367819739765155
v0_baseline,03,9,BIBLIO+DEBATE25,LogReg,20,3,0.7450980392156863,0.5,0.3333333333333333,6.6
v0_baseline,07,9,BIBLIO+DEBATE25,LogReg,62,8,0.6273148148148148,0.42857142857142855,0.375,7.141414141414141
v0_baseline,08,9,BIBLIO+DEBATE25,LogReg,241,25,0.6587037037037037,0.24,0.24,3.376068376068376
v0_baseline,09,9,BIBLIO+DEBATE25,LogReg,433,37,0.6864591864591865,0.22727272727272727,0.2702702702702703,4.011857707509882
v0_baseline,12,9,BIBLIO+DEBATE25,LogReg,32,7,0.9199999999999999,0.75,0.42857142857142855,12.703703703703704
v0_baseline,13,9,BIBLIO+DEBATE25,LogReg,77,10,0.9149253731343283,0.625,0.5,18.428571428571427
v0_baseline,14,9,BIBLIO+DEBATE25,LogReg,44,2,0.7619047619047619,0.2,0.5,8.555555555555555
v0_baseline,GLOBAL,10,BIBLIO,RF,1418,177,0.744278579785757,0.3591549295774648,0.288135593220339,5.11896585239422
v0_baseline,01,10,BIBLIO,RF,565,91,0.7298650716372236,0.3508771929824561,0.21978021978021978,3.344988344988345
v0_baseline,03,10,BIBLIO,RF,26,7,0.744360902255639,0.3333333333333333,0.14285714285714285,1.6153846153846154
v0_baseline,07,10,BIBLIO,RF,70,11,0.6086286594761171,0.14285714285714285,0.09090909090909091,1.1758241758241759
v0_baseline,08,10,BIBLIO,RF,237,22,0.6712473572938689,0.20833333333333334,0.22727272727272727,3.167032967032967
v0_baseline,09,10,BIBLIO,RF,440,31,0.7418566132975787,0.1590909090909091,0.22580645161290322,3.0408163265306123
v0_baseline,12,10,BIBLIO,RF,20,8,0.9166666666666667,1.0,0.25,9.615384615384615
v0_baseline,13,10,BIBLIO,RF,73,5,0.8176470588235294,0.25,0.4,6.868131868131868
v0_baseline,14,10,BIBLIO,RF,38,5,0.8545454545454546,0.75,0.6,30.333333333333332
v0_baseline,GLOBAL,10,BIBLIO,GBT,1418,177,0.7417245978958102,0.34507042253521125,0.2768361581920904,4.731746395056077
v0_baseline,01,10,BIBLIO,GBT,565,91,0.7190847127555988,0.3684210526315789,0.23076923076923078,3.663752064509861
v0_baseline,03,10,BIBLIO,GBT,26,7,0.7819548872180451,0.6666666666666666,0.2857142857142857,5.606060606060606
v0_baseline,07,10,BIBLIO,GBT,70,11,0.6718027734976888,0.2857142857142857,0.18181818181818182,2.6076555023923444
v0_baseline,08,10,BIBLIO,GBT,237,22,0.7118393234672304,0.20833333333333334,0.22727272727272727,3.167032967032967
v0_baseline,09,10,BIBLIO,GBT,440,31,0.7046297026579383,0.20454545454545456,0.2903225806451613,4.45414710485133
v0_baseline,12,10,BIBLIO,GBT,20,8,0.875,0.5,0.125,1.5333333333333334
v0_baseline,13,10,BIBLIO,GBT,73,5,0.7529411764705882,0.25,0.4,6.868131868131868
v0_baseline,14,10,BIBLIO,GBT,38,5,0.9030303030303031,0.5,0.4,9.0
v0_baseline,GLOBAL,10,BIBLIO,LogReg,1418,177,0.7359383038100311,0.2535211267605634,0.2033898305084746,2.7502612850246355
v0_baseline,01,10,BIBLIO,LogReg,565,91,0.7058005285853387,0.2807017543859649,0.17582417582417584,2.2828532673741324
v0_baseline,03,10,BIBLIO,LogReg,26,7,0.7744360902255639,0.6666666666666666,0.2857142857142857,5.606060606060606
v0_baseline,07,10,BIBLIO,LogReg,70,11,0.7488443759630201,0.2857142857142857,0.18181818181818182,2.6076555023923444
v0_baseline,08,10,BIBLIO,LogReg,237,22,0.6604651162790698,0.08333333333333333,0.09090909090909091,1.048780487804878
v0_baseline,09,10,BIBLIO,LogReg,440,31,0.7119646659831217,0.13636363636363635,0.1935483870967742,2.4596384008148715
v0_baseline,12,10,BIBLIO,LogReg,20,8,0.9166666666666666,0.5,0.125,1.5333333333333334
v0_baseline,13,10,BIBLIO,LogReg,73,5,0.8794117647058823,0.25,0.4,6.868131868131868
v0_baseline,14,10,BIBLIO,LogReg,38,5,0.7636363636363637,0.0,0.0,0.5959595959595959
v0_baseline,GLOBAL,10,BIBLIO+DEBATE5,RF,1418,177,0.7504518408245584,0.33098591549295775,0.2655367231638418,4.369721770877214
v0_baseline,01,10,BIBLIO+DEBATE5,RF,565,91,0.7332266889228914,0.3508771929824561,0.21978021978021978,3.344988344988345
v0_baseline,03,10,BIBLIO+DEBATE5,RF,26,7,0.7218045112781954,0.3333333333333333,0.14285714285714285,1.6153846153846154
v0_baseline,07,10,BIBLIO+DEBATE5,RF,70,11,0.6317411402157165,0.14285714285714285,0.09090909090909091,1.1758241758241759
v0_baseline,08,10,BIBLIO+DEBATE5,RF,237,22,0.6767441860465118,0.20833333333333334,0.22727272727272727,3.167032967032967
v0_baseline,09,10,BIBLIO+DEBATE5,RF,440,31,0.7365722848805111,0.1590909090909091,0.22580645161290322,3.0408163265306123
v0_baseline,12,10,BIBLIO+DEBATE5,RF,20,8,0.9166666666666667,1.0,0.25,9.615384615384615
v0_baseline,13,10,BIBLIO+DEBATE5,RF,73,5,0.8147058823529412,0.125,0.2,2.7333333333333334
v0_baseline,14,10,BIBLIO+DEBATE5,RF,38,5,0.8666666666666666,0.75,0.6,30.333333333333332
v0_baseline,GLOBAL,10,BIBLIO+DEBATE5,GBT,1418,177,0.7531059788670518,0.3380281690140845,0.2711864406779661,4.547710976282405
v0_baseline,01,10,BIBLIO+DEBATE5,GBT,565,91,0.7264107200816061,0.2982456140350877,0.18681318681318682,2.520092799734858
v0_baseline,03,10,BIBLIO+DEBATE5,GBT,26,7,0.8120300751879699,0.6666666666666666,0.2857142857142857,5.606060606060606
v0_baseline,07,10,BIBLIO+DEBATE5,GBT,70,11,0.6687211093990756,0.2857142857142857,0.18181818181818182,2.6076555023923444
v0_baseline,08,10,BIBLIO+DEBATE5,GBT,237,22,0.720507399577167,0.25,0.2727272727272727,4.205569205569206
v0_baseline,09,10,BIBLIO+DEBATE5,GBT,440,31,0.7472986828614244,0.18181818181818182,0.25806451612903225,3.7012532789274264
v0_baseline,12,10,BIBLIO+DEBATE5,GBT,20,8,0.8854166666666666,0.5,0.125,1.5333333333333334
v0_baseline,13,10,BIBLIO+DEBATE5,GBT,73,5,0.7323529411764707,0.25,0.4,6.868131868131868
v0_baseline,14,10,BIBLIO+DEBATE5,GBT,38,5,0.9151515151515152,0.5,0.4,9.0
v0_baseline,GLOBAL,10,BIBLIO+DEBATE5,LogReg,1418,177,0.7449660151964199,0.28169014084507044,0.22598870056497175,3.2744833702882485
v0_baseline,01,10,BIBLIO+DEBATE5,LogReg,565,91,0.7228636342560394,0.3157894736842105,0.1978021978021978,2.77507965211401
v0_baseline,03,10,BIBLIO+DEBATE5,LogReg,26,7,0.7669172932330827,0.6666666666666666,0.2857142857142857,5.606060606060606
v0_baseline,07,10,BIBLIO+DEBATE5,LogReg,70,11,0.7565485362095531,0.2857142857142857,0.18181818181818182,2.6076555023923444
v0_baseline,08,10,BIBLIO+DEBATE5,LogReg,237,22,0.6619450317124737,0.08333333333333333,0.09090909090909091,1.048780487804878
v0_baseline,09,10,BIBLIO+DEBATE5,LogReg,440,31,0.725057181165707,0.1590909090909091,0.22580645161290322,3.0408163265306123
v0_baseline,12,10,BIBLIO+DEBATE5,LogReg,20,8,0.9375,1.0,0.25,9.615384615384615
v0_baseline,13,10,BIBLIO+DEBATE5,LogReg,73,5,0.85,0.25,0.4,6.868131868131868
v0_baseline,14,10,BIBLIO+DEBATE5,LogReg,38,5,0.793939393939394,0.25,0.2,2.9047619047619047
v0_baseline,GLOBAL,10,BIBLIO+DEBATE25,RF,1418,177,0.748157354420756,0.3732394366197183,0.2994350282485876,5.533530771129209
v0_baseline,01,10,BIBLIO+DEBATE25,RF,565,91,0.7395558028469421,0.38596491228070173,0.24175824175824176,4.008004863714662
v0_baseline,03,10,BIBLIO+DEBATE25,RF,26,7,0.7368421052631579,0.3333333333333333,0.14285714285714285,1.6153846153846154
v0_baseline,07,10,BIBLIO+DEBATE25,RF,70,11,0.6117103235747303,0.14285714285714285,0.09090909090909091,1.1758241758241759
v0_baseline,08,10,BIBLIO+DEBATE25,RF,237,22,0.6866807610993657,0.16666666666666666,0.18181818181818182,2.3197099538562953
v0_baseline,09,10,BIBLIO+DEBATE25,RF,440,31,0.7204038173357521,0.13636363636363635,0.1935483870967742,2.4596384008148715
v0_baseline,12,10,BIBLIO+DEBATE25,RF,20,8,0.8958333333333334,1.0,0.25,9.615384615384615
v0_baseline,13,10,BIBLIO+DEBATE25,RF,73,5,0.7970588235294118,0.125,0.2,2.7333333333333334
v0_baseline,14,10,BIBLIO+DEBATE25,RF,38,5,0.8363636363636363,0.5,0.4,9.0
v0_baseline,GLOBAL,10,BIBLIO+DEBATE25,GBT,1418,177,0.7521499428654674,0.323943661971831,0.2598870056497175,4.197541322721094
v0_baseline,01,10,BIBLIO+DEBATE25,GBT,565,91,0.7327398340056568,0.3333333333333333,0.2087912087912088,3.0494402149574564
v0_baseline,03,10,BIBLIO+DEBATE25,GBT,26,7,0.7593984962406014,0.6666666666666666,0.2857142857142857,5.606060606060606
v0_baseline,07,10,BIBLIO+DEBATE25,GBT,70,11,0.6533127889060092,0.42857142857142855,0.2727272727272727,5.078431372549019
v0_baseline,08,10,BIBLIO+DEBATE25,GBT,237,22,0.7188160676532769,0.20833333333333334,0.22727272727272727,3.167032967032967
v0_baseline,09,10,BIBLIO+DEBATE25,GBT,440,31,0.7356258379998423,0.18181818181818182,0.25806451612903225,3.7012532789274264
v0_baseline,12,10,BIBLIO+DEBATE25,GBT,20,8,0.8333333333333333,0.5,0.125,1.5333333333333334
v0_baseline,13,10,BIBLIO+DEBATE25,GBT,73,5,0.7647058823529412,0.25,0.4,6.868131868131868
v0_baseline,14,10,BIBLIO+DEBATE25,GBT,38,5,0.8545454545454545,0.5,0.4,9.0
v0_baseline,GLOBAL,10,BIBLIO+DEBATE25,LogReg,1418,177,0.7454713485115431,0.28169014084507044,0.22598870056497175,3.2744833702882485
v0_baseline,01,10,BIBLIO+DEBATE25,LogReg,565,91,0.7261557008392451,0.3157894736842105,0.1978021978021978,2.77507965211401
v0_baseline,03,10,BIBLIO+DEBATE25,LogReg,26,7,0.7744360902255638,0.6666666666666666,0.2857142857142857,5.606060606060606
v0_baseline,07,10,BIBLIO+DEBATE25,LogReg,70,11,0.7488443759630201,0.42857142857142855,0.2727272727272727,5.078431372549019
v0_baseline,08,10,BIBLIO+DEBATE25,LogReg,237,22,0.6670190274841439,0.125,0.13636363636363635,1.6237328562909958
v0_baseline,09,10,BIBLIO+DEBATE25,LogReg,440,31,0.7379919552015143,0.20454545454545456,0.2903225806451613,4.45414710485133
v0_baseline,12,10,BIBLIO+DEBATE25,LogReg,20,8,0.9375,1.0,0.25,9.615384615384615
v0_baseline,13,10,BIBLIO+DEBATE25,LogReg,73,5,0.8323529411764705,0.125,0.2,2.7333333333333334
v0_baseline,14,10,BIBLIO+DEBATE25,LogReg,38,5,0.7636363636363637,0.25,0.2,2.9047619047619047
v0_baseline,GLOBAL,11,BIBLIO,RF,1418,177,0.7688122846073652,0.36619718309859156,0.2937853107344633,5.322687151944708
v0_baseline,01,11,BIBLIO,RF,550,88,0.748155253837072,0.41818181818181815,0.26136363636363635,4.752436876100998
v0_baseline,03,11,BIBLIO,RF,33,10,0.5695652173913044,0.25,0.1,0.924812030075188
v0_baseline,07,11,BIBLIO,RF,52,5,0.8255319148936171,0.3333333333333333,0.4,6.904761904761905
v0_baseline,08,11,BIBLIO,RF,266,18,0.7441756272401434,0.18518518518518517,0.2777777777777778,4.101234567901234
v0_baseline,09,11,BIBLIO,RF,428,41,0.7162034411041784,0.2558139534883721,0.2682926829268293,4.124337957124842
v0_baseline,12,11,BIBLIO,RF,21,5,0.9625,1.0,0.6,46.2
v0_baseline,13,11,BIBLIO,RF,73,10,0.7698412698412699,0.25,0.2,2.6018099547511313
v0_baseline,14,11,BIBLIO,RF,44,4,0.96875,0.6,0.75,35.93333333333333
v0_baseline,GLOBAL,11,BIBLIO,GBT,1418,177,0.7548996845081195,0.36619718309859156,0.2937853107344633,5.322687151944708
v0_baseline,01,11,BIBLIO,GBT,550,88,0.734159779614325,0.43636363636363634,0.2727272727272727,5.203273040482343
v0_baseline,03,11,BIBLIO,GBT,33,10,0.5956521739130435,0.25,0.1,0.924812030075188
v0_baseline,07,11,BIBLIO,GBT,52,5,0.8297872340425532,0.3333333333333333,0.4,6.904761904761905
v0_baseline,08,11,BIBLIO,GBT,266,18,0.7605286738351255,0.2222222222222222,0.3333333333333333,5.502325581395349
v0_baseline,09,11,BIBLIO,GBT,428,41,0.6764983928909056,0.2558139534883721,0.2682926829268293,4.124337957124842
v0_baseline,12,11,BIBLIO,GBT,21,5,0.95,1.0,0.6,46.2
v0_baseline,13,11,BIBLIO,GBT,73,10,0.8126984126984127,0.375,0.3,4.963636363636364
v0_baseline,14,11,BIBLIO,GBT,44,4,0.9500000000000001,0.4,0.5,10.714285714285714
v0_baseline,GLOBAL,11,BIBLIO,LogReg,1418,177,0.7291823160655022,0.3380281690140845,0.2711864406779661,4.547710976282405
v0_baseline,01,11,BIBLIO,LogReg,550,88,0.7229929161747344,0.41818181818181815,0.26136363636363635,4.752436876100998
v0_baseline,03,11,BIBLIO,LogReg,33,10,0.5434782608695652,0.5,0.2,2.5294117647058822
v0_baseline,07,11,BIBLIO,LogReg,52,5,0.8340425531914893,0.16666666666666666,0.2,2.5757575757575757
v0_baseline,08,11,BIBLIO,LogReg,266,18,0.7632168458781362,0.14814814814814814,0.2222222222222222,2.9779897285399852
v0_baseline,09,11,BIBLIO,LogReg,428,41,0.6372975357660553,0.23255813953488372,0.24390243902439024,3.527363184079602
v0_baseline,12,11,BIBLIO,LogReg,21,5,0.8875,0.6666666666666666,0.4,7.380952380952381
v0_baseline,13,11,BIBLIO,LogReg,73,10,0.7888888888888889,0.625,0.5,17.285714285714285
v0_baseline,14,11,BIBLIO,LogReg,44,4,0.90625,0.6,0.75,35.93333333333333
v0_baseline,GLOBAL,11,BIBLIO+DEBATE5,RF,1418,177,0.7715165007261322,0.3732394366197183,0.2994350282485876,5.533530771129209
v0_baseline,01,11,BIBLIO+DEBATE5,RF,550,88,0.7546979535615901,0.45454545454545453,0.2840909090909091,5.694462372531302
v0_baseline,03,11,BIBLIO+DEBATE5,RF,33,10,0.5565217391304347,0.0,0.0,0.20634920634920634
v0_baseline,07,11,BIBLIO+DEBATE5,RF,52,5,0.825531914893617,0.3333333333333333,0.4,6.904761904761905
v0_baseline,08,11,BIBLIO+DEBATE5,RF,266,18,0.7414874551971327,0.18518518518518517,0.2777777777777778,4.101234567901234
v0_baseline,09,11,BIBLIO+DEBATE5,RF,428,41,0.7208672086720868,0.23255813953488372,0.24390243902439024,3.527363184079602
v0_baseline,12,11,BIBLIO+DEBATE5,RF,21,5,0.975,1.0,0.6,46.2
v0_baseline,13,11,BIBLIO+DEBATE5,RF,73,10,0.7952380952380953,0.5,0.4,9.153846153846153
v0_baseline,14,11,BIBLIO+DEBATE5,RF,44,4,0.9625,0.4,0.5,10.714285714285714
v0_baseline,GLOBAL,11,BIBLIO+DEBATE5,GBT,1418,177,0.754804080907961,0.3732394366197183,0.2994350282485876,5.533530771129209
v0_baseline,01,11,BIBLIO+DEBATE5,GBT,550,88,0.7362996851633214,0.45454545454545453,0.2840909090909091,5.694462372531302
v0_baseline,03,11,BIBLIO+DEBATE5,GBT,33,10,0.6173913043478261,0.0,0.0,0.20634920634920634
v0_baseline,07,11,BIBLIO+DEBATE5,GBT,52,5,0.8,0.16666666666666666,0.2,2.5757575757575757
v0_baseline,08,11,BIBLIO+DEBATE5,GBT,266,18,0.739247311827957,0.18518518518518517,0.2777777777777778,4.101234567901234
v0_baseline,09,11,BIBLIO+DEBATE5,GBT,428,41,0.6931997226949014,0.2558139534883721,0.2682926829268293,4.124337957124842
v0_baseline,12,11,BIBLIO+DEBATE5,GBT,21,5,0.95,1.0,0.6,46.2
v0_baseline,13,11,BIBLIO+DEBATE5,GBT,73,10,0.8047619047619048,0.625,0.5,17.285714285714285
v0_baseline,14,11,BIBLIO+DEBATE5,GBT,44,4,0.9812500000000001,0.6,0.75,35.93333333333333
v0_baseline,GLOBAL,11,BIBLIO+DEBATE5,LogReg,1418,177,0.7300928265432015,0.323943661971831,0.2598870056497175,4.197541322721094
v0_baseline,01,11,BIBLIO+DEBATE5,LogReg,550,88,0.7208776072412436,0.38181818181818183,0.23863636363636365,3.9560923242082664
v0_baseline,03,11,BIBLIO+DEBATE5,LogReg,33,10,0.5434782608695652,0.25,0.1,0.924812030075188
v0_baseline,07,11,BIBLIO+DEBATE5,LogReg,52,5,0.8425531914893618,0.16666666666666666,0.2,2.5757575757575757
v0_baseline,08,11,BIBLIO+DEBATE5,LogReg,266,18,0.7914426523297491,0.14814814814814814,0.2222222222222222,2.9779897285399852
v0_baseline,09,11,BIBLIO+DEBATE5,LogReg,428,41,0.6355958908426294,0.18604651162790697,0.1951219512195122,2.5194450283792307
v0_baseline,12,11,BIBLIO+DEBATE5,LogReg,21,5,0.8375,0.6666666666666666,0.4,7.380952380952381
v0_baseline,13,11,BIBLIO+DEBATE5,LogReg,73,10,0.7984126984126985,0.5,0.4,9.153846153846153
v0_baseline,14,11,BIBLIO+DEBATE5,LogReg,44,4,0.94375,0.4,0.5,10.714285714285714
v0_baseline,GLOBAL,11,BIBLIO+DEBATE25,RF,1418,177,0.7757913474189305,0.3873239436619718,0.3107344632768362,5.977819241982507
v0_baseline,01,11,BIBLIO+DEBATE25,RF,550,88,0.7620523415977961,0.43636363636363634,0.2727272727272727,5.203273040482343
v0_baseline,03,11,BIBLIO+DEBATE25,RF,33,10,0.5608695652173913,0.0,0.0,0.20634920634920634
v0_baseline,07,11,BIBLIO+DEBATE25,RF,52,5,0.8255319148936171,0.3333333333333333,0.4,6.904761904761905
v0_baseline,08,11,BIBLIO+DEBATE25,RF,266,18,0.755152329749104,0.2222222222222222,0.3333333333333333,5.502325581395349
v0_baseline,09,11,BIBLIO+DEBATE25,RF,428,41,0.7318963887313292,0.2558139534883721,0.2682926829268293,4.124337957124842
