dataset,feature_set,model,T_pct,P_mean,P_std,R_mean,R_std,F1_mean,F1_std,DOR_mean,DOR_std
v0_baseline,BIBLIO+FOCAL6,FFN,20,0.2605633802816901,0.017808321769511082,0.4180790960451978,0.02857380442113643,0.32104121475054226,0.02194170664876854,3.558981733730531,0.49613578703119227
v0_baseline,BIBLIO+FOCAL6,GBT,5,0.4176056338028169,0.03458297873026234,0.16751412429378532,0.013872268304229522,0.23911290322580644,0.019801544272972788,5.912898165717653,0.9864762561435062
v0_baseline,BIBLIO+FOCAL6,GBT,10,0.3721830985915493,0.022301769954147885,0.29858757062146896,0.017891815443440675,0.3313479623824451,0.019854867294601876,5.5370986238879425,0.6900161804979781
v0_baseline,BIBLIO+FOCAL6,GBT,15,0.33215962441314556,0.02319452897108178,0.3997175141242938,0.027912060287234017,0.3628205128205128,0.025335562414566276,5.194967785663973,0.808157982495202
v0_baseline,BIBLIO+FOCAL6,GBT,20,0.30528169014084505,0.015956898847364554,0.4898305084745763,0.025603159732494545,0.37613882863340564,0.019660560835798393,5.111679145980069,0.6773317218117444
v0_baseline,BIBLIO+FOCAL6,LogReg,5,0.38380281690140844,0.04701934341785722,0.153954802259887,0.01886086656874498,0.219758064516129,0.02692236598925694,5.097545011078087,1.1434435531714553
v0_baseline,BIBLIO+FOCAL6,LogReg,10,0.325,0.029015721775794028,0.26073446327683614,0.023278149673235892,0.2893416927899687,0.025832178634249216,4.267025090001303,0.6809454712734049
v0_baseline,BIBLIO+FOCAL6,LogReg,15,0.3028169014084507,0.02352354581560035,0.364406779661017,0.02830799581199363,0.3307692307692308,0.025694950044732674,4.265248557183896,0.683259076410301
v0_baseline,BIBLIO+FOCAL6,LogReg,20,0.2830985915492958,0.020320673350000613,0.4542372881355933,0.03260492221130044,0.3488069414316703,0.02503718538568405,4.290628728285535,0.7162444501535412
v0_baseline,BIBLIO+FOCAL6,RF,5,0.4246478873239437,0.055830740563723835,0.17033898305084744,0.02239538180804742,0.24314516129032254,0.031967601451809616,6.211597430937789,1.5984083683886978
v0_baseline,BIBLIO+FOCAL6,RF,10,0.3665492957746479,0.030266170795183216,0.2940677966101695,0.024281334762237372,0.32633228840125394,0.026945431052765,5.397297982466684,0.9266120247324983
