dataset,field,feature_set,model,n_test_mean,n_pos_mean,auc_mean,auc_std,P_mean,P_std,R_mean,R_std,DOR_mean,DOR_std
v2a_y_anchored,12,BIBLIO+DEBATE25,RF,26.3,7.35,0.89665576726522,0.04775333543783971,0.8583333333333334,0.1815704718761009,0.3726587301587302,0.1298418072983098,20.26374366374366,15.65371964313759
v2a_y_anchored,12,BIBLIO+DEBATE5,GBT,26.3,7.35,0.8920325996327225,0.03913969713009963,0.9083333333333334,0.1664472239557425,0.39438492063492064,0.12692206052884095,24.432715432715433,15.105655755922932
v2a_y_anchored,12,BIBLIO+DEBATE5,LogReg,26.3,7.35,0.8640338354910471,0.07786455927418827,0.6583333333333333,0.27426136848928256,0.27206349206349206,0.0975803592399371,8.137115818478048,6.3798324770230215
v2a_y_anchored,12,BIBLIO+DEBATE5,RF,26.3,7.35,0.891308879919418,0.0489841570090555,0.8583333333333334,0.1815704718761009,0.3726587301587302,0.1298418072983098,20.26374366374366,15.65371964313759
v2a_y_anchored,13,BIBLIO,GBT,71.45,6.55,0.7672810926830792,0.07544613540466122,0.30964285714285716,0.1828831581979395,0.35075396825396826,0.16209026569620788,8.614727330654933,8.06204705490321
v2a_y_anchored,13,BIBLIO,LogReg,71.45,6.55,0.8459659587659626,0.06560271278344154,0.3929563492063492,0.18960574899821808,0.47422619047619047,0.18911601319964613,15.807627998350608,14.485860548547933
v2a_y_anchored,13,BIBLIO,RF,71.45,6.55,0.8154388055268,0.05841471442834026,0.3506746031746032,0.18176331850239807,0.4131150793650794,0.1559496161172029,11.448268209691491,10.191436057377175
v2a_y_anchored,13,BIBLIO+DEBATE25,GBT,71.45,6.55,0.7755747800736141,0.0779621911522873,0.33285714285714285,0.19395145763772828,0.3553373015873016,0.156409385165529,9.192357517644231,8.155128886272424
v2a_y_anchored,13,BIBLIO+DEBATE25,LogReg,71.45,6.55,0.8462137314583785,0.06015957022592442,0.358531746031746,0.16989413425514452,0.4286706349206349,0.14548861274449632,11.06607294285616,8.54215719619687
v2a_y_anchored,13,BIBLIO+DEBATE25,RF,71.45,6.55,0.8196189132570242,0.06963182808962064,0.36371031746031746,0.17715611386954583,0.4282539682539682,0.14235463462486156,11.516825195007012,8.445948068133822
v2a_y_anchored,13,BIBLIO+DEBATE5,GBT,71.45,6.55,0.7756826978507917,0.07126647715506101,0.34462301587301586,0.18411192588693395,0.3877777777777778,0.15689591831129712,9.931414739107046,7.35938390922913
v2a_y_anchored,13,BIBLIO+DEBATE5,LogReg,71.45,6.55,0.8526274634909818,0.06388212220744433,0.3852579365079365,0.18337601602727266,0.46922619047619046,0.19398708743359225,15.089655286438504,14.257020535159041
v2a_y_anchored,13,BIBLIO+DEBATE5,RF,71.45,6.55,0.8176747671468299,0.06488505656719559,0.3764087301587301,0.1753524722591327,0.44803571428571426,0.15197169194043308,12.964761128537353,10.61819862005318
v2a_y_anchored,14,BIBLIO,GBT,39.3,3.9,0.8626913319711657,0.08607048643103235,0.4366666666666667,0.20423870909403452,0.48976190476190473,0.24347689853319956,21.5862824159967,33.26351809772389
v2a_y_anchored,14,BIBLIO,LogReg,39.3,3.9,0.8263246943865674,0.09668867581517855,0.2991666666666667,0.23267293763227545,0.3238095238095238,0.2513147194190626,10.074743880458167,13.1177802578066
v2a_y_anchored,14,BIBLIO,RF,39.3,3.9,0.8485055269584768,0.09610935224263133,0.4691666666666666,0.20979487336178854,0.5160714285714285,0.18010597952882082,19.214149659863946,15.94331774746935
v2a_y_anchored,14,BIBLIO+DEBATE25,GBT,39.3,3.9,0.8743341080317208,0.07480658873505977,0.45916666666666667,0.21787617868818537,0.5035714285714286,0.20273888442326646,23.129977324263038,33.2841856043838
v2a_y_anchored,14,BIBLIO+DEBATE25,LogReg,39.3,3.9,0.8398818551020328,0.0856157696826727,0.36333333333333334,0.2333082693305398,0.4113095238095238,0.25402697146517705,17.597794797794798,33.47492030901016
v2a_y_anchored,14,BIBLIO+DEBATE25,RF,39.3,3.9,0.8530848263630425,0.0817307571727443,0.44416666666666665,0.18749463929958604,0.4935714285714286,0.17139741432259745,16.1318820861678,13.274775092561304
v2a_y_anchored,14,BIBLIO+DEBATE5,GBT,39.3,3.9,0.8710944125226933,0.07382793220553376,0.4616666666666666,0.2004454104565615,0.5114285714285713,0.20243269278161236,23.540589569160996,33.908683743286396
v2a_y_anchored,14,BIBLIO+DEBATE5,LogReg,39.3,3.9,0.832149900951608,0.09048172853439862,0.32416666666666666,0.22559051813262238,0.35297619047619044,0.2560904797346385,11.115081955081955,13.211018340529654
v2a_y_anchored,14,BIBLIO+DEBATE5,RF,39.3,3.9,0.8626230705887643,0.08599842989122093,0.49416666666666664,0.21208206234755128,0.5410714285714285,0.1898719661452614,25.953469387755103,33.452835819090986
v2a_y_anchored,GLOBAL,BIBLIO,GBT,1418.0,177.0,0.749597895810286,0.01674831980752555,0.3640845070422535,0.02555515431673095,0.292090395480226,0.02050187521455254,5.303954129433035,0.7274447056038919
v2a_y_anchored,GLOBAL,BIBLIO,LogReg,1418.0,177.0,0.7312243634393623,0.01925447035104476,0.3232394366197183,0.03456788028870872,0.2593220338983051,0.02773242373444428,4.242389315424316,0.8018875562295432
v2a_y_anchored,GLOBAL,BIBLIO,RF,1418.0,177.0,0.7533832293075113,0.01878713089937763,0.36795774647887325,0.02480622655823384,0.2951977401129944,0.01990104051564524,5.4161110195155855,0.71791991541836
v2a_y_anchored,GLOBAL,BIBLIO+DEBATE25,GBT,1418.0,177.0,0.7505173975789526,0.017366455806792965,0.3686619718309859,0.033910364494325725,0.2957627118644068,0.02720492518753814,5.4759500724227905,1.0276770179421024
v2a_y_anchored,GLOBAL,BIBLIO+DEBATE25,LogReg,1418.0,177.0,0.7288037713343986,0.01644588941604054,0.3158450704225352,0.022879482034559806,0.2533898305084746,0.018355290671793745,4.033249391863995,0.5332095868437661
v2a_y_anchored,GLOBAL,BIBLIO+DEBATE25,RF,1418.0,177.0,0.7522378071265655,0.01712128470536217,0.35809859154929574,0.031764183331154015,0.2872881355932203,0.02548313013007837,5.155371169371425,0.9152260910326103
v2a_y_anchored,GLOBAL,BIBLIO+DEBATE5,GBT,1418.0,177.0,0.7512335140696631,0.018456115417569096,0.3619718309859155,0.02668437517794411,0.2903954802259887,0.021407803815073803,5.247141844810929,0.7742013449981576
v2a_y_anchored,GLOBAL,BIBLIO+DEBATE5,LogReg,1418.0,177.0,0.735152760895396,0.017243566877137472,0.3246478873239437,0.025122508590565615,0.2604519774011299,0.02015478090316563,4.2482334850124115,0.6043179447538226
v2a_y_anchored,GLOBAL,BIBLIO+DEBATE5,RF,1418.0,177.0,0.7545664376732815,0.019182182913729737,0.3640845070422535,0.027140219756191554,0.292090395480226,0.021773509634910742,5.3105483668833715,0.795236499419572
