dataset,feature_set,model,seed,T_pct,auroc,auprc,precision,recall,f1,DOR,TP,FP,TN,FN,k
v0_baseline,BIBLIO,RF,7,5,0.7673509152906577,0.35656484578671555,0.49295774647887325,0.1977401129943503,0.282258064516129,8.22787791396299,35,36,1205,142,71
v0_baseline,BIBLIO,RF,7,10,0.7673509152906577,0.35656484578671555,0.38028169014084506,0.3050847457627119,0.3385579937304075,5.7518012763329445,54,88,1153,123,142
v0_baseline,BIBLIO,RF,7,15,0.7673509152906577,0.35656484578671555,0.3427230046948357,0.4124293785310734,0.37435897435897436,5.514158252311464,73,140,1101,104,213
v0_baseline,BIBLIO,RF,7,20,0.7673509152906577,0.35656484578671555,0.31690140845070425,0.5084745762711864,0.3904555314533623,5.570253396988615,90,194,1047,87,284
v0_baseline,BIBLIO,GBT,7,5,0.7609386452514603,0.347101106650526,0.4647887323943662,0.1864406779661017,0.26612903225806456,7.247067811081652,33,38,1203,144,71
v0_baseline,BIBLIO,GBT,7,10,0.7609386452514603,0.347101106650526,0.38028169014084506,0.3050847457627119,0.3385579937304075,5.7518012763329445,54,88,1153,123,142
v0_baseline,BIBLIO,GBT,7,15,0.7609386452514603,0.347101106650526,0.3333333333333333,0.4011299435028249,0.36410256410256414,5.180084012849024,71,142,1099,106,213
v0_baseline,BIBLIO,GBT,7,20,0.7609386452514603,0.347101106650526,0.29577464788732394,0.4745762711864407,0.3644251626898048,4.6945070478883,84,200,1041,93,284
v0_baseline,BIBLIO,XGB,7,5,0.7227541120929449,0.3451742885767082,0.4647887323943662,0.1864406779661017,0.26612903225806456,7.247067811081652,33,38,1203,144,71
v0_baseline,BIBLIO,XGB,7,10,0.7227541120929449,0.3451742885767082,0.3873239436619718,0.3107344632768362,0.3448275862068965,5.977819241982507,55,87,1154,122,142
v0_baseline,BIBLIO,XGB,7,15,0.7227541120929449,0.3451742885767082,0.3474178403755869,0.4180790960451977,0.37948717948717947,5.68879538725261,74,139,1102,103,213
v0_baseline,BIBLIO,XGB,7,20,0.7227541120929449,0.3451742885767082,0.31690140845070425,0.5084745762711864,0.3904555314533623,5.570253396988615,90,194,1047,87,284
v0_baseline,BIBLIO,SVM,7,5,0.6535871836545158,0.22569982507722433,0.352112676056338,0.14124293785310735,0.20161290322580644,4.298995240613432,25,46,1195,152,71
v0_baseline,BIBLIO,SVM,7,10,0.6535871836545158,0.22569982507722433,0.2605633802816901,0.20903954802259886,0.23197492163009403,2.8752255822974817,37,105,1136,140,142
v0_baseline,BIBLIO,SVM,7,15,0.6535871836545158,0.22569982507722433,0.2676056338028169,0.3220338983050847,0.2923076923076923,3.309758328582981,57,156,1085,120,213
v0_baseline,BIBLIO,SVM,7,20,0.6535871836545158,0.22569982507722433,0.2605633802816901,0.4180790960451977,0.32104121475054226,3.527224115574833,74,210,1031,103,284
v0_baseline,BIBLIO,FFN,7,5,0.7278165503489531,0.2724152285601479,0.4225352112676056,0.1694915254237288,0.24193548387096772,5.9816622421890955,30,41,1200,147,71
v0_baseline,BIBLIO,FFN,7,10,0.7278165503489531,0.2724152285601479,0.34507042253521125,0.2768361581920904,0.3072100313479624,4.731746395056077,49,93,1148,128,142
v0_baseline,BIBLIO,FFN,7,15,0.7278165503489531,0.2724152285601479,0.3286384976525822,0.3954802259887006,0.35897435897435903,5.020290089944089,70,143,1098,107,213
v0_baseline,BIBLIO,FFN,7,20,0.7278165503489531,0.2724152285601479,0.28169014084507044,0.4519774011299435,0.3470715835140998,4.188765594633566,80,204,1037,97,284
v0_baseline,FOCAL6,LogReg,7,5,0.5634056733907865,0.15767037925483837,0.19718309859154928,0.07909604519774012,0.11290322580645161,1.8269113149847094,14,57,1184,163,71
v0_baseline,FOCAL6,LogReg,7,10,0.5634056733907865,0.15767037925483837,0.20422535211267606,0.1638418079096045,0.1818181818181818,1.9751553716311425,29,113,1128,148,142
v0_baseline,FOCAL6,LogReg,7,15,0.5634056733907865,0.15767037925483837,0.18309859154929578,0.22033898305084745,0.2,1.7446960371561864,39,174,1067,138,213
v0_baseline,FOCAL6,LogReg,7,20,0.5634056733907865,0.15767037925483837,0.18309859154929578,0.2937853107344633,0.22559652928416485,1.816347513173114,52,232,1009,125,284
v0_baseline,FOCAL6,RF,7,5,0.5700296371160491,0.1511529184946978,0.18309859154929578,0.07344632768361582,0.10483870967741936,1.6602758943184475,13,58,1183,164,71
v0_baseline,FOCAL6,RF,7,10,0.5700296371160491,0.1511529184946978,0.14788732394366197,0.11864406779661017,0.1316614420062696,1.2669506567270146,21,121,1120,156,142
v0_baseline,FOCAL6,RF,7,15,0.5700296371160491,0.1511529184946978,0.14084507042253522,0.1694915254237288,0.15384615384615383,1.1927862189996767,30,183,1058,147,213
v0_baseline,FOCAL6,RF,7,20,0.5700296371160491,0.1511529184946978,0.15845070422535212,0.2542372881355932,0.19522776572668116,1.4373892149525347,45,239,1002,132,284
v0_baseline,FOCAL6,GBT,7,5,0.5439002626822729,0.1415045604522381,0.15492957746478872,0.062146892655367235,0.08870967741935484,1.348844712481076,11,60,1181,166,71
v0_baseline,FOCAL6,GBT,7,10,0.5439002626822729,0.1415045604522381,0.14788732394366197,0.11864406779661017,0.1316614420062696,1.2669506567270146,21,121,1120,156,142
v0_baseline,FOCAL6,GBT,7,15,0.5439002626822729,0.1415045604522381,0.13615023474178403,0.1638418079096045,0.1487179487179487,1.138621992280529,29,184,1057,148,213
v0_baseline,FOCAL6,GBT,7,20,0.5439002626822729,0.1415045604522381,0.14788732394366197,0.23728813559322035,0.1822125813449024,1.2927682885076273,42,242,999,135,284
v0_baseline,FOCAL6,XGB,7,5,0.510295597226585,0.1281396342660102,0.15492957746478872,0.062146892655367235,0.08870967741935484,1.348844712481076,11,60,1181,166,71
v0_baseline,FOCAL6,XGB,7,10,0.510295597226585,0.1281396342660102,0.13380281690140844,0.10734463276836158,0.11912225705329152,1.1142287896397145,19,123,1118,158,142
v0_baseline,FOCAL6,XGB,7,15,0.510295597226585,0.1281396342660102,0.11737089201877934,0.14124293785310735,0.12820512820512822,0.9345305909466453,25,188,1053,152,213
v0_baseline,FOCAL6,XGB,7,20,0.510295597226585,0.1281396342660102,0.10211267605633803,0.1638418079096045,0.12581344902386116,0.767011273860589,29,255,986,148,284
v0_baseline,FOCAL6,SVM,7,5,0.4607820374492959,0.11403738000342874,0.08450704225352113,0.03389830508474576,0.048387096774193554,0.6807691451717001,6,65,1176,171,71
v0_baseline,FOCAL6,SVM,7,10,0.4607820374492959,0.11403738000342874,0.08450704225352113,0.06779661016949153,0.07523510971786834,0.6432961766850713,12,130,1111,165,142
v0_baseline,FOCAL6,SVM,7,15,0.4607820374492959,0.11403738000342874,0.0892018779342723,0.10734463276836158,0.09743589743589744,0.6625822094994039,19,194,1047,158,213
v0_baseline,FOCAL6,SVM,7,20,0.4607820374492959,0.11403738000342874,0.10915492957746478,0.1751412429378531,0.13449023861171364,0.8384393238685703,31,253,988,146,284
v0_baseline,FOCAL6,FFN,7,5,0.5727019853680966,0.16017592469267322,0.18309859154929578,0.07344632768361582,0.10483870967741936,1.6602758943184475,13,58,1183,164,71
v0_baseline,FOCAL6,FFN,7,10,0.5727019853680966,0.16017592469267322,0.19718309859154928,0.15819209039548024,0.1755485893416928,1.87721809233106,28,114,1127,149,142
v0_baseline,FOCAL6,FFN,7,15,0.5727019853680966,0.16017592469267322,0.1596244131455399,0.192090395480226,0.17435897435897438,1.4230877485854048,34,179,1062,143,213
v0_baseline,FOCAL6,FFN,7,20,0.5727019853680966,0.16017592469267322,0.15140845070422534,0.24293785310734464,0.18655097613882865,1.3398831651619756,43,241,1000,134,284
v0_baseline,BIBLIO+FOCAL6,LogReg,7,5,0.7565340508155897,0.3257769829061251,0.4788732394366197,0.192090395480226,0.27419354838709675,7.722229965156794,34,37,1204,143,71
v0_baseline,BIBLIO+FOCAL6,LogReg,7,10,0.7565340508155897,0.3257769829061251,0.3732394366197183,0.2994350282485876,0.33228840125391856,5.533530771129209,53,89,1152,124,142
v0_baseline,BIBLIO+FOCAL6,LogReg,7,15,0.7565340508155897,0.3257769829061251,0.3192488262910798,0.384180790960452,0.34871794871794876,4.714352963329096,68,145,1096,109,213
v0_baseline,BIBLIO+FOCAL6,LogReg,7,20,0.7565340508155897,0.3257769829061251,0.2992957746478873,0.480225988700565,0.368763557483731,4.8301158301158305,85,199,1042,92,284
v0_baseline,BIBLIO+FOCAL6,RF,7,5,0.7668410294231461,0.35420290956598116,0.4788732394366197,0.192090395480226,0.27419354838709675,7.722229965156794,34,37,1204,143,71
v0_baseline,BIBLIO+FOCAL6,RF,7,10,0.7668410294231461,0.35420290956598116,0.38028169014084506,0.3050847457627119,0.3385579937304075,5.7518012763329445,54,88,1153,123,142
v0_baseline,BIBLIO+FOCAL6,RF,7,15,0.7668410294231461,0.35420290956598116,0.3474178403755869,0.4180790960451977,0.37948717948717947,5.68879538725261,74,139,1102,103,213
v0_baseline,BIBLIO+FOCAL6,RF,7,20,0.7668410294231461,0.35420290956598116,0.323943661971831,0.519774011299435,0.39913232104121477,5.898306371990582,92,192,1049,85,284
v0_baseline,BIBLIO+FOCAL6,GBT,7,5,0.7628256782164919,0.35338058293235164,0.5070422535211268,0.2033898305084746,0.2903225806451613,8.766684915144578,36,35,1206,141,71
v0_baseline,BIBLIO+FOCAL6,GBT,7,10,0.7628256782164919,0.35338058293235164,0.3873239436619718,0.3107344632768362,0.3448275862068965,5.977819241982507,55,87,1154,122,142
v0_baseline,BIBLIO+FOCAL6,GBT,7,15,0.7628256782164919,0.35338058293235164,0.3380281690140845,0.4067796610169492,0.36923076923076925,5.344648568988328,72,141,1100,105,213
v0_baseline,BIBLIO+FOCAL6,GBT,7,20,0.7628256782164919,0.35338058293235164,0.3274647887323944,0.5254237288135594,0.40347071583514105,6.069909002425572,93,191,1050,84,284
v0_baseline,BIBLIO+FOCAL6,XGB,7,5,0.728144334120925,0.2964114426468213,0.4225352112676056,0.1694915254237288,0.24193548387096772,5.9816622421890955,30,41,1200,147,71
v0_baseline,BIBLIO+FOCAL6,XGB,7,10,0.728144334120925,0.2964114426468213,0.33098591549295775,0.2655367231638418,0.2946708463949843,4.369721770877214,47,95,1146,130,142
v0_baseline,BIBLIO+FOCAL6,XGB,7,15,0.728144334120925,0.2964114426468213,0.30985915492957744,0.3728813559322034,0.3384615384615385,4.425583339667098,66,147,1094,111,213
v0_baseline,BIBLIO+FOCAL6,XGB,7,20,0.728144334120925,0.2964114426468213,0.29577464788732394,0.4745762711864407,0.3644251626898048,4.6945070478883,84,200,1041,93,284
v0_baseline,BIBLIO+FOCAL6,SVM,7,5,0.6726669307147052,0.24077064330032993,0.3380281690140845,0.13559322033898305,0.19354838709677422,4.0137493571061205,24,47,1194,153,71
v0_baseline,BIBLIO+FOCAL6,SVM,7,10,0.6726669307147052,0.24077064330032993,0.3028169014084507,0.24293785310734464,0.26959247648902823,3.7136425622536473,43,99,1142,134,142
v0_baseline,BIBLIO+FOCAL6,SVM,7,15,0.6726669307147052,0.24077064330032993,0.27230046948356806,0.327683615819209,0.2974358974358974,3.420481911501567,58,155,1086,119,213
v0_baseline,BIBLIO+FOCAL6,SVM,7,20,0.6726669307147052,0.24077064330032993,0.24647887323943662,0.3954802259887006,0.3036876355748373,3.141486420556188,70,214,1027,107,284
v0_baseline,BIBLIO+FOCAL6,FFN,7,5,0.711459229617085,0.250209725702331,0.29577464788732394,0.11864406779661017,0.16935483870967744,3.2413564040110083,21,50,1191,156,71
v0_baseline,BIBLIO+FOCAL6,FFN,7,10,0.711459229617085,0.250209725702331,0.29577464788732394,0.23728813559322035,0.2633228840125392,3.562537864184612,42,100,1141,135,142
v0_baseline,BIBLIO+FOCAL6,FFN,7,15,0.711459229617085,0.250209725702331,0.27699530516431925,0.3333333333333333,0.3025641025641026,3.534267338494941,59,154,1087,118,213
v0_baseline,BIBLIO+FOCAL6,FFN,7,20,0.711459229617085,0.250209725702331,0.2640845070422535,0.423728813559322,0.3253796095444685,3.630188020257291,75,209,1032,102,284
v0_baseline,BIBLIO,LogReg,8,5,0.7154427129570193,0.2543649172703332,0.30985915492957744,0.12429378531073447,0.1774193548387097,3.4858228588132123,22,49,1192,155,71
v0_baseline,BIBLIO,LogReg,8,10,0.7154427129570193,0.2543649172703332,0.3028169014084507,0.24293785310734464,0.26959247648902823,3.7136425622536473,43,99,1142,134,142
v0_baseline,BIBLIO,LogReg,8,15,0.7154427129570193,0.2543649172703332,0.29107981220657275,0.3502824858757062,0.31794871794871793,3.895032360378895,62,151,1090,115,213
v0_baseline,BIBLIO,LogReg,8,20,0.7154427129570193,0.2543649172703332,0.2746478873239437,0.4406779661016949,0.33839479392624733,3.9561852847773977,78,206,1035,99,284
v0_baseline,BIBLIO,RF,8,5,0.7203276016698763,0.28371058464755844,0.352112676056338,0.14124293785310735,0.20161290322580644,4.298995240613432,25,46,1195,152,71
v0_baseline,BIBLIO,RF,8,10,0.7203276016698763,0.28371058464755844,0.34507042253521125,0.2768361581920904,0.3072100313479624,4.731746395056077,49,93,1148,128,142
v0_baseline,BIBLIO,RF,8,15,0.7203276016698763,0.28371058464755844,0.29107981220657275,0.3502824858757062,0.31794871794871793,3.895032360378895,62,151,1090,115,213
v0_baseline,BIBLIO,RF,8,20,0.7203276016698763,0.28371058464755844,0.27816901408450706,0.4463276836158192,0.34273318872017355,4.070880729185965,79,205,1036,98,284
v0_baseline,BIBLIO,GBT,8,5,0.729273367113272,0.29738687197526914,0.4084507042253521,0.1638418079096045,0.23387096774193544,5.606694394929689,29,42,1199,148,71
v0_baseline,BIBLIO,GBT,8,10,0.729273367113272,0.29738687197526914,0.33098591549295775,0.2655367231638418,0.2946708463949843,4.369721770877214,47,95,1146,130,142
v0_baseline,BIBLIO,GBT,8,15,0.729273367113272,0.29738687197526914,0.30985915492957744,0.3728813559322034,0.3384615384615385,4.425583339667098,66,147,1094,111,213
v0_baseline,BIBLIO,GBT,8,20,0.729273367113272,0.29738687197526914,0.29577464788732394,0.4745762711864407,0.3644251626898048,4.6945070478883,84,200,1041,93,284
v0_baseline,BIBLIO,XGB,8,5,0.6956595965528074,0.29949886893949274,0.4507042253521127,0.1807909604519774,0.25806451612903225,6.799991300187046,32,39,1202,145,71
v0_baseline,BIBLIO,XGB,8,10,0.6956595965528074,0.29949886893949274,0.36619718309859156,0.2937853107344633,0.3260188087774295,5.322687151944708,52,90,1151,125,142
v0_baseline,BIBLIO,XGB,8,15,0.6956595965528074,0.29949886893949274,0.30985915492957744,0.3728813559322034,0.3384615384615385,4.425583339667098,66,147,1094,111,213
v0_baseline,BIBLIO,XGB,8,20,0.6956595965528074,0.29949886893949274,0.2605633802816901,0.4180790960451977,0.32104121475054226,3.527224115574833,74,210,1031,103,284
v0_baseline,BIBLIO,SVM,8,5,0.6164611189263259,0.19627356285780068,0.2676056338028169,0.10734463276836158,0.15322580645161288,2.7874718341595313,19,52,1189,158,71
v0_baseline,BIBLIO,SVM,8,10,0.6164611189263259,0.19627356285780068,0.22535211267605634,0.1807909604519774,0.2006269592476489,2.2872447948251464,32,110,1131,145,142
v0_baseline,BIBLIO,SVM,8,15,0.6164611189263259,0.19627356285780068,0.22535211267605634,0.2711864406779661,0.24615384615384617,2.4360601430087834,48,165,1076,129,213
v0_baseline,BIBLIO,SVM,8,20,0.6164611189263259,0.19627356285780068,0.20774647887323944,0.3333333333333333,0.2559652928416486,2.263390309392162,59,225,1016,118,284
v0_baseline,BIBLIO,FFN,8,5,0.7007061008754558,0.27078945309023766,0.3380281690140845,0.13559322033898305,0.19354838709677422,4.0137493571061205,24,47,1194,153,71
v0_baseline,BIBLIO,FFN,8,10,0.7007061008754558,0.27078945309023766,0.3028169014084507,0.24293785310734464,0.26959247648902823,3.7136425622536473,43,99,1142,134,142
v0_baseline,BIBLIO,FFN,8,15,0.7007061008754558,0.27078945309023766,0.2863849765258216,0.3446327683615819,0.3128205128205129,3.7714346021248155,61,152,1089,116,213
v0_baseline,BIBLIO,FFN,8,20,0.7007061008754558,0.27078945309023766,0.2852112676056338,0.4576271186440678,0.35140997830802595,4.309951496479994,81,203,1038,96,284
v0_baseline,FOCAL6,LogReg,8,5,0.5510910191799032,0.15225067754450394,0.22535211267605634,0.0903954802259887,0.12903225806451613,2.1841686888126515,16,55,1186,161,71
v0_baseline,FOCAL6,LogReg,8,10,0.5510910191799032,0.15225067754450394,0.19718309859154928,0.15819209039548024,0.1755485893416928,1.87721809233106,28,114,1127,149,142
v0_baseline,FOCAL6,LogReg,8,15,0.5510910191799032,0.15225067754450394,0.1596244131455399,0.192090395480226,0.17435897435897438,1.4230877485854048,34,179,1062,143,213
v0_baseline,FOCAL6,LogReg,8,20,0.5510910191799032,0.15225067754450394,0.15845070422535212,0.2542372881355932,0.19522776572668116,1.4373892149525347,45,239,1002,132,284
v0_baseline,FOCAL6,RF,8,5,0.5555320340348817,0.1585816833278187,0.2112676056338028,0.0847457627118644,0.12096774193548386,2.0013886997957795,15,56,1185,162,71
v0_baseline,FOCAL6,RF,8,10,0.5555320340348817,0.1585816833278187,0.18309859154929578,0.14689265536723164,0.16300940438871475,1.6898681284437456,26,116,1125,151,142
v0_baseline,FOCAL6,RF,8,15,0.5555320340348817,0.1585816833278187,0.15492957746478872,0.1864406779661017,0.16923076923076924,1.3633888947464272,33,180,1061,144,213
v0_baseline,FOCAL6,RF,8,20,0.5555320340348817,0.1585816833278187,0.17253521126760563,0.2768361581920904,0.21258134490238612,1.6463605045973877,49,235,1006,128,284
v0_baseline,FOCAL6,GBT,8,5,0.5256763954711209,0.1427975044916134,0.19718309859154928,0.07909604519774012,0.11290322580645161,1.8269113149847094,14,57,1184,163,71
v0_baseline,FOCAL6,GBT,8,10,0.5256763954711209,0.1427975044916134,0.1267605633802817,0.1016949152542373,0.11285266457680251,1.0410922687615667,18,124,1117,159,142
v0_baseline,FOCAL6,GBT,8,15,0.5256763954711209,0.1427975044916134,0.14084507042253522,0.1694915254237288,0.15384615384615383,1.1927862189996767,30,183,1058,147,213
v0_baseline,FOCAL6,GBT,8,20,0.5256763954711209,0.1427975044916134,0.14084507042253522,0.22598870056497175,0.1735357917570499,1.2016731734523145,40,244,997,137,284
v0_baseline,FOCAL6,XGB,8,5,0.5244654165357808,0.13509411548755257,0.14084507042253522,0.05649717514124294,0.08064516129032256,1.2032763014197305,10,61,1180,167,71
v0_baseline,FOCAL6,XGB,8,10,0.5244654165357808,0.13509411548755257,0.14788732394366197,0.11864406779661017,0.1316614420062696,1.2669506567270146,21,121,1120,156,142
v0_baseline,FOCAL6,XGB,8,15,0.5244654165357808,0.13509411548755257,0.14553990610328638,0.1751412429378531,0.15897435897435896,1.2482771518070035,31,182,1059,146,213
v0_baseline,FOCAL6,XGB,8,20,0.5244654165357808,0.13509411548755257,0.15140845070422534,0.24293785310734464,0.18655097613882865,1.3398831651619756,43,241,1000,134,284
v0_baseline,FOCAL6,SVM,8,5,0.48837961002836244,0.1368217051870245,0.18309859154929578,0.07344632768361582,0.10483870967741936,1.6602758943184475,13,58,1183,164,71
v0_baseline,FOCAL6,SVM,8,10,0.48837961002836244,0.1368217051870245,0.176056338028169,0.14124293785310735,0.1567398119122257,1.6002650854551796,25,117,1124,152,142
v0_baseline,FOCAL6,SVM,8,15,0.48837961002836244,0.1368217051870245,0.1643192488262911,0.1977401129943503,0.17948717948717952,1.4842694972725932,35,178,1063,142,213
v0_baseline,FOCAL6,SVM,8,20,0.48837961002836244,0.1368217051870245,0.13732394366197184,0.22033898305084745,0.16919739696312366,1.1576389450542988,39,245,996,138,284
v0_baseline,FOCAL6,FFN,8,5,0.5488147429856549,0.15726852835175678,0.2112676056338028,0.0847457627118644,0.12096774193548386,2.0013886997957795,15,56,1185,162,71
v0_baseline,FOCAL6,FFN,8,10,0.5488147429856549,0.15726852835175678,0.19014084507042253,0.15254237288135594,0.16927899686520376,1.782154722354058,27,115,1126,150,142
v0_baseline,FOCAL6,FFN,8,15,0.5488147429856549,0.15726852835175678,0.1784037558685446,0.21468926553672316,0.19487179487179487,1.6771436448855803,38,175,1066,139,213
v0_baseline,FOCAL6,FFN,8,20,0.5488147429856549,0.15726852835175678,0.1619718309859155,0.2598870056497175,0.19956616052060738,1.487839873735562,46,238,1003,131,284
v0_baseline,BIBLIO+FOCAL6,LogReg,8,5,0.7222169109111024,0.26759068763221977,0.3380281690140845,0.13559322033898305,0.19354838709677422,4.0137493571061205,24,47,1194,153,71
v0_baseline,BIBLIO+FOCAL6,LogReg,8,10,0.7222169109111024,0.26759068763221977,0.3380281690140845,0.2711864406779661,0.30094043887147337,4.547710976282405,48,94,1147,129,142
v0_baseline,BIBLIO+FOCAL6,LogReg,8,15,0.7222169109111024,0.26759068763221977,0.30985915492957744,0.3728813559322034,0.3384615384615385,4.425583339667098,66,147,1094,111,213
v0_baseline,BIBLIO+FOCAL6,LogReg,8,20,0.7222169109111024,0.26759068763221977,0.2746478873239437,0.4406779661016949,0.33839479392624733,3.9561852847773977,78,206,1035,99,284
v0_baseline,BIBLIO+FOCAL6,RF,8,5,0.7214429770050579,0.2860561686507259,0.352112676056338,0.14124293785310735,0.20161290322580644,4.298995240613432,25,46,1195,152,71
v0_baseline,BIBLIO+FOCAL6,RF,8,10,0.7214429770050579,0.2860561686507259,0.3380281690140845,0.2711864406779661,0.30094043887147337,4.547710976282405,48,94,1147,129,142
v0_baseline,BIBLIO+FOCAL6,RF,8,15,0.7214429770050579,0.2860561686507259,0.29577464788732394,0.3559322033898305,0.3230769230769231,4.022124214771722,63,150,1091,114,213
v0_baseline,BIBLIO+FOCAL6,RF,8,20,0.7214429770050579,0.2860561686507259,0.2746478873239437,0.4406779661016949,0.33839479392624733,3.9561852847773977,78,206,1035,99,284
v0_baseline,BIBLIO+FOCAL6,GBT,8,5,0.7251806225160136,0.292452332250588,0.352112676056338,0.14124293785310735,0.20161290322580644,4.298995240613432,25,46,1195,152,71
v0_baseline,BIBLIO+FOCAL6,GBT,8,10,0.7251806225160136,0.292452332250588,0.3732394366197183,0.2994350282485876,0.33228840125391856,5.533530771129209,53,89,1152,124,142
v0_baseline,BIBLIO+FOCAL6,GBT,8,15,0.7251806225160136,0.292452332250588,0.3145539906103286,0.3785310734463277,0.3435897435897436,4.567896468117307,67,146,1095,110,213
v0_baseline,BIBLIO+FOCAL6,GBT,8,20,0.7251806225160136,0.292452332250588,0.2887323943661972,0.4632768361581921,0.35574837310195234,4.43455497382199,82,202,1039,95,284
v0_baseline,BIBLIO+FOCAL6,XGB,8,5,0.7039384130712885,0.26546354880287404,0.3380281690140845,0.13559322033898305,0.19354838709677422,4.0137493571061205,24,47,1194,153,71
v0_baseline,BIBLIO+FOCAL6,XGB,8,10,0.7039384130712885,0.26546354880287404,0.3028169014084507,0.24293785310734464,0.26959247648902823,3.7136425622536473,43,99,1142,134,142
v0_baseline,BIBLIO+FOCAL6,XGB,8,15,0.7039384130712885,0.26546354880287404,0.29107981220657275,0.3502824858757062,0.31794871794871793,3.895032360378895,62,151,1090,115,213
v0_baseline,BIBLIO+FOCAL6,XGB,8,20,0.7039384130712885,0.26546354880287404,0.2852112676056338,0.4576271186440678,0.35140997830802595,4.309951496479994,81,203,1038,96,284
v0_baseline,BIBLIO+FOCAL6,SVM,8,5,0.6466718565763896,0.21153090040288008,0.28169014084507044,0.11299435028248588,0.16129032258064513,3.0088149175527814,20,51,1190,157,71
v0_baseline,BIBLIO+FOCAL6,SVM,8,10,0.6466718565763896,0.21153090040288008,0.2535211267605634,0.2033898305084746,0.22570532915360503,2.7502612850246355,36,106,1135,141,142
v0_baseline,BIBLIO+FOCAL6,SVM,8,15,0.6466718565763896,0.21153090040288008,0.2347417840375587,0.2824858757062147,0.25641025641025644,2.612664148228099,50,163,1078,127,213
v0_baseline,BIBLIO+FOCAL6,SVM,8,20,0.6466718565763896,0.21153090040288008,0.2147887323943662,0.3446327683615819,0.2646420824295011,2.4056514099720596,61,223,1018,116,284
v0_baseline,BIBLIO+FOCAL6,FFN,8,5,0.699130917749036,0.24158988017518934,0.3380281690140845,0.13559322033898305,0.19354838709677422,4.0137493571061205,24,47,1194,153,71
v0_baseline,BIBLIO+FOCAL6,FFN,8,10,0.699130917749036,0.24158988017518934,0.2887323943661972,0.23163841807909605,0.25705329153605017,3.4162110467529185,41,101,1140,136,142
v0_baseline,BIBLIO+FOCAL6,FFN,8,15,0.699130917749036,0.24158988017518934,0.26291079812206575,0.3163841807909605,0.2871794871794872,3.2019988242210466,56,157,1084,121,213
v0_baseline,BIBLIO+FOCAL6,FFN,8,20,0.699130917749036,0.24158988017518934,0.24647887323943662,0.3954802259887006,0.3036876355748373,3.141486420556188,70,214,1027,107,284
v0_baseline,BIBLIO,LogReg,9,5,0.7360339074101895,0.2885729474558605,0.3380281690140845,0.13559322033898305,0.19354838709677422,4.0137493571061205,24,47,1194,153,71
v0_baseline,BIBLIO,LogReg,9,10,0.7360339074101895,0.2885729474558605,0.3380281690140845,0.2711864406779661,0.30094043887147337,4.547710976282405,48,94,1147,129,142
v0_baseline,BIBLIO,LogReg,9,15,0.7360339074101895,0.2885729474558605,0.30985915492957744,0.3728813559322034,0.3384615384615385,4.425583339667098,66,147,1094,111,213
v0_baseline,BIBLIO,LogReg,9,20,0.7360339074101895,0.2885729474558605,0.29577464788732394,0.4745762711864407,0.3644251626898048,4.6945070478883,84,200,1041,93,284
v0_baseline,BIBLIO,RF,9,5,0.7731599721383793,0.3737557673079921,0.4084507042253521,0.1638418079096045,0.23387096774193544,5.606694394929689,29,42,1199,148,71
v0_baseline,BIBLIO,RF,9,10,0.7731599721383793,0.3737557673079921,0.4154929577464789,0.3333333333333333,0.36990595611285265,6.966396321281487,59,83,1158,118,142
v0_baseline,BIBLIO,RF,9,15,0.7731599721383793,0.3737557673079921,0.3615023474178404,0.4350282485875706,0.39487179487179486,6.245421245421245,77,136,1105,100,213
v0_baseline,BIBLIO,RF,9,20,0.7731599721383793,0.3737557673079921,0.3204225352112676,0.5141242937853108,0.3947939262472885,5.731818792848501,91,193,1048,86,284
v0_baseline,BIBLIO,GBT,9,5,0.7647331976672721,0.3517530017958192,0.4647887323943662,0.1864406779661017,0.26612903225806456,7.247067811081652,33,38,1203,144,71
v0_baseline,BIBLIO,GBT,9,10,0.7647331976672721,0.3517530017958192,0.39436619718309857,0.3163841807909605,0.3510971786833856,6.211922262660862,56,86,1155,121,142
v0_baseline,BIBLIO,GBT,9,15,0.7647331976672721,0.3517530017958192,0.3474178403755869,0.4180790960451977,0.37948717948717947,5.68879538725261,74,139,1102,103,213
v0_baseline,BIBLIO,GBT,9,20,0.7647331976672721,0.3517530017958192,0.30633802816901406,0.4915254237288136,0.3774403470715835,5.113294635988531,87,197,1044,90,284
v0_baseline,BIBLIO,XGB,9,5,0.7203367067746532,0.3013301302453812,0.4084507042253521,0.1638418079096045,0.23387096774193544,5.606694394929689,29,42,1199,148,71
v0_baseline,BIBLIO,XGB,9,10,0.7203367067746532,0.3013301302453812,0.323943661971831,0.2598870056497175,0.28840125391849525,4.197541322721094,46,96,1145,131,142
v0_baseline,BIBLIO,XGB,9,15,0.7203367067746532,0.3013301302453812,0.3145539906103286,0.3785310734463277,0.3435897435897436,4.567896468117307,67,146,1095,110,213
v0_baseline,BIBLIO,XGB,9,20,0.7203367067746532,0.3013301302453812,0.28169014084507044,0.4519774011299435,0.3470715835140998,4.188765594633566,80,204,1037,97,284
v0_baseline,BIBLIO,SVM,9,5,0.6644586787582458,0.2278850403944615,0.323943661971831,0.12994350282485875,0.18548387096774194,3.7430020351649818,23,48,1193,154,71
v0_baseline,BIBLIO,SVM,9,10,0.6644586787582458,0.2278850403944615,0.30985915492957744,0.24858757062146894,0.27586206896551724,3.8697123519458545,44,98,1143,133,142
