dataset,feature_set,model,seed,T_pct,auroc,auprc,precision,recall,f1,DOR,TP,FP,TN,FN,k
v0_baseline,BIBLIO,LogReg,1,10,0.7493910961180387,0.28046506638908353,0.28169014084507044,0.22598870056497175,0.2507836990595611,3.2744833702882485,40,102,1139,137,142
v0_baseline,BIBLIO,LogReg,1,15,0.7493910961180387,0.28046506638908353,0.29107981220657275,0.3502824858757062,0.31794871794871793,3.895032360378895,62,151,1090,115,213
v0_baseline,BIBLIO,LogReg,1,20,0.7493910961180387,0.28046506638908353,0.2887323943661972,0.4632768361581921,0.35574837310195234,4.43455497382199,82,202,1039,95,284
v0_baseline,BIBLIO,RF,1,5,0.7663675639747426,0.348342176368274,0.4647887323943662,0.1864406779661017,0.26612903225806456,7.247067811081652,33,38,1203,144,71
v0_baseline,BIBLIO,RF,1,10,0.7663675639747426,0.348342176368274,0.3873239436619718,0.3107344632768362,0.3448275862068965,5.977819241982507,55,87,1154,122,142
v0_baseline,BIBLIO,RF,1,15,0.7663675639747426,0.348342176368274,0.3474178403755869,0.4180790960451977,0.37948717948717947,5.68879538725261,74,139,1102,103,213
v0_baseline,BIBLIO,RF,1,20,0.7663675639747426,0.348342176368274,0.29577464788732394,0.4745762711864407,0.3644251626898048,4.6945070478883,84,200,1041,93,284
v0_baseline,BIBLIO,GBT,1,5,0.7689898341505165,0.3676819010668232,0.43661971830985913,0.1751412429378531,0.25,6.378839590443686,31,40,1201,146,71
v0_baseline,BIBLIO,GBT,1,10,0.7689898341505165,0.3676819010668232,0.39436619718309857,0.3163841807909605,0.3510971786833856,6.211922262660862,56,86,1155,121,142
v0_baseline,BIBLIO,GBT,1,15,0.7689898341505165,0.3676819010668232,0.3568075117370892,0.4293785310734463,0.38974358974358975,6.05422301836095,76,137,1104,101,213
v0_baseline,BIBLIO,GBT,1,20,0.7689898341505165,0.3676819010668232,0.31690140845070425,0.5084745762711864,0.3904555314533623,5.570253396988615,90,194,1047,87,284
v0_baseline,BIBLIO,XGB,1,5,0.724065247180832,0.3394786773562523,0.4647887323943662,0.1864406779661017,0.26612903225806456,7.247067811081652,33,38,1203,144,71
v0_baseline,BIBLIO,XGB,1,10,0.724065247180832,0.3394786773562523,0.33098591549295775,0.2655367231638418,0.2946708463949843,4.369721770877214,47,95,1146,130,142
v0_baseline,BIBLIO,XGB,1,15,0.724065247180832,0.3394786773562523,0.3192488262910798,0.384180790960452,0.34871794871794876,4.714352963329096,68,145,1096,109,213
v0_baseline,BIBLIO,XGB,1,20,0.724065247180832,0.3394786773562523,0.2852112676056338,0.4576271186440678,0.35140997830802595,4.309951496479994,81,203,1038,96,284
v0_baseline,BIBLIO,SVM,1,5,0.652927063558184,0.24169741640670706,0.36619718309859156,0.14689265536723164,0.20967741935483872,4.5997533819316,26,45,1196,151,71
v0_baseline,BIBLIO,SVM,1,10,0.652927063558184,0.24169741640670706,0.2605633802816901,0.20903954802259886,0.23197492163009403,2.8752255822974817,37,105,1136,140,142
v0_baseline,BIBLIO,SVM,1,15,0.652927063558184,0.24169741640670706,0.22535211267605634,0.2711864406779661,0.24615384615384617,2.4360601430087834,48,165,1076,129,213
v0_baseline,BIBLIO,SVM,1,20,0.652927063558184,0.24169741640670706,0.20774647887323944,0.3333333333333333,0.2559652928416486,2.263390309392162,59,225,1016,118,284
v0_baseline,BIBLIO,FFN,1,5,0.717987589742189,0.2646578313677699,0.3380281690140845,0.13559322033898305,0.19354838709677422,4.0137493571061205,24,47,1194,153,71
v0_baseline,BIBLIO,FFN,1,10,0.717987589742189,0.2646578313677699,0.2535211267605634,0.2033898305084746,0.22570532915360503,2.7502612850246355,36,106,1135,141,142
v0_baseline,BIBLIO,FFN,1,15,0.717987589742189,0.2646578313677699,0.2535211267605634,0.3050847457627119,0.276923076923077,2.994999555798104,54,159,1082,123,213
v0_baseline,BIBLIO,FFN,1,20,0.717987589742189,0.2646578313677699,0.25704225352112675,0.4124293785310734,0.31670281995661603,3.42695714140283,73,211,1030,104,284
v0_baseline,FOCAL6,LogReg,1,5,0.5917316543520125,0.17273597829544957,0.18309859154929578,0.07344632768361582,0.10483870967741936,1.6602758943184475,13,58,1183,164,71
v0_baseline,FOCAL6,LogReg,1,10,0.5917316543520125,0.17273597829544957,0.16901408450704225,0.13559322033898305,0.15047021943573669,1.513256092029852,24,118,1123,153,142
v0_baseline,FOCAL6,LogReg,1,15,0.5917316543520125,0.17273597829544957,0.1643192488262911,0.1977401129943503,0.17948717948717952,1.4842694972725932,35,178,1063,142,213
v0_baseline,FOCAL6,LogReg,1,20,0.5917316543520125,0.17273597829544957,0.18661971830985916,0.2994350282485876,0.22993492407809113,1.8757275321588731,53,231,1010,124,284
v0_baseline,FOCAL6,RF,1,5,0.5722239673673045,0.1661906290005502,0.22535211267605634,0.0903954802259887,0.12903225806451613,2.1841686888126515,16,55,1186,161,71
v0_baseline,FOCAL6,RF,1,10,0.5722239673673045,0.1661906290005502,0.176056338028169,0.14124293785310735,0.1567398119122257,1.6002650854551796,25,117,1124,152,142
v0_baseline,FOCAL6,RF,1,15,0.5722239673673045,0.1661906290005502,0.18309859154929578,0.22033898305084745,0.2,1.7446960371561864,39,174,1067,138,213
v0_baseline,FOCAL6,RF,1,20,0.5722239673673045,0.1661906290005502,0.17253521126760563,0.2768361581920904,0.21258134490238612,1.6463605045973877,49,235,1006,128,284
v0_baseline,FOCAL6,GBT,1,5,0.5447288272169792,0.14824649046166205,0.15492957746478872,0.062146892655367235,0.08870967741935484,1.348844712481076,11,60,1181,166,71
v0_baseline,FOCAL6,GBT,1,10,0.5447288272169792,0.14824649046166205,0.176056338028169,0.14124293785310735,0.1567398119122257,1.6002650854551796,25,117,1124,152,142
