subset_id,subset_label,subset_size,k_pct,Precision_mean,Precision_std,Recall_mean,Recall_std,DOR_mean,DOR_std,n_obs
112,cross_domain_attack+var_conf_pro+delta_H+semantic_coherence+prediction_volatility,5,15,0.29421,0.0399,0.35405,0.04802,4.1033,1.08632,30
112,cross_domain_attack+var_conf_pro+delta_H+semantic_coherence+prediction_volatility,5,20,0.27242,0.02958,0.4371,0.04747,3.98754,0.93455,30
113,cross_domain_attack+H_final+delta_H+semantic_coherence+prediction_volatility,5,5,0.39155,0.08291,0.15706,0.03326,5.53995,2.32891,30
113,cross_domain_attack+H_final+delta_H+semantic_coherence+prediction_volatility,5,10,0.33239,0.05396,0.26667,0.04329,4.57949,1.44954,30
113,cross_domain_attack+H_final+delta_H+semantic_coherence+prediction_volatility,5,15,0.30125,0.04026,0.36252,0.04844,4.312,1.1884,30
113,cross_domain_attack+H_final+delta_H+semantic_coherence+prediction_volatility,5,20,0.27218,0.03021,0.43672,0.04847,3.98722,0.98538,30
114,conf_gap_change+var_conf_pro+H_final+delta_H+semantic_coherence,5,5,0.39296,0.06226,0.15763,0.02497,5.39803,1.53909,30
114,conf_gap_change+var_conf_pro+H_final+delta_H+semantic_coherence,5,10,0.3277,0.04906,0.2629,0.03936,4.42355,1.23201,30
114,conf_gap_change+var_conf_pro+H_final+delta_H+semantic_coherence,5,15,0.29812,0.03725,0.35876,0.04482,4.19542,1.00639,30
114,conf_gap_change+var_conf_pro+H_final+delta_H+semantic_coherence,5,20,0.27218,0.02835,0.43672,0.04549,3.96863,0.86156,30
115,conf_gap_change+var_conf_pro+H_final+delta_H+prediction_volatility,5,5,0.36385,0.05965,0.14595,0.02393,4.68911,1.29755,30
115,conf_gap_change+var_conf_pro+H_final+delta_H+prediction_volatility,5,10,0.32019,0.05285,0.25687,0.0424,4.26123,1.30809,30
115,conf_gap_change+var_conf_pro+H_final+delta_H+prediction_volatility,5,15,0.29139,0.0369,0.35066,0.04441,4.00831,0.99795,30
115,conf_gap_change+var_conf_pro+H_final+delta_H+prediction_volatility,5,20,0.2689,0.03056,0.43145,0.04904,3.87946,0.92578,30
116,conf_gap_change+var_conf_pro+H_final+semantic_coherence+prediction_volatility,5,5,0.39484,0.07196,0.15838,0.02886,5.50759,1.81258,30
116,conf_gap_change+var_conf_pro+H_final+semantic_coherence+prediction_volatility,5,10,0.32559,0.05266,0.26121,0.04224,4.38909,1.28488,30
116,conf_gap_change+var_conf_pro+H_final+semantic_coherence+prediction_volatility,5,15,0.2964,0.0381,0.35669,0.04584,4.15504,1.06126,30
116,conf_gap_change+var_conf_pro+H_final+semantic_coherence+prediction_volatility,5,20,0.27277,0.02763,0.43766,0.04433,3.98486,0.86705,30
117,conf_gap_change+var_conf_pro+delta_H+semantic_coherence+prediction_volatility,5,5,0.37277,0.06499,0.14953,0.02607,4.92734,1.53098,30
117,conf_gap_change+var_conf_pro+delta_H+semantic_coherence+prediction_volatility,5,10,0.32183,0.05561,0.25819,0.04461,4.3161,1.36601,30
117,conf_gap_change+var_conf_pro+delta_H+semantic_coherence+prediction_volatility,5,15,0.28889,0.03867,0.34765,0.04654,3.95079,1.03904,30
117,conf_gap_change+var_conf_pro+delta_H+semantic_coherence+prediction_volatility,5,20,0.26972,0.03101,0.43277,0.04976,3.91029,0.96112,30
118,conf_gap_change+H_final+delta_H+semantic_coherence+prediction_volatility,5,5,0.38873,0.07216,0.15593,0.02895,5.36094,1.82984,30
118,conf_gap_change+H_final+delta_H+semantic_coherence+prediction_volatility,5,10,0.32606,0.05059,0.26158,0.04058,4.39121,1.25815,30
118,conf_gap_change+H_final+delta_H+semantic_coherence+prediction_volatility,5,15,0.2939,0.03851,0.35367,0.04634,4.08798,1.06782,30
118,conf_gap_change+H_final+delta_H+semantic_coherence+prediction_volatility,5,20,0.26995,0.03076,0.43315,0.04935,3.91525,0.94593,30
119,var_conf_pro+H_final+delta_H+semantic_coherence+prediction_volatility,5,5,0.38592,0.06926,0.1548,0.02778,5.26445,1.67008,30
119,var_conf_pro+H_final+delta_H+semantic_coherence+prediction_volatility,5,10,0.33099,0.0462,0.26554,0.03706,4.49197,1.17887,30
119,var_conf_pro+H_final+delta_H+semantic_coherence+prediction_volatility,5,15,0.3,0.04247,0.36102,0.0511,4.28737,1.21283,30
119,var_conf_pro+H_final+delta_H+semantic_coherence+prediction_volatility,5,20,0.27383,0.02866,0.43936,0.04599,4.0255,0.89518,30
120,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+delta_H+semantic_coherence,6,5,0.38122,0.05963,0.15292,0.02392,5.10024,1.4781,30
120,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+delta_H+semantic_coherence,6,10,0.3223,0.05033,0.25857,0.04038,4.29706,1.24154,30
120,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+delta_H+semantic_coherence,6,15,0.29593,0.03915,0.35612,0.04712,4.14705,1.07421,30
120,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+delta_H+semantic_coherence,6,20,0.27136,0.02884,0.4354,0.04628,3.9481,0.9052,30
121,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+delta_H+prediction_volatility,6,5,0.3554,0.07292,0.14256,0.02925,4.58176,1.66419,30
121,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+delta_H+prediction_volatility,6,10,0.31854,0.05275,0.25556,0.04232,4.22052,1.29712,30
121,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+delta_H+prediction_volatility,6,15,0.29045,0.04032,0.34953,0.04853,4.00215,1.07728,30
121,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+delta_H+prediction_volatility,6,20,0.2669,0.03143,0.42825,0.05043,3.825,0.9625,30
122,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+semantic_coherence+prediction_volatility,6,5,0.38216,0.06371,0.1533,0.02556,5.14951,1.61954,30
122,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+semantic_coherence+prediction_volatility,6,10,0.3223,0.04472,0.25857,0.03588,4.26604,1.07843,30
122,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+semantic_coherence+prediction_volatility,6,15,0.29202,0.0365,0.35141,0.04392,4.02392,0.9998,30
122,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+semantic_coherence+prediction_volatility,6,20,0.27465,0.02646,0.44068,0.04246,4.04074,0.86262,30
123,cross_domain_attack+conf_gap_change+var_conf_pro+delta_H+semantic_coherence+prediction_volatility,6,5,0.38967,0.06893,0.15631,0.02765,5.36122,1.7292,30
123,cross_domain_attack+conf_gap_change+var_conf_pro+delta_H+semantic_coherence+prediction_volatility,6,10,0.32793,0.05197,0.26309,0.04169,4.44876,1.33089,30
123,cross_domain_attack+conf_gap_change+var_conf_pro+delta_H+semantic_coherence+prediction_volatility,6,15,0.29734,0.03911,0.35782,0.04707,4.18452,1.05844,30
123,cross_domain_attack+conf_gap_change+var_conf_pro+delta_H+semantic_coherence+prediction_volatility,6,20,0.275,0.02961,0.44124,0.04751,4.072,0.9478,30
124,cross_domain_attack+conf_gap_change+H_final+delta_H+semantic_coherence+prediction_volatility,6,5,0.38873,0.08996,0.15593,0.03609,5.49425,2.27562,30
124,cross_domain_attack+conf_gap_change+H_final+delta_H+semantic_coherence+prediction_volatility,6,10,0.32136,0.05425,0.25782,0.04352,4.29591,1.32499,30
124,cross_domain_attack+conf_gap_change+H_final+delta_H+semantic_coherence+prediction_volatility,6,15,0.29546,0.0376,0.35556,0.04524,4.12645,1.05028,30
124,cross_domain_attack+conf_gap_change+H_final+delta_H+semantic_coherence+prediction_volatility,6,20,0.27383,0.02888,0.43936,0.04634,4.03045,0.94368,30
125,cross_domain_attack+var_conf_pro+H_final+delta_H+semantic_coherence+prediction_volatility,6,5,0.36948,0.06857,0.14821,0.02751,4.87483,1.62612,30
125,cross_domain_attack+var_conf_pro+H_final+delta_H+semantic_coherence+prediction_volatility,6,10,0.327,0.0502,0.26234,0.04027,4.41566,1.29096,30
125,cross_domain_attack+var_conf_pro+H_final+delta_H+semantic_coherence+prediction_volatility,6,15,0.2964,0.03711,0.35669,0.04465,4.15146,1.06132,30
125,cross_domain_attack+var_conf_pro+H_final+delta_H+semantic_coherence+prediction_volatility,6,20,0.2743,0.0236,0.44011,0.03787,4.01143,0.76008,30
126,conf_gap_change+var_conf_pro+H_final+delta_H+semantic_coherence+prediction_volatility,6,5,0.38028,0.07057,0.15254,0.02831,5.14013,1.71491,30
126,conf_gap_change+var_conf_pro+H_final+delta_H+semantic_coherence+prediction_volatility,6,10,0.32066,0.04934,0.25725,0.03958,4.25214,1.21435,30
126,conf_gap_change+var_conf_pro+H_final+delta_H+semantic_coherence+prediction_volatility,6,15,0.29452,0.0377,0.35443,0.04537,4.09999,1.04278,30
126,conf_gap_change+var_conf_pro+H_final+delta_H+semantic_coherence+prediction_volatility,6,20,0.26972,0.02773,0.43277,0.0445,3.88835,0.85876,30
127,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+delta_H+semantic_coherence+prediction_volatility,7,5,0.377,0.07559,0.15122,0.03032,5.09558,1.83943,30
127,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+delta_H+semantic_coherence+prediction_volatility,7,10,0.32887,0.05496,0.26384,0.04409,4.48763,1.38442,30
127,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+delta_H+semantic_coherence+prediction_volatility,7,15,0.29671,0.04075,0.35706,0.04904,4.17895,1.12034,30
127,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+delta_H+semantic_coherence+prediction_volatility,7,20,0.27347,0.02866,0.43879,0.04598,4.0142,0.89692,30
