subset_id,subset_label,subset_size,k_pct,Precision_mean,Precision_std,Recall_mean,Recall_std,F1_mean,F1_std,DOR_mean,DOR_std,n_obs
48,cross_domain_attack+var_conf_pro+H_final+delta_H,4,20,0.26922,0.03032,0.43197,0.04865,0.33171,0.03736,3.89008,0.91493,120
49,cross_domain_attack+var_conf_pro+H_final+semantic_coherence,4,5,0.38028,0.06929,0.15254,0.02779,0.21774,0.03967,5.13668,1.6803,120
49,cross_domain_attack+var_conf_pro+H_final+semantic_coherence,4,10,0.32512,0.04825,0.26083,0.03871,0.28945,0.04296,4.35569,1.17012,120
49,cross_domain_attack+var_conf_pro+H_final+semantic_coherence,4,15,0.29605,0.03747,0.35626,0.04509,0.32338,0.04093,4.14234,1.02331,120
49,cross_domain_attack+var_conf_pro+H_final+semantic_coherence,4,20,0.27488,0.02866,0.44105,0.04599,0.33868,0.03532,4.06214,0.89712,120
50,cross_domain_attack+var_conf_pro+delta_H+semantic_coherence,4,5,0.37934,0.07036,0.15217,0.02822,0.2172,0.04029,5.11808,1.67473,120
50,cross_domain_attack+var_conf_pro+delta_H+semantic_coherence,4,10,0.32477,0.04905,0.26055,0.03935,0.28913,0.04367,4.35298,1.20825,120
50,cross_domain_attack+var_conf_pro+delta_H+semantic_coherence,4,15,0.29378,0.03775,0.35353,0.04543,0.3209,0.04124,4.08073,1.02119,120
50,cross_domain_attack+var_conf_pro+delta_H+semantic_coherence,4,20,0.27163,0.02942,0.43583,0.04721,0.33467,0.03625,3.96296,0.92228,120
51,cross_domain_attack+H_final+delta_H+semantic_coherence,4,5,0.38369,0.06776,0.15391,0.02718,0.21969,0.0388,5.21309,1.68989,120
51,cross_domain_attack+H_final+delta_H+semantic_coherence,4,10,0.33016,0.04728,0.26488,0.03793,0.29394,0.04209,4.47953,1.19547,120
51,cross_domain_attack+H_final+delta_H+semantic_coherence,4,15,0.29613,0.03557,0.35636,0.04281,0.32346,0.03886,4.13212,0.95475,120
51,cross_domain_attack+H_final+delta_H+semantic_coherence,4,20,0.27391,0.02707,0.4395,0.04343,0.33749,0.03335,4.02039,0.85035,120
52,conf_gap_change+var_conf_pro+H_final+delta_H,4,5,0.36538,0.07602,0.14656,0.03049,0.20921,0.04353,4.82826,1.75389,120
52,conf_gap_change+var_conf_pro+H_final+delta_H,4,10,0.31661,0.04813,0.254,0.03861,0.28187,0.04285,4.14928,1.14214,120
52,conf_gap_change+var_conf_pro+H_final+delta_H,4,15,0.28979,0.03622,0.34873,0.04359,0.31654,0.03957,3.96072,0.94289,120
52,conf_gap_change+var_conf_pro+H_final+delta_H,4,20,0.26808,0.02833,0.43013,0.04546,0.3303,0.03491,3.84129,0.85208,120
53,conf_gap_change+var_conf_pro+H_final+semantic_coherence,4,5,0.37793,0.07388,0.1516,0.02964,0.2164,0.0423,5.10731,1.75691,120
53,conf_gap_change+var_conf_pro+H_final+semantic_coherence,4,10,0.32177,0.05006,0.25815,0.04016,0.28647,0.04457,4.2847,1.21931,120
53,conf_gap_change+var_conf_pro+H_final+semantic_coherence,4,15,0.29174,0.03894,0.35108,0.04687,0.31868,0.04254,4.03163,1.04551,120
53,conf_gap_change+var_conf_pro+H_final+semantic_coherence,4,20,0.27251,0.03117,0.43724,0.05001,0.33576,0.0384,4.00109,0.95284,120
54,conf_gap_change+var_conf_pro+delta_H+semantic_coherence,4,5,0.37711,0.07296,0.15127,0.02926,0.21593,0.04177,5.08562,1.76258,120
54,conf_gap_change+var_conf_pro+delta_H+semantic_coherence,4,10,0.32312,0.05079,0.25923,0.04075,0.28767,0.04522,4.32182,1.2382,120
54,conf_gap_change+var_conf_pro+delta_H+semantic_coherence,4,15,0.29081,0.03839,0.34995,0.0462,0.31765,0.04193,4.00183,1.0181,120
54,conf_gap_change+var_conf_pro+delta_H+semantic_coherence,4,20,0.26934,0.0304,0.43216,0.04878,0.33185,0.03746,3.89585,0.93275,120
55,conf_gap_change+H_final+delta_H+semantic_coherence,4,5,0.38228,0.06779,0.15334,0.02719,0.21888,0.03881,5.18127,1.71143,120
55,conf_gap_change+H_final+delta_H+semantic_coherence,4,10,0.32435,0.04825,0.26022,0.03871,0.28877,0.04296,4.33848,1.1843,120
55,conf_gap_change+H_final+delta_H+semantic_coherence,4,15,0.29343,0.03696,0.35311,0.04447,0.32051,0.04037,4.06693,1.00653,120
55,conf_gap_change+H_final+delta_H+semantic_coherence,4,20,0.2701,0.02835,0.43338,0.04548,0.33279,0.03493,3.9063,0.87647,120
56,var_conf_pro+H_final+delta_H+semantic_coherence,4,5,0.38838,0.07499,0.15579,0.03008,0.22238,0.04294,5.38425,1.95562,120
56,var_conf_pro+H_final+delta_H+semantic_coherence,4,10,0.32647,0.04793,0.26191,0.03845,0.29065,0.04267,4.38838,1.17782,120
56,var_conf_pro+H_final+delta_H+semantic_coherence,4,15,0.29308,0.0389,0.35268,0.04681,0.32013,0.04249,4.06754,1.04389,120
56,var_conf_pro+H_final+delta_H+semantic_coherence,4,20,0.27298,0.02983,0.43799,0.04787,0.33633,0.03676,4.00786,0.92602,120
57,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+delta_H,5,5,0.36033,0.07472,0.14454,0.02997,0.20632,0.04278,4.70893,1.72527,120
57,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+delta_H,5,10,0.31866,0.04772,0.25565,0.03828,0.2837,0.04249,4.19563,1.13491,120
57,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+delta_H,5,15,0.28967,0.03802,0.34859,0.04575,0.31641,0.04153,3.96812,0.99568,120
57,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+delta_H,5,20,0.26743,0.0305,0.4291,0.04894,0.3295,0.03758,3.83653,0.92817,120
58,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+semantic_coherence,5,5,0.37829,0.07343,0.15174,0.02946,0.2166,0.04205,5.11415,1.7582,120
58,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+semantic_coherence,5,10,0.32224,0.05194,0.25852,0.04167,0.28689,0.04624,4.30427,1.23624,120
58,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+semantic_coherence,5,15,0.29347,0.03833,0.35315,0.04612,0.32056,0.04186,4.07332,1.01231,120
58,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+semantic_coherence,5,20,0.27318,0.02918,0.43832,0.04683,0.33659,0.03596,4.00969,0.90188,120
59,cross_domain_attack+conf_gap_change+var_conf_pro+delta_H+semantic_coherence,5,5,0.37582,0.07792,0.15075,0.03126,0.21519,0.04461,5.08795,1.88144,120
59,cross_domain_attack+conf_gap_change+var_conf_pro+delta_H+semantic_coherence,5,10,0.32195,0.04868,0.25829,0.03905,0.28662,0.04334,4.28023,1.16972,120
59,cross_domain_attack+conf_gap_change+var_conf_pro+delta_H+semantic_coherence,5,15,0.29233,0.03843,0.35179,0.04625,0.31932,0.04198,4.0425,1.00987,120
59,cross_domain_attack+conf_gap_change+var_conf_pro+delta_H+semantic_coherence,5,20,0.2706,0.03086,0.43418,0.04952,0.33341,0.03802,3.93859,0.94599,120
60,cross_domain_attack+conf_gap_change+H_final+delta_H+semantic_coherence,5,5,0.38063,0.07129,0.15268,0.0286,0.21794,0.04082,5.16114,1.75562,120
60,cross_domain_attack+conf_gap_change+H_final+delta_H+semantic_coherence,5,10,0.32477,0.04889,0.26055,0.03922,0.28913,0.04352,4.34958,1.1725,120
60,cross_domain_attack+conf_gap_change+H_final+delta_H+semantic_coherence,5,15,0.29617,0.03779,0.3564,0.04548,0.3235,0.04128,4.14623,1.0155,120
60,cross_domain_attack+conf_gap_change+H_final+delta_H+semantic_coherence,5,20,0.27215,0.02995,0.43668,0.04805,0.33532,0.0369,3.98301,0.93573,120
61,cross_domain_attack+var_conf_pro+H_final+delta_H+semantic_coherence,5,5,0.38087,0.07316,0.15278,0.02935,0.21808,0.04189,5.17669,1.78096,120
61,cross_domain_attack+var_conf_pro+H_final+delta_H+semantic_coherence,5,10,0.32295,0.04821,0.25909,0.03868,0.28751,0.04292,4.30217,1.16221,120
61,cross_domain_attack+var_conf_pro+H_final+delta_H+semantic_coherence,5,15,0.29327,0.037,0.35292,0.04453,0.32034,0.04042,4.06011,0.97505,120
61,cross_domain_attack+var_conf_pro+H_final+delta_H+semantic_coherence,5,20,0.27227,0.0291,0.43686,0.04669,0.33547,0.03585,3.98188,0.92171,120
62,conf_gap_change+var_conf_pro+H_final+delta_H+semantic_coherence,5,5,0.38122,0.06928,0.15292,0.02779,0.21828,0.03967,5.15704,1.65965,120
62,conf_gap_change+var_conf_pro+H_final+delta_H+semantic_coherence,5,10,0.32388,0.04806,0.25984,0.03856,0.28835,0.04279,4.32431,1.16079,120
62,conf_gap_change+var_conf_pro+H_final+delta_H+semantic_coherence,5,15,0.29186,0.038,0.35122,0.04573,0.3188,0.04151,4.02828,1.01009,120
62,conf_gap_change+var_conf_pro+H_final+delta_H+semantic_coherence,5,20,0.27025,0.03029,0.43362,0.0486,0.33297,0.03732,3.9222,0.91518,120
63,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+delta_H+semantic_coherence,6,5,0.37077,0.06896,0.14873,0.02766,0.2123,0.03948,4.91241,1.65272,120
63,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+delta_H+semantic_coherence,6,10,0.31931,0.04993,0.25617,0.04005,0.28427,0.04445,4.22416,1.2024,120
63,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+delta_H+semantic_coherence,6,15,0.28987,0.03872,0.34882,0.0466,0.31662,0.0423,3.97821,1.02201,120
63,cross_domain_attack+conf_gap_change+var_conf_pro+H_final+delta_H+semantic_coherence,6,20,0.26954,0.03018,0.43249,0.04842,0.3321,0.03718,3.90129,0.93237,120
