T_pct,model,feature,n_seeds,imp_mean,imp_std,imp_within_std
15,LogReg,CKH,20,0.023,0.00795,0.00718
15,LogReg,COL,20,0.00013,0.00074,0.00071
15,LogReg,CTO,20,0.00181,0.00175,0.00161
15,LogReg,CTS,20,0.01006,0.00408,0.0039
15,LogReg,H_final,20,0.02971,0.00803,0.00642
15,LogReg,INV,20,0.0027,0.00125,0.00176
15,LogReg,MF_B60K6,19,-4e-05,0.00023,0.00033
15,LogReg,MF_F01L1,12,-0.00019,0.00063,0.0003
15,LogReg,MF_F01N3,20,0.00045,0.00051,0.00091
15,LogReg,MF_F02B33,20,0.00119,0.0012,0.00117
15,LogReg,MF_F02B37,20,0.0065,0.00215,0.00341
15,LogReg,MF_F02D23,20,-0.00014,0.00019,0.00023
15,LogReg,MF_F02D41,20,0.00149,0.00153,0.00187
15,LogReg,MF_F02M21,9,-0.00031,0.00046,0.00039
15,LogReg,MF_F02M25,20,0.00016,0.00066,0.00043
15,LogReg,MF_F02M37,20,0.00114,0.0015,0.00146
15,LogReg,MF_F02N11,19,2e-05,0.0005,0.00041
15,LogReg,MF_F02P5,1,-0.00142,,0.00057
15,LogReg,MF_other,20,0.00104,0.00105,0.00097
15,LogReg,NC,20,0.00586,0.00186,0.00261
15,LogReg,PK,20,0.0019,0.00122,0.00087
15,LogReg,PKH,20,0.00054,0.00096,0.00156
15,LogReg,PTS,20,0.00017,0.00044,0.00076
15,LogReg,SK,20,0.00692,0.00284,0.00156
15,LogReg,STO,20,0.04318,0.00839,0.00836
15,LogReg,TCT,20,0.06984,0.00789,0.01041
15,LogReg,TKH,20,0.00068,0.00108,0.00171
15,LogReg,TS,20,0.04558,0.00531,0.00965
15,LogReg,TTS,20,0.00016,0.00044,0.00076
15,LogReg,conf_gap_change,20,-0.00033,0.00104,0.00086
15,LogReg,cross_domain_attack,20,0.0002,0.00151,0.00115
15,LogReg,delta_H,20,0.00441,0.00228,0.00236
15,LogReg,semantic_coherence,20,0.00031,0.0005,0.00061
15,LogReg,var_conf_pro,20,0.00129,0.0009,0.00113
15,RF,CKH,20,0.03107,0.00642,0.00632
15,RF,COL,20,0.0006,0.00067,0.00074
15,RF,CTO,20,0.00175,0.00288,0.00285
15,RF,CTS,20,0.02528,0.00572,0.00622
15,RF,H_final,20,0.00289,0.00384,0.00333
15,RF,INV,20,0.00283,0.0017,0.00181
15,RF,MF_B60K6,19,0.00091,0.0009,0.0005
15,RF,MF_F01L1,12,-4e-05,0.00036,0.00025
15,RF,MF_F01N3,20,-0.00018,0.00025,0.00028
15,RF,MF_F02B33,20,0.00159,0.00103,0.00102
15,RF,MF_F02B37,20,0.00018,0.00053,0.00049
15,RF,MF_F02D23,20,0.00196,0.00121,0.00092
15,RF,MF_F02D41,20,0.00012,0.00055,0.00057
15,RF,MF_F02M21,9,-0.00025,0.00068,0.00044
15,RF,MF_F02M25,20,0.00055,0.0008,0.0005
15,RF,MF_F02M37,20,0.00034,0.00077,0.00051
15,RF,MF_F02N11,19,0.00012,0.00046,0.00047
15,RF,MF_F02P5,1,0.0004,,0.00024
15,RF,MF_other,20,0.00025,0.00085,0.00065
15,RF,NC,20,0.00417,0.0037,0.00278
15,RF,PK,20,0.01578,0.00465,0.00544
15,RF,PKH,20,0.02431,0.00629,0.00726
15,RF,PTS,20,0.01384,0.00366,0.00541
15,RF,SK,20,0.009,0.00303,0.00241
15,RF,STO,20,0.00982,0.0047,0.00429
15,RF,TCT,20,0.04806,0.0081,0.00757
15,RF,TKH,20,0.02293,0.00518,0.00702
15,RF,TS,20,0.03076,0.00473,0.00691
15,RF,TTS,20,0.01516,0.00379,0.00559
15,RF,conf_gap_change,20,0.00148,0.00333,0.00284
15,RF,cross_domain_attack,20,0.00253,0.00387,0.00285
15,RF,delta_H,20,-0.00012,0.00245,0.00284
15,RF,semantic_coherence,20,0.00054,0.00245,0.00226
15,RF,var_conf_pro,20,0.00075,0.00201,0.00217
15,SVM,CKH,20,0.04804,0.0106,0.0106
15,SVM,COL,20,0.00596,0.00475,0.00537
15,SVM,CTO,20,0.00781,0.00869,0.00783
15,SVM,CTS,20,0.01433,0.01139,0.00773
15,SVM,H_final,20,0.03412,0.01063,0.00897
15,SVM,INV,20,0.00342,0.00456,0.00435
15,SVM,MF_B60K6,19,-0.00245,0.00435,0.00344
15,SVM,MF_F01L1,12,0.00107,0.0023,0.00327
15,SVM,MF_F01N3,20,0.00066,0.00274,0.00302
15,SVM,MF_F02B33,20,0.01719,0.00925,0.00667
15,SVM,MF_F02B37,20,0.01078,0.00633,0.00539
15,SVM,MF_F02D23,20,0.01306,0.00721,0.00532
15,SVM,MF_F02D41,20,0.0191,0.01356,0.00677
15,SVM,MF_F02M21,9,-0.00025,0.00257,0.00344
15,SVM,MF_F02M25,20,0.00529,0.00594,0.00346
15,SVM,MF_F02M37,20,0.00104,0.00366,0.00303
15,SVM,MF_F02N11,19,0.00113,0.00308,0.00281
15,SVM,MF_F02P5,1,0.00637,,0.00204
15,SVM,MF_other,20,0.03024,0.01898,0.00947
15,SVM,NC,20,0.01068,0.00432,0.00485
15,SVM,PK,20,0.00432,0.00249,0.00303
15,SVM,PKH,20,0.01592,0.00513,0.00477
15,SVM,PTS,20,-0.00168,0.00271,0.00325
15,SVM,SK,20,0.0119,0.00446,0.00466
15,SVM,STO,20,0.03368,0.01106,0.00945
15,SVM,TCT,20,0.04603,0.00795,0.00868
15,SVM,TKH,20,0.01734,0.00535,0.00494
15,SVM,TS,20,0.0348,0.00774,0.00987
15,SVM,TTS,20,-0.00168,0.00285,0.00338
15,SVM,conf_gap_change,20,0.00344,0.00786,0.00733
15,SVM,cross_domain_attack,20,0.00286,0.00883,0.00778
15,SVM,delta_H,20,0.00471,0.00654,0.00587
15,SVM,semantic_coherence,20,-0.00212,0.00625,0.00591
15,SVM,var_conf_pro,20,0.0011,0.00718,0.0055
15,XGB,CKH,20,0.03865,0.00922,0.00786
15,XGB,COL,20,0.00042,0.00051,0.00049
15,XGB,CTO,20,0.00264,0.00296,0.00442
15,XGB,CTS,20,0.01759,0.00641,0.0062
15,XGB,H_final,20,0.00691,0.00545,0.00481
15,XGB,INV,20,0.00286,0.00231,0.00284
15,XGB,MF_B60K6,19,0.0,0.00025,0.00025
15,XGB,MF_F01L1,12,-4e-05,0.0003,0.00024
15,XGB,MF_F01N3,20,-8e-05,0.00014,0.00015
15,XGB,MF_F02B33,20,0.00167,0.0012,0.00099
15,XGB,MF_F02B37,20,0.00207,0.00137,0.00123
15,XGB,MF_F02D23,20,0.00138,0.00077,0.00097
15,XGB,MF_F02D41,20,0.00192,0.00141,0.00127
15,XGB,MF_F02M21,9,-0.00024,0.0006,0.00033
15,XGB,MF_F02M25,20,7e-05,0.00054,0.00048
15,XGB,MF_F02M37,20,0.00057,0.00077,0.00071
15,XGB,MF_F02N11,19,0.00017,0.00046,0.00046
15,XGB,MF_F02P5,1,-0.00024,,0.00028
15,XGB,MF_other,20,2e-05,0.00109,0.00117
15,XGB,NC,20,0.00834,0.00395,0.00449
15,XGB,PK,20,0.01775,0.00507,0.00537
15,XGB,PKH,20,0.01093,0.0029,0.0044
15,XGB,PTS,20,0.00837,0.00531,0.00388
15,XGB,SK,20,0.01296,0.00417,0.0029
15,XGB,STO,20,0.01007,0.00542,0.00453
15,XGB,TCT,20,0.04343,0.0063,0.00796
15,XGB,TKH,20,0.00966,0.00497,0.00403
15,XGB,TS,20,0.02621,0.00354,0.00681
15,XGB,TTS,20,0.00626,0.0039,0.00309
15,XGB,conf_gap_change,20,0.00216,0.00428,0.00414
15,XGB,cross_domain_attack,20,0.00074,0.00401,0.00321
15,XGB,delta_H,20,0.00136,0.00347,0.00437
15,XGB,semantic_coherence,20,0.00432,0.00542,0.00525
15,XGB,var_conf_pro,20,-0.00071,0.00292,0.00394
20,FFN,CKH,20,0.06829,0.02433,0.0121
20,FFN,COL,20,0.00094,0.00321,0.00322
20,FFN,CTO,20,0.00467,0.00806,0.00528
20,FFN,CTS,20,0.0429,0.02278,0.00946
20,FFN,H_final,20,0.03437,0.01766,0.00826
20,FFN,INV,20,0.00313,0.00292,0.00344
20,FFN,MF_B60K6,20,0.00292,0.00335,0.00304
20,FFN,MF_F01L1,11,0.00047,0.00263,0.00234
20,FFN,MF_F01N3,20,0.0031,0.00244,0.00292
20,FFN,MF_F02B33,20,0.01432,0.00627,0.00524
20,FFN,MF_F02B37,20,0.0079,0.00585,0.00432
20,FFN,MF_F02D23,20,0.01159,0.00827,0.00394
20,FFN,MF_F02D41,20,0.01381,0.01075,0.00538
20,FFN,MF_F02M21,6,0.00128,0.00177,0.00161
20,FFN,MF_F02M25,20,0.00367,0.00734,0.00331
20,FFN,MF_F02M37,20,0.00326,0.00518,0.00257
20,FFN,MF_F02N11,20,0.00393,0.00344,0.00204
20,FFN,MF_F02P5,3,0.00123,0.00155,0.002
20,FFN,MF_other,20,0.02362,0.02233,0.00828
20,FFN,NC,20,0.00781,0.00312,0.00433
20,FFN,PK,20,0.00797,0.00503,0.00283
20,FFN,PKH,20,0.01918,0.01117,0.00633
20,FFN,PTS,20,0.00963,0.01226,0.00426
20,FFN,SK,20,0.00767,0.00393,0.00283
20,FFN,STO,20,0.02901,0.00789,0.00766
20,FFN,TCT,20,0.05288,0.00788,0.00871
20,FFN,TKH,20,0.02098,0.01215,0.00645
20,FFN,TS,20,0.03233,0.0061,0.0078
20,FFN,TTS,20,0.01022,0.01253,0.00441
20,FFN,conf_gap_change,20,0.00258,0.00672,0.00509
20,FFN,cross_domain_attack,20,0.00585,0.00744,0.00586
20,FFN,delta_H,20,0.01221,0.00867,0.00612
20,FFN,semantic_coherence,20,0.00034,0.0031,0.00367
20,FFN,var_conf_pro,20,0.0003,0.00557,0.00378
20,GBT,CKH,20,0.02803,0.00768,0.00556
20,GBT,COL,20,1e-05,0.00027,0.0004
20,GBT,CTO,20,0.00186,0.002,0.00218
20,GBT,CTS,20,0.01599,0.00778,0.00429
20,GBT,H_final,20,0.00787,0.00489,0.00381
20,GBT,INV,20,0.00163,0.00123,0.00154
20,GBT,MF_B60K6,20,0.00036,0.00043,0.00039
20,GBT,MF_F01L1,11,-1e-05,0.00035,0.00053
20,GBT,MF_F01N3,20,-4e-05,0.00062,0.00047
20,GBT,MF_F02B33,20,0.00126,0.00082,0.00105
20,GBT,MF_F02B37,20,0.00212,0.00118,0.0016
20,GBT,MF_F02D23,20,0.00089,0.00069,0.00105
20,GBT,MF_F02D41,20,0.0001,0.00027,0.00028
20,GBT,MF_F02M21,6,0.00041,0.00041,0.00049
20,GBT,MF_F02M25,20,-0.00016,0.00077,0.00061
20,GBT,MF_F02M37,20,0.00013,0.00054,0.00056
20,GBT,MF_F02N11,20,0.00044,0.00076,0.00064
20,GBT,MF_F02P5,3,0.00034,0.00052,0.00026
20,GBT,MF_other,20,-5e-05,0.00032,0.00028
20,GBT,NC,20,0.0069,0.00394,0.00361
20,GBT,PK,20,0.0177,0.00359,0.00467
20,GBT,PKH,20,0.03326,0.01496,0.00707
20,GBT,PTS,20,0.01598,0.00948,0.00402
20,GBT,SK,20,0.00855,0.0031,0.00216
20,GBT,STO,20,0.01045,0.00457,0.00355
20,GBT,TCT,20,0.04656,0.00431,0.00775
20,GBT,TKH,20,0.02152,0.01008,0.00507
20,GBT,TS,20,0.02852,0.0055,0.00618
20,GBT,TTS,20,0.01018,0.00809,0.00352
20,GBT,conf_gap_change,20,0.00413,0.00242,0.00266
20,GBT,cross_domain_attack,20,0.00851,0.0055,0.0034
20,GBT,delta_H,20,0.00188,0.00408,0.00333
20,GBT,semantic_coherence,20,0.00291,0.00276,0.00314
20,GBT,var_conf_pro,20,0.00026,0.00204,0.00164
20,LogReg,CKH,20,0.03379,0.00896,0.00729
20,LogReg,COL,20,-0.00028,0.00054,0.00035
20,LogReg,CTO,20,0.00351,0.0025,0.0021
20,LogReg,CTS,20,0.00739,0.00235,0.00311
20,LogReg,H_final,20,0.02956,0.00627,0.00612
20,LogReg,INV,20,0.00356,0.00163,0.00202
20,LogReg,MF_B60K6,20,-0.00012,0.00012,0.0002
20,LogReg,MF_F01L1,11,-0.00025,0.00035,0.00027
20,LogReg,MF_F01N3,20,0.00116,0.00146,0.00182
20,LogReg,MF_F02B33,20,0.00135,0.00137,0.00125
20,LogReg,MF_F02B37,20,0.00477,0.00242,0.00305
20,LogReg,MF_F02D23,20,0.00036,0.00064,0.00077
20,LogReg,MF_F02D41,20,0.00062,0.00098,0.00094
20,LogReg,MF_F02M21,6,-7e-05,0.00017,0.00021
20,LogReg,MF_F02M25,20,-0.00034,0.00086,0.00069
20,LogReg,MF_F02M37,20,0.00061,0.00117,0.00125
20,LogReg,MF_F02N11,20,0.0006,0.00077,0.0008
20,LogReg,MF_F02P5,3,-0.00036,0.0005,0.00014
20,LogReg,MF_other,20,0.00101,0.00087,0.00104
20,LogReg,NC,20,0.00698,0.00215,0.00298
20,LogReg,PK,20,0.00193,0.00117,0.00103
20,LogReg,PKH,20,0.00023,0.0009,0.00084
20,LogReg,PTS,20,-7e-05,0.0007,0.00049
20,LogReg,SK,20,0.0039,0.0023,0.00149
20,LogReg,STO,20,0.03943,0.00747,0.00773
20,LogReg,TCT,20,0.06952,0.00744,0.01013
20,LogReg,TKH,20,0.00038,0.001,0.00099
20,LogReg,TS,20,0.04046,0.00645,0.00814
20,LogReg,TTS,20,-8e-05,0.00069,0.00047
20,LogReg,conf_gap_change,20,-0.00019,0.00098,0.00064
20,LogReg,cross_domain_attack,20,0.00014,0.00066,0.0005
20,LogReg,delta_H,20,0.00498,0.00347,0.00244
20,LogReg,semantic_coherence,20,0.00022,0.0007,0.00087
20,LogReg,var_conf_pro,20,0.00152,0.00103,0.00133
20,RF,CKH,20,0.02597,0.00606,0.0058
20,RF,COL,20,3e-05,0.00038,0.00045
20,RF,CTO,20,0.00206,0.00209,0.00206
20,RF,CTS,20,0.02167,0.0053,0.00518
20,RF,H_final,20,0.00178,0.00225,0.00247
20,RF,INV,20,0.00203,0.00169,0.00174
20,RF,MF_B60K6,20,0.00076,0.00055,0.00048
20,RF,MF_F01L1,11,-0.00015,0.00021,0.00021
20,RF,MF_F01N3,20,-0.00012,0.0002,0.0002
20,RF,MF_F02B33,20,0.00149,0.00106,0.00077
20,RF,MF_F02B37,20,0.00015,0.00064,0.00053
20,RF,MF_F02D23,20,0.00181,0.00083,0.00094
20,RF,MF_F02D41,20,0.00028,0.00035,0.00045
20,RF,MF_F02M21,6,0.00032,0.0007,0.00033
20,RF,MF_F02M25,20,-2e-05,0.0006,0.00048
20,RF,MF_F02M37,20,0.0001,0.00045,0.0004
20,RF,MF_F02N11,20,0.00081,0.0008,0.00051
20,RF,MF_F02P5,3,0.00018,0.00027,0.00025
20,RF,MF_other,20,0.00025,0.00064,0.00063
20,RF,NC,20,0.00444,0.00266,0.00273
20,RF,PK,20,0.01798,0.00346,0.00486
20,RF,PKH,20,0.01608,0.00446,0.00513
20,RF,PTS,20,0.00844,0.0026,0.00411
20,RF,SK,20,0.00733,0.00291,0.00234
20,RF,STO,20,0.00943,0.00333,0.00388
20,RF,TCT,20,0.04449,0.00713,0.00744
20,RF,TKH,20,0.01567,0.00519,0.00524
20,RF,TS,20,0.0306,0.005,0.00641
20,RF,TTS,20,0.00888,0.00429,0.00415
20,RF,conf_gap_change,20,0.00255,0.00233,0.00224
20,RF,cross_domain_attack,20,0.0029,0.00231,0.00249
20,RF,delta_H,20,-0.00074,0.00207,0.00198
20,RF,semantic_coherence,20,0.00039,0.00199,0.00197
20,RF,var_conf_pro,20,0.00063,0.00185,0.00168
20,SVM,CKH,20,0.06174,0.01158,0.01079
20,SVM,COL,20,0.00441,0.00426,0.00446
20,SVM,CTO,20,0.01145,0.0063,0.0068
20,SVM,CTS,20,0.0153,0.00588,0.00636
20,SVM,H_final,20,0.02633,0.00887,0.00755
20,SVM,INV,20,0.00413,0.00388,0.00411
20,SVM,MF_B60K6,20,0.00094,0.00221,0.00245
20,SVM,MF_F01L1,11,0.00094,0.00157,0.00221
20,SVM,MF_F01N3,20,0.00165,0.00166,0.00242
20,SVM,MF_F02B33,20,0.01108,0.00648,0.00503
20,SVM,MF_F02B37,20,0.01067,0.00562,0.00458
20,SVM,MF_F02D23,20,0.01067,0.00462,0.00449
20,SVM,MF_F02D41,20,0.01776,0.01115,0.00558
20,SVM,MF_F02M21,6,-0.00065,0.00294,0.00302
20,SVM,MF_F02M25,20,0.00149,0.00345,0.00317
20,SVM,MF_F02M37,20,0.00172,0.00362,0.00244
20,SVM,MF_F02N11,20,0.00349,0.00297,0.00224
20,SVM,MF_F02P5,3,0.00166,0.00453,0.00189
20,SVM,MF_other,20,0.02543,0.01323,0.0069
20,SVM,NC,20,0.00972,0.00497,0.00512
20,SVM,PK,20,0.00622,0.00238,0.00288
20,SVM,PKH,20,0.01147,0.00495,0.00404
20,SVM,PTS,20,0.00244,0.0046,0.00223
20,SVM,SK,20,0.00565,0.00429,0.00383
20,SVM,STO,20,0.03556,0.00884,0.00791
20,SVM,TCT,20,0.04891,0.00852,0.00896
20,SVM,TKH,20,0.01253,0.00531,0.00409
20,SVM,TS,20,0.03347,0.00739,0.00748
20,SVM,TTS,20,0.00263,0.00476,0.0023
20,SVM,conf_gap_change,20,0.00133,0.00564,0.00553
20,SVM,cross_domain_attack,20,0.00836,0.00736,0.00581
20,SVM,delta_H,20,0.00508,0.00367,0.00353
20,SVM,semantic_coherence,20,0.00424,0.00374,0.00367
20,SVM,var_conf_pro,20,7e-05,0.00526,0.00453
20,XGB,CKH,20,0.03771,0.00849,0.00716
20,XGB,COL,20,0.00018,0.00023,0.00035
20,XGB,CTO,20,0.00119,0.00418,0.00361
20,XGB,CTS,20,0.01868,0.00644,0.00519
20,XGB,H_final,20,0.00349,0.00458,0.00369
20,XGB,INV,20,0.00202,0.00269,0.00244
20,XGB,MF_B60K6,20,0.00046,0.00049,0.00037
20,XGB,MF_F01L1,11,4e-05,0.00047,0.00045
20,XGB,MF_F01N3,20,0.0002,0.00053,0.00051
20,XGB,MF_F02B33,20,0.00133,0.00112,0.00087
20,XGB,MF_F02B37,20,0.00249,0.00143,0.00169
20,XGB,MF_F02D23,20,0.00086,0.00104,0.00098
20,XGB,MF_F02D41,20,0.00078,0.00122,0.00102
20,XGB,MF_F02M21,6,0.00027,0.00036,0.00029
20,XGB,MF_F02M25,20,-0.00035,0.00075,0.00057
20,XGB,MF_F02M37,20,0.00038,0.00073,0.00048
20,XGB,MF_F02N11,20,0.00054,0.00052,0.00046
20,XGB,MF_F02P5,3,-0.00012,0.0004,0.0002
20,XGB,MF_other,20,0.00083,0.00131,0.00111
20,XGB,NC,20,0.00898,0.00464,0.00464
20,XGB,PK,20,0.01934,0.00525,0.00494
20,XGB,PKH,20,0.01086,0.00443,0.0037
20,XGB,PTS,20,0.00952,0.00631,0.00357
20,XGB,SK,20,0.01233,0.00399,0.0028
20,XGB,STO,20,0.00989,0.00496,0.00399
20,XGB,TCT,20,0.03942,0.00598,0.0072
20,XGB,TKH,20,0.01227,0.00448,0.00362
20,XGB,TS,20,0.02353,0.00467,0.00538
20,XGB,TTS,20,0.0075,0.00488,0.00341
20,XGB,conf_gap_change,20,0.00389,0.004,0.00394
20,XGB,cross_domain_attack,20,0.00782,0.00469,0.00365
20,XGB,delta_H,20,-0.00041,0.00455,0.00403
20,XGB,semantic_coherence,20,0.00461,0.00364,0.00482
20,XGB,var_conf_pro,20,-0.00071,0.00293,0.0034
