T_pct,seed,feature,mean_abs_shap
5,8,delta_H,0.3867693245410919
5,8,conf_gap_change,0.4790027141571045
5,8,cross_domain_attack,0.3921581208705902
5,8,semantic_coherence,0.4825408458709717
5,9,CTO,0.32532307505607605
5,9,STO,0.3627799153327942
5,9,PK,0.6541990041732788
5,9,SK,0.31613844633102417
5,9,TCT,0.8805431723594666
5,9,TS,0.40764734148979187
5,9,NC,0.3094146251678467
5,9,COL,0.01161616388708353
5,9,INV,0.15958668291568756
5,9,TKH,0.24961735308170319
5,9,CKH,0.5801994800567627
5,9,PKH,0.2928106188774109
5,9,TTS,0.3128626048564911
5,9,CTS,0.5303555130958557
5,9,PTS,0.29845404624938965
5,9,MF_F02D41,0.08957690745592117
5,9,MF_F02B33,0.04564961418509483
5,9,MF_F02D23,0.025387292727828026
5,9,MF_F02B37,0.0751504972577095
5,9,MF_F02M25,0.03270780295133591
5,9,MF_F01N3,0.0
5,9,MF_F02M37,0.00814507994800806
5,9,MF_F02N11,0.021670209243893623
5,9,MF_B60K6,0.0
5,9,MF_F01L1,0.002540021203458309
5,9,MF_other,0.07950664311647415
5,9,var_conf_pro,0.37748491764068604
5,9,H_final,0.4486408829689026
5,9,delta_H,0.4868333339691162
5,9,conf_gap_change,0.3524758219718933
5,9,cross_domain_attack,0.43253636360168457
5,9,semantic_coherence,0.5587113499641418
5,10,CTO,0.4546715021133423
5,10,STO,0.45396852493286133
5,10,PK,0.5522425770759583
5,10,SK,0.276993066072464
5,10,TCT,0.7520233988761902
5,10,TS,0.516818642616272
5,10,NC,0.301000714302063
5,10,COL,0.017734941095113754
5,10,INV,0.26802998781204224
5,10,TKH,0.2823790907859802
5,10,CKH,0.4975392818450928
5,10,PKH,0.21018914878368378
5,10,TTS,0.32102498412132263
5,10,CTS,0.4213482439517975
5,10,PTS,0.27276700735092163
5,10,MF_F02D41,0.14095032215118408
5,10,MF_F02B33,0.024866625666618347
5,10,MF_F02D23,0.06648913770914078
5,10,MF_F02B37,0.0657481774687767
5,10,MF_F02M25,0.046683959662914276
5,10,MF_F01N3,0.0019809247460216284
5,10,MF_B60K6,0.0
5,10,MF_F02M37,0.04477237910032272
5,10,MF_F02M21,0.01281901728361845
5,10,MF_F02N11,0.026514556258916855
5,10,MF_other,0.10600132495164871
5,10,var_conf_pro,0.326497882604599
5,10,H_final,0.30250656604766846
5,10,delta_H,0.43393102288246155
5,10,conf_gap_change,0.36833420395851135
5,10,cross_domain_attack,0.45503705739974976
5,10,semantic_coherence,0.4845258295536041
5,11,CTO,0.30886733531951904
5,11,STO,0.39361417293548584
5,11,PK,0.5479092001914978
5,11,SK,0.31004786491394043
5,11,TCT,0.8550717830657959
5,11,TS,0.4251365065574646
5,11,NC,0.3086181581020355
5,11,COL,0.013318909332156181
5,11,INV,0.2041943371295929
5,11,TKH,0.25610634684562683
5,11,CKH,0.4835556745529175
5,11,PKH,0.39960968494415283
5,11,TTS,0.35076093673706055
5,11,CTS,0.4973664879798889
5,11,PTS,0.3132920563220978
5,11,MF_F02D41,0.1675127148628235
5,11,MF_F02B33,0.021862048655748367
5,11,MF_F02D23,0.06389982998371124
5,11,MF_F02B37,0.08665809780359268
5,11,MF_F02M25,0.04567301645874977
5,11,MF_F01N3,0.0
5,11,MF_B60K6,0.0
5,11,MF_F02M37,0.02320963703095913
5,11,MF_F02M21,0.025500508025288582
5,11,MF_F02N11,0.009124542586505413
5,11,MF_other,0.0780688151717186
5,11,var_conf_pro,0.2821716070175171
5,11,H_final,0.34004268050193787
5,11,delta_H,0.381681889295578
5,11,conf_gap_change,0.3734547197818756
5,11,cross_domain_attack,0.35339733958244324
5,11,semantic_coherence,0.5435997843742371
5,12,CTO,0.4022693336009979
5,12,STO,0.44626396894454956
5,12,PK,0.6582578420639038
5,12,SK,0.3407399356365204
5,12,TCT,0.7986006736755371
5,12,TS,0.5061405301094055
5,12,NC,0.26815783977508545
5,12,COL,0.0054601579904556274
5,12,INV,0.26391133666038513
5,12,TKH,0.20564065873622894
5,12,CKH,0.5349803566932678
5,12,PKH,0.3320513665676117
5,12,TTS,0.31214669346809387
5,12,CTS,0.4314218759536743
5,12,PTS,0.2781161665916443
5,12,MF_F02D41,0.1339866816997528
