AUROC,AUPRC,Precision,Recall,F1,Accuracy,DOR,TP,FP,FN,TN,field,T_pct,Y_rate_pct,seed,config,model,n_train,n_test,Y_pos_train,Y_pos_test
0.6142323782106068,0.11714623202125571,0.14285714285714285,0.09302325581395349,0.11267605633802817,0.8875,2.294755877034358,4,24,39,493,01,5,7.65,9,BIBLIO,SVM,2236,560,171,43
0.6718546174261166,0.19191546285572098,0.25,0.16279069767441862,0.19718309859154928,0.8982142857142857,4.745141764893278,7,21,36,496,01,5,7.65,9,BIBLIO,FFN,2236,560,171,43
0.787683864873375,0.27041645327714964,0.2857142857142857,0.18604651162790697,0.22535211267605634,0.9017857142857143,5.810717966334593,8,20,35,497,01,5,7.65,9,+6focal,RF,2236,560,171,43
0.7560163735324547,0.21015675565113895,0.21428571428571427,0.13953488372093023,0.16901408450704225,0.8946428571428572,3.8171851851851852,6,22,37,495,01,5,7.65,9,+6focal,GBT,2236,560,171,43
0.7642931042238316,0.2668620606622527,0.2857142857142857,0.18604651162790697,0.22535211267605634,0.9017857142857143,5.810717966334593,8,20,35,497,01,5,7.65,9,+6focal,XGB,2236,560,171,43
0.7534074040753902,0.19763825743220526,0.2857142857142857,0.18604651162790697,0.22535211267605634,0.9017857142857143,5.810717966334593,8,20,35,497,01,5,7.65,9,+6focal,LogReg,2236,560,171,43
0.6794566146372183,0.1488872570122734,0.14285714285714285,0.09302325581395349,0.11267605633802817,0.8875,2.294755877034358,4,24,39,493,01,5,7.65,9,+6focal,SVM,2236,560,171,43
0.6655571049435474,0.13198987222052136,0.14285714285714285,0.09302325581395349,0.11267605633802817,0.8875,2.294755877034358,4,24,39,493,01,5,7.65,9,+6focal,FFN,2236,560,171,43
0.7248211956277271,0.23375955252090846,0.35714285714285715,0.23255813953488372,0.28169014084507044,0.9089285714285714,8.462686567164178,10,18,33,499,01,5,7.65,10,BIBLIO,RF,2236,560,171,43
0.7541271197876838,0.2549677738168179,0.25,0.16279069767441862,0.19718309859154928,0.8982142857142857,4.745141764893278,7,21,36,496,01,5,7.65,10,BIBLIO,GBT,2236,560,171,43
0.6677612343124466,0.16282514791708047,0.17857142857142858,0.11627906976744186,0.14084507042253522,0.8910714285714286,3.0060790273556233,5,23,38,494,01,5,7.65,10,BIBLIO,XGB,2236,560,171,43
0.7307363591381404,0.1726698801408356,0.21428571428571427,0.13953488372093023,0.16901408450704225,0.8946428571428572,3.8171851851851852,6,22,37,495,01,5,7.65,10,BIBLIO,LogReg,2236,560,171,43
0.6884080788088704,0.17473964057057045,0.17857142857142858,0.11627906976744186,0.14084507042253522,0.8910714285714286,3.0060790273556233,5,23,38,494,01,5,7.65,10,BIBLIO,SVM,2236,560,171,43
