T_pct,seed,model,feature,importance_mean,importance_std
5,42,GBT,MF_F02D23,-2.3464645097182047e-05,0.0005734617280033576
5,42,GBT,MF_F02B37,0.006972609539280772,0.003174246564052196
5,42,GBT,MF_F02M25,0.000295113036415362,0.0010775781498721263
5,42,GBT,MF_F01N3,-0.000491855060692159,0.0006831440157870449
5,42,GBT,MF_F02M37,0.0019376381932223797,0.00108342010968223
5,42,GBT,MF_B60K6,2.256215874736345e-05,0.00019462134352173736
5,42,GBT,MF_F02N11,0.0004503406885971062,0.001292317911964857
5,42,GBT,MF_F01L1,1.3537295248455817e-05,0.0002413623775157144
5,42,GBT,MF_other,-2.5269617797052392e-05,2.009932534748923e-05
5,42,GBT,var_conf_pro,-0.0016262804025088506,0.004370730863826931
5,42,GBT,H_final,0.017932403772393024,0.011049252832615163
5,42,GBT,delta_H,0.006174811605974562,0.007250336061007185
5,42,GBT,conf_gap_change,0.011069897567799348,0.006372833344985798
5,42,GBT,cross_domain_attack,0.006048463516989355,0.005056307817182597
5,42,GBT,semantic_coherence,0.012539145345426727,0.0038754201426658918
5,42,XGB,CTO,-0.00022110915572401968,0.005039450564778505
5,42,XGB,STO,-2.707459049681171e-05,0.007247386837395272
5,42,XGB,PK,0.03793059879969315,0.008514526539886979
5,42,XGB,SK,0.031412842380759,0.007268471826002633
5,42,XGB,TCT,0.03596949596137359,0.010923374460361948
5,42,XGB,TS,0.019263571138486545,0.003987736299946264
5,42,XGB,NC,-0.0018925138757276195,0.002977417362799541
5,42,XGB,COL,-0.00029782049546499544,0.0003860068212513995
5,42,XGB,INV,-0.0057533504805739825,0.0032568561726898037
5,42,XGB,TKH,0.004179414286358896,0.006485677135557577
5,42,XGB,CKH,0.03569694508370563,0.004301888794377246
5,42,XGB,PKH,-0.0022959252741302284,0.006285645025783058
5,42,XGB,TTS,0.0004918550606922035,0.0039204307243763375
5,42,XGB,CTS,0.01095798926041246,0.009680467404660787
5,42,XGB,PTS,-0.005526826406750595,0.0026158102527124314
5,42,XGB,MF_F02D41,-0.0008727043003474488,0.003989381779620049
5,42,XGB,MF_F02B33,-0.0007147691891160268,0.0017404458032200705
5,42,XGB,MF_F02D23,0.0018347547493344774,0.0016042392345410965
5,42,XGB,MF_F02B37,0.007277649925544883,0.0037053460661661277
5,42,XGB,MF_F02M25,0.0005748838048824978,0.0013215127682897514
5,42,XGB,MF_F01N3,0.0,0.0
5,42,XGB,MF_F02M37,0.0002951130364153398,0.00046418076226036807
5,42,XGB,MF_B60K6,0.0,0.0
5,42,XGB,MF_F02N11,0.0013582419565904113,0.0007106442506306184
5,42,XGB,MF_F01L1,-0.00026442850051890956,0.00033938886843055916
5,42,XGB,MF_other,0.00025450115067008337,0.0006651489709631475
5,42,XGB,var_conf_pro,-0.010791029285681986,0.0053196346518599716
5,42,XGB,H_final,0.0008257750101529959,0.010215751034031433
5,42,XGB,delta_H,0.007802896981183171,0.009023702104775658
5,42,XGB,conf_gap_change,0.0048562790487794,0.004834312753786335
5,42,XGB,cross_domain_attack,0.018204052163711015,0.004349949473732401
5,42,XGB,semantic_coherence,0.008005053923559425,0.006976054863623717
5,42,LogReg,CTO,0.0009629529353367139,0.0011904889656971743
5,42,LogReg,STO,0.036389152114074196,0.01435337196159857
5,42,LogReg,PK,0.0009476106673885654,0.0019648518620167922
5,42,LogReg,SK,0.028357926086367856,0.00864418913897963
5,42,LogReg,TCT,0.06187265917602987,0.015428836427821245
5,42,LogReg,TS,0.02389242362709254,0.00959156463618348
5,42,LogReg,NC,-0.0037164387888633742,0.003218405515185271
5,42,LogReg,COL,-0.001493614909074581,0.0026654449637163995
5,42,LogReg,INV,0.00492847795677086,0.0012076228491528626
5,42,LogReg,TKH,0.001266188348901165,0.0018979056199989615
5,42,LogReg,CKH,0.0055159965705518284,0.003641665611609781
5,42,LogReg,PKH,0.0010143946572807483,0.001733606511399998
5,42,LogReg,TTS,0.0005938360182301539,0.0012440557466252273
5,42,LogReg,CTS,2.8879563196582136e-05,0.00014981273408237337
5,42,LogReg,PTS,0.0005983484499796687,0.0012844321306847678
5,42,LogReg,MF_F02D41,0.004391498578583952,0.005982094808904735
5,42,LogReg,MF_F02B33,9.83710121383652e-05,4.2799172244498735e-05
5,42,LogReg,MF_F02D23,0.0005974459636297503,0.0007474178148379799
5,42,LogReg,MF_F02B37,0.013707865168539246,0.007057862692126121
5,42,LogReg,MF_F02M25,0.0010351518433282859,0.0010449844979616967
5,42,LogReg,MF_F01N3,-0.0022878028969812057,0.0010653410811144709
5,42,LogReg,MF_F02M37,0.000612788231577921,0.001617569011840017
5,42,LogReg,MF_B60K6,0.0013474121203916223,0.0016650080709647685
5,42,LogReg,MF_F02N11,-0.0024953747574568697,0.0017830867063559485
5,42,LogReg,MF_F01L1,-0.0014539055096792542,0.0016290138609578867
5,42,LogReg,MF_other,0.0007183791345155233,0.003978290860675584
5,42,LogReg,var_conf_pro,0.00034474978565940395,0.002317386728432206
5,42,LogReg,H_final,0.03136410811786464,0.013064514126430277
5,42,LogReg,delta_H,0.006983439375479383,0.004544385397606767
5,42,LogReg,conf_gap_change,0.00025269617797019084,0.0004890776622759011
5,42,LogReg,cross_domain_attack,0.000432290961599191,0.0010583163864881727
5,42,LogReg,semantic_coherence,-4.1514372095174946e-05,0.00012693976605760885
5,42,SVM,CTO,0.0013817066016876267,0.008632878415730875
5,42,SVM,STO,0.028742385271422775,0.015377966892178506
5,42,SVM,PK,0.0003068453589639364,0.0036094377153049703
5,42,SVM,SK,0.05033076124723612,0.016078030999487326
5,42,SVM,TCT,0.021323947475294414,0.013173483413567074
5,42,SVM,TS,0.022230946256937834,0.012431787993284838
5,42,SVM,NC,0.001099228374170791,0.002725418526550529
5,42,SVM,COL,0.009737827715355774,0.008002413181250062
5,42,SVM,INV,-0.002007129642164196,0.0033473222367416916
5,42,SVM,TKH,0.005964532286449153,0.004575170461543365
5,42,SVM,CKH,0.030199900726501493,0.01097577618576
5,42,SVM,PKH,0.004406840846532145,0.00470779658021029
5,42,SVM,TTS,-0.004833716890032069,0.007821341809349465
5,42,SVM,CTS,0.008200893461486346,0.01295058041312295
5,42,SVM,PTS,-0.005114390144849046,0.0076025806330651475
5,42,SVM,MF_F02D41,0.015084156852127573,0.00932762251048519
5,42,SVM,MF_F02B33,0.031565362573891066,0.018737279020326042
5,42,SVM,MF_F02D23,0.0012824331031992876,0.0059225173522434804
5,42,SVM,MF_F02B37,0.020784260638057783,0.012385158566250349
5,42,SVM,MF_F02M25,2.797707684667472e-05,0.0060394673112749405
5,42,SVM,MF_F01N3,-0.004600875411759386,0.004748923649362222
5,42,SVM,MF_F02M37,0.006552953386580018,0.004671568626069064
5,42,SVM,MF_B60K6,0.00215784486259647,0.00648063433028771
5,42,SVM,MF_F02N11,-0.0012661883489012093,0.005672794093298388
5,42,SVM,MF_F01L1,0.0010207120617300558,0.004559111384239647
5,42,SVM,MF_other,0.05704886963584673,0.020457109430779805
5,42,SVM,var_conf_pro,-0.008985154099544257,0.00795130444894753
5,42,SVM,H_final,0.013641983664997059,0.016673250639403697
5,42,SVM,delta_H,0.0017436036279951494,0.006177577802169151
5,42,SVM,conf_gap_change,-0.0008347998736519035,0.007143315144635774
5,42,SVM,cross_domain_attack,-0.01388024006136911,0.0063004277879849
5,42,SVM,semantic_coherence,-0.003954695185235313,0.005592498704888686
5,42,FFN,CTO,0.029648481566716234,0.009455341175347722
5,42,FFN,STO,0.09724741663282337,0.027263472801491256
5,42,FFN,PK,0.0012923604530481136,0.002731654294855671
5,42,FFN,SK,0.03020621813095069,0.007156077132976016
5,42,FFN,TCT,0.09136049817246507,0.017290256323423393
5,42,FFN,TS,0.04006046658544293,0.016466099003788332
5,42,FFN,NC,0.005050313614006552,0.006309599825536169
5,42,FFN,COL,0.01332521095618422,0.01067257878934254
5,42,FFN,INV,0.010057307883218191,0.008722205567869847
5,42,FFN,TKH,-0.004334641938540673,0.007466049865885308
5,42,FFN,CKH,0.0848986959072244,0.010310175487930387
5,42,FFN,PKH,-0.004497991967871517,0.007166667004735712
5,42,FFN,TTS,0.008232480483732662,0.0068062284787581044
5,42,FFN,CTS,0.045635124768737836,0.011098302321141788
5,42,FFN,PTS,0.00726411263029646,0.006973989706846346
5,42,FFN,MF_F02D41,0.027403998014529963,0.011645222570546681
5,42,FFN,MF_F02B33,0.029214385632417274,0.010626646627223832
5,42,FFN,MF_F02D23,0.00853391092459722,0.012873603966229451
5,42,FFN,MF_F02B37,0.02493840530661967,0.011440528710497784
5,42,FFN,MF_F02M25,0.01385767790262168,0.00546641912254907
5,42,FFN,MF_F01N3,0.002966472632101391,0.0035045952753503737
5,42,FFN,MF_F02M37,0.015115743874373866,0.003544909517016049
5,42,FFN,MF_B60K6,-0.0007671133974099132,0.00542887061247688
5,42,FFN,MF_F02N11,0.008316411714272842,0.0030424372949276217
5,42,FFN,MF_F01L1,0.0015649113307160789,0.003162078813064218
5,42,FFN,MF_other,0.06896620188619643,0.016484055260655193
5,42,FFN,var_conf_pro,0.0237741979152565,0.005221282578537937
5,42,FFN,H_final,0.05896033572492211,0.020963859850781114
5,42,FFN,delta_H,0.06412887505076485,0.0159398583130768
5,42,FFN,conf_gap_change,0.028765849916520002,0.009959209167158097
5,42,FFN,cross_domain_attack,0.014319750913767392,0.010293275255509013
5,42,FFN,semantic_coherence,0.0020143495329632667,0.005400214382319744
5,0,RF,CTO,0.010288795631966042,0.004008800506412076
5,0,RF,STO,0.01264428500518927,0.008152807001294182
5,0,RF,PK,0.014502504399620909,0.006864012532178435
5,0,RF,SK,0.01755561572131221,0.0033266338833628905
5,0,RF,TCT,0.047041649745047584,0.015812707647461725
5,0,RF,TS,0.028320021659672345,0.0065662834763262345
5,0,RF,NC,-0.0025747935562474566,0.005163859074960172
5,0,RF,COL,0.0011001308605206761,0.0011988161386377956
5,0,RF,INV,0.009533865800279717,0.0029832838100551685
5,0,RF,TKH,0.028724335544424894,0.020747129540753067
5,0,RF,CKH,0.03681377194169934,0.01518640748185246
5,0,RF,PKH,0.02711520238256393,0.02125247426538802
5,0,RF,TTS,0.03181174134741209,0.016101173429056065
5,0,RF,CTS,0.01332205225395965,0.012620104326619051
5,0,RF,PTS,0.03359956680655202,0.017363394097278495
5,0,RF,MF_F02D41,-0.0007314651865890642,0.0011932126440808211
5,0,RF,MF_F02B33,0.003905960922341023,0.0009731552618785535
5,0,RF,MF_F02D23,0.0010166508731555223,0.0011602655452925422
5,0,RF,MF_F02B37,2.933080637151919e-05,0.0008406921935438517
5,0,RF,MF_F02M25,-0.0024804837326835917,0.002768494412331783
5,0,RF,MF_F01N3,0.0003704706466314378,0.00040415093096879737
5,0,RF,MF_B60K6,6.678398989212742e-05,0.00014330505698870318
5,0,RF,MF_F02M37,-0.0010613239474753123,0.0027920758872375167
5,0,RF,MF_F02N11,-0.0010622264338252196,0.0013665610306089683
5,0,RF,MF_F01L1,0.0005396868372365526,0.00132158826596929
5,0,RF,MF_other,0.0007941879879066582,0.0007995132635107825
5,0,RF,var_conf_pro,-0.0007783944767835504,0.00326784577916092
5,0,RF,H_final,0.007828617842155128,0.0073093356339349125
5,0,RF,delta_H,0.006135102206579146,0.004469560436072428
5,0,RF,conf_gap_change,-0.0002044131582509934,0.007533004705209927
5,0,RF,cross_domain_attack,0.008105229908397594,0.00624160166376641
5,0,RF,semantic_coherence,-0.0005536753756599678,0.0028856491576642104
5,0,GBT,CTO,0.007225305717250996,0.003875668130630375
5,0,GBT,STO,0.011037408059203068,0.006028641241863676
5,0,GBT,PK,0.035787193718695,0.0066583718142893345
5,0,GBT,SK,0.015896394567032145,0.0025418386655376036
5,0,GBT,TCT,0.05545327376923424,0.012956118210551447
5,0,GBT,TS,0.032458824060286065,0.008483812551730707
5,0,GBT,NC,-0.0021948468029421297,0.0023418670444802325
5,0,GBT,COL,-4.963674924418626e-05,0.00018306240989136448
5,0,GBT,INV,0.00785885113487651,0.0015863943975480857
5,0,GBT,TKH,0.12901493614909074,0.0176721517452546
5,0,GBT,CKH,0.0791281981860024,0.009992801290812195
5,0,GBT,PKH,0.07258246469022153,0.015725496796219575
5,0,GBT,TTS,0.045730788321826574,0.00559798075373421
5,0,GBT,CTS,0.03308605207346236,0.008524779674816194
5,0,GBT,PTS,0.013991245882406023,0.009314087670887504
5,0,GBT,MF_F02D41,0.00015432516583187007,0.0022256325277286047
5,0,GBT,MF_F02B33,-0.0005441992689860676,0.0007274739765303934
5,0,GBT,MF_F02D23,0.0008799241911465749,0.0003498167945605591
5,0,GBT,MF_F02B37,0.0057903524209196085,0.004666884581079103
5,0,GBT,MF_F02M25,-0.0003267000586616331,0.0019294845791554271
5,0,GBT,MF_F01N3,3.7001940345648963e-05,5.992536546556426e-05
5,0,GBT,MF_B60K6,-0.0001434953296332031,0.00044982313449197134
5,0,GBT,MF_F02M37,-0.00018591218807815225,0.001000174771463219
5,0,GBT,MF_F02N11,-0.00021569423762474171,0.0001706844830981867
5,0,GBT,MF_F01L1,-0.0004178511800009499,0.00022113862270253744
5,0,GBT,MF_other,-0.0014024637877352308,0.0021931317056421568
5,0,GBT,var_conf_pro,0.0024827399485583103,0.001456102085282639
5,0,GBT,H_final,0.05557510942646989,0.011977589260200027
5,0,GBT,delta_H,0.0334262894273724,0.008453183380768354
5,0,GBT,conf_gap_change,0.01504354496638236,0.0034899800612546023
5,0,GBT,cross_domain_attack,0.011866793014755617,0.005937107061627269
5,0,GBT,semantic_coherence,0.002399711204368038,0.007362468431353576
5,0,XGB,CTO,0.0010577140020758048,0.00512023512982241
5,0,XGB,STO,0.0024944722711069843,0.005929075968499823
5,0,XGB,PK,0.02854564324714599,0.006541299259125264
5,0,XGB,SK,0.027876900861874564,0.0038211626951248938
5,0,XGB,TCT,0.040963855421686825,0.014275559777851735
5,0,XGB,TS,0.026355308875953377,0.00957741038131588
5,0,XGB,NC,0.0010721537836741236,0.007191239572249725
5,0,XGB,COL,0.00014530030233299572,0.0001408832935326568
5,0,XGB,INV,0.004305762375344147,0.0036366738712078858
5,0,XGB,TKH,-0.0029809124136996545,0.00671891971655364
5,0,XGB,CKH,0.02834077884572006,0.014017800224867823
5,0,XGB,PKH,0.004454672623076672,0.00412715641824609
5,0,XGB,TTS,0.01990072650151171,0.003863656635886202
5,0,XGB,CTS,0.005429357880962149,0.004702153430397494
5,0,XGB,PTS,-0.0044961869951716475,0.005822031425817832
5,0,XGB,MF_F02D41,-0.0005252470556381894,0.0027652063942438616
5,0,XGB,MF_F02B33,0.0006362528766753917,0.0004474048203925691
5,0,XGB,MF_F02D23,-0.0023184874328774584,0.0007130835859468581
5,0,XGB,MF_F02B37,0.004975407246965502,0.0029647083190862448
5,0,XGB,MF_F02M25,-2.256215874723022e-05,0.0019333155607924558
5,0,XGB,MF_F01N3,-6.858896259183122e-05,2.1432863295016048e-05
5,0,XGB,MF_B60K6,-8.212625784028704e-05,0.00011588782203519345
5,0,XGB,MF_F02M37,-0.0009611479626369657,0.0012682373869467843
5,0,XGB,MF_F02N11,-0.00048102522449335885,0.00037554819979780803
5,0,XGB,MF_F01L1,0.0,0.0
5,0,XGB,MF_other,-0.0008122377149044624,0.0022303247983059913
5,0,XGB,var_conf_pro,-0.011500383556698602,0.005170043408494147
5,0,XGB,H_final,0.0121104643292271,0.007581197388830083
5,0,XGB,delta_H,0.009374125716348635,0.006725968721146179
5,0,XGB,conf_gap_change,0.0008474346825505074,0.005675466002576662
5,0,XGB,cross_domain_attack,0.01269753169983312,0.005413677207666405
5,0,XGB,semantic_coherence,-0.014456026352601337,0.008845551169415175
5,0,LogReg,CTO,0.00012815306168486584,7.17235376970657e-05
5,0,LogReg,STO,0.028581742701141555,0.01355930283972825
5,0,LogReg,PK,0.002750778394476694,0.0006801275091098575
5,0,LogReg,SK,0.011148413880239983,0.0012181162198765156
5,0,LogReg,TCT,0.08001895221334772,0.019512810644118722
5,0,LogReg,TS,0.03196606651324391,0.010682592580188385
5,0,LogReg,NC,0.004888768557375522,0.0019801506865849165
5,0,LogReg,COL,0.0011994043590089932,0.0009224757062673293
5,0,LogReg,INV,0.01088669283877074,0.0022642339365908965
5,0,LogReg,TKH,0.0008384098190514,0.0018777592166567558
5,0,LogReg,CKH,0.0021370876765488102,0.005611380865528258
5,0,LogReg,PKH,0.0007833581517078803,0.0018322909009450526
5,0,LogReg,TTS,0.0003781417806054899,0.0007152960150877646
5,0,LogReg,CTS,-0.0006651324398718961,0.001208934617019868
5,0,LogReg,PTS,0.0003754343215558342,0.0007099212559445945
5,0,LogReg,MF_F02D41,0.003666802039619077,0.005995895516701375
5,0,LogReg,MF_F02B33,-0.0018130950769370212,0.0009791244898493467
5,0,LogReg,MF_F02D23,-0.0046947339921484255,0.0018797202693169276
5,0,LogReg,MF_F02B37,0.012395650015793448,0.00565146471422312
5,0,LogReg,MF_F02M25,-0.001669599747303896,0.001833544894433403
5,0,LogReg,MF_F01N3,-0.0034267406705474233,0.00263730246194302
5,0,LogReg,MF_B60K6,-0.0003979964803033309,0.0014584439100187572
5,0,LogReg,MF_F02M37,0.0007887730698072582,0.003215933084710314
5,0,LogReg,MF_F02N11,0.0011994043590090263,0.0011311538681758162
5,0,LogReg,MF_F01L1,0.0005640539686836643,0.002098257473403919
5,0,LogReg,MF_other,0.0029818149000495507,0.0008952846541992036
5,0,LogReg,var_conf_pro,0.00038987410315411976,0.0005625581899974363
5,0,LogReg,H_final,0.040009927349848796,0.01610888638617576
5,0,LogReg,delta_H,0.0036713144713685477,0.002485077078793023
5,0,LogReg,conf_gap_change,-0.0030278417038943073,0.0013495611410112485
5,0,LogReg,cross_domain_attack,0.002044131582509745,0.007073184877736877
5,0,LogReg,semantic_coherence,-0.001784215513740428,0.0005607346037829667
5,0,SVM,CTO,-0.007155814268309202,0.01081421225316047
5,0,SVM,STO,0.012704300347457242,0.015110694193902255
5,0,SVM,PK,0.0023220973782771435,0.00543214930552927
5,0,SVM,SK,0.03554442489057356,0.006359662246816716
5,0,SVM,TCT,0.02241234601326656,0.013717682794608901
5,0,SVM,TS,0.03008889490546459,0.010096296752071255
5,0,SVM,NC,-0.00485176661702994,0.004678958214774384
5,0,SVM,COL,-0.0031487748747799915,0.008459546628969092
5,0,SVM,INV,-0.008292044582825675,0.0062675046154978716
5,0,SVM,TKH,-0.002567573665448275,0.008873822265042517
5,0,SVM,CKH,0.022182211994043622,0.01471871484557086
5,0,SVM,PKH,-0.0029005911285591825,0.008448998160252772
5,0,SVM,TTS,0.007707233428094362,0.004425765823258676
5,0,SVM,CTS,0.014622083840981903,0.00926543737043686
5,0,SVM,PTS,0.007318261811290139,0.004322754080316796
5,0,SVM,MF_F02D41,-0.005010604214611236,0.008397403241437902
5,0,SVM,MF_F02B33,0.02299986462704754,0.007352142867552079
5,0,SVM,MF_F02D23,0.00305311132169126,0.004900535865688179
5,0,SVM,MF_F02B37,0.024835521862731823,0.012927367987116436
5,0,SVM,MF_F02M25,-0.0032904652317133354,0.005311547664643362
5,0,SVM,MF_F01N3,-0.005914895537204967,0.0038504306981079705
5,0,SVM,MF_B60K6,0.002795000225621613,0.0056788311568291725
5,0,SVM,MF_F02M37,0.0014629303731781285,0.00395137021982303
5,0,SVM,MF_F02N11,0.0014548079960290839,0.0032444624020351205
5,0,SVM,MF_F01L1,-0.00417670682730924,0.003799132676568803
5,0,SVM,MF_other,-0.006776770001353705,0.015449593919073447
5,0,SVM,var_conf_pro,0.01014214160010828,0.011506007122880054
5,0,SVM,H_final,0.03524389693605888,0.023091210452664487
5,0,SVM,delta_H,-0.0016280853752086877,0.013938208036638805
5,0,SVM,conf_gap_change,0.0018988312801768714,0.013376097974234103
5,0,SVM,cross_domain_attack,-0.013417264563873432,0.008139476358345766
5,0,SVM,semantic_coherence,-0.017907134154595883,0.007371584302022618
5,0,FFN,CTO,-0.005871576192410211,0.007705304782695722
5,0,FFN,STO,0.016600333919949316,0.016115553068885943
5,0,FFN,PK,0.01500022562158736,0.0027524278688247656
5,0,FFN,SK,0.02381119985560205,0.004704274830671225
5,0,FFN,TCT,0.07088488786607092,0.02188929142969548
5,0,FFN,TS,0.02465231713370325,0.00886295099841573
5,0,FFN,NC,-0.0035927981589279345,0.0028831393709596175
5,0,FFN,COL,0.016515500203059343,0.005659419870637489
5,0,FFN,INV,0.027655791706150346,0.003939416907494833
5,0,FFN,TKH,0.003452010288344276,0.011797408611310851
5,0,FFN,CKH,0.015479445873381037,0.010619241153844359
5,0,FFN,PKH,0.002912323451107668,0.011222517770633718
5,0,FFN,TTS,0.023717341275213067,0.013068845595522785
5,0,FFN,CTS,0.01564460087541163,0.017910081729341495
5,0,FFN,PTS,0.022669554622986234,0.012615957656839642
5,0,FFN,MF_F02D41,0.045867063760660534,0.005055837837776959
5,0,FFN,MF_F02B33,0.029124136997427785,0.007654821389383527
5,0,FFN,MF_F02D23,0.008096205044898575,0.006147909574487295
5,0,FFN,MF_F02B37,0.01518072289156618,0.0072021638903931335
5,0,FFN,MF_F02M25,-0.004742565768692841,0.004794196156180967
5,0,FFN,MF_F01N3,-0.0032706105320158387,0.004602185229039156
5,0,FFN,MF_B60K6,-0.0004611705247959397,0.0019936961158460594
5,0,FFN,MF_F02M37,-0.0009133161860928162,0.005790608419804989
5,0,FFN,MF_F02N11,0.015455078741933914,0.002625770813302229
5,0,FFN,MF_F01L1,0.0037769053743061053,0.004558257003698778
5,0,FFN,MF_other,0.030282026984341747,0.015455188858051411
5,0,FFN,var_conf_pro,-0.0017201389828979785,0.006082157025164386
5,0,FFN,H_final,0.07932403772392929,0.022791302886755613
5,0,FFN,delta_H,0.014574252064437432,0.011525681723868026
5,0,FFN,conf_gap_change,0.003028744190244026,0.0028048114229560885
5,0,FFN,cross_domain_attack,-0.0026876043499843073,0.01063648205657724
5,0,FFN,semantic_coherence,-0.006545733495781003,0.007426622685739959
5,1,RF,CTO,0.0035612111366816078,0.008017421456325079
5,1,RF,STO,0.010929109697215833,0.007757950828154456
5,1,RF,PK,0.024338703127115204,0.008390052837990426
5,1,RF,SK,0.008498713956951443,0.004085081409601878
5,1,RF,TCT,0.06030368665673931,0.011761376217611502
5,1,RF,TS,0.030147105275032737,0.00737247541388409
5,1,RF,NC,0.010129506791209808,0.006905248497774527
5,1,RF,COL,0.0005604440232841679,0.0011557337591000876
5,1,RF,INV,0.004599521682234609,0.005563846297981911
5,1,RF,TKH,0.03995261946663063,0.015853035308770018
5,1,RF,CKH,0.035346329136771826,0.006682699187052148
5,1,RF,PKH,0.02276521817607512,0.013139141751031917
5,1,RF,TTS,0.03590677316005596,0.008742860689553496
5,1,RF,CTS,0.038898966653129405,0.008931330942177598
5,1,RF,PTS,0.037242452957899005,0.01030278987219475
5,1,RF,MF_F02D41,-0.00023374396462250147,0.0014007213247762302
5,1,RF,MF_F02B33,-0.0014615766436532618,0.001546081143142542
5,1,RF,MF_F02D23,-0.0008208113352284885,0.001093930076854997
5,1,RF,MF_F02B37,0.0004115337755516757,0.0006838167123179481
5,1,RF,MF_F02M25,0.005272776499255516,0.0013296066028847416
5,1,RF,MF_F01N3,0.001781056811515802,0.0006313569329756853
5,1,RF,MF_B60K6,5.505166734355304e-05,0.000748467574771685
5,1,RF,MF_F02N11,-0.0007463562113622535,0.0013445050698501374
5,1,RF,MF_F02M37,0.005158611975993899,0.0011350175112372904
5,1,RF,MF_F01L1,0.0010062722801317814,0.0005941006702989592
5,1,RF,MF_other,1.8049726997937388e-05,0.0012116076717125248
5,1,RF,var_conf_pro,-0.005741618158025286,0.004639732794249392
5,1,RF,H_final,0.004043590090699922,0.008678336251072439
5,1,RF,delta_H,-0.000497721221966474,0.006151558758834156
5,1,RF,conf_gap_change,0.002472361355534536,0.004453927154696865
5,1,RF,cross_domain_attack,0.004978565949190017,0.006491443240949334
5,1,RF,semantic_coherence,-0.005227200938585785,0.004280755522758171
5,1,GBT,CTO,-0.004844546726230836,0.002631346874070067
5,1,GBT,STO,0.008200893461486303,0.0031836184257331614
5,1,GBT,PK,0.03837913451559037,0.008318097963688651
5,1,GBT,SK,0.02111005821036952,0.0030786333395712785
5,1,GBT,TCT,0.06659356527232521,0.013850844945896664
5,1,GBT,TS,0.03097333152836055,0.009425324790428624
5,1,GBT,NC,0.002997157167997755,0.004359544269460968
5,1,GBT,COL,0.0002238166147736531,0.0004278166077478793
5,1,GBT,INV,0.0039222056766390345,0.0016877807399386015
5,1,GBT,TKH,0.052736789856053345,0.01088469645736684
5,1,GBT,CKH,0.061964712783719046,0.01091565802404472
5,1,GBT,PKH,0.047089030278416946,0.009316405581340526
5,1,GBT,TTS,0.03779973827895844,0.008023323127362786
