subset_id,subset_label,subset_size,seed,model,AUROC,AUPRC
23,cross_domain_attack+conf_gap_change+H_final,3,8,RF,0.7312218595355486,0.314486172015881
23,cross_domain_attack+conf_gap_change+H_final,3,8,LogReg,0.7191575957060327,0.2615421256278742
23,cross_domain_attack+conf_gap_change+H_final,3,8,GBT,0.7270608266524627,0.2990006488560421
23,cross_domain_attack+conf_gap_change+H_final,3,8,SVM,0.6404166495945953,0.20473052149746152
23,cross_domain_attack+conf_gap_change+H_final,3,8,FFN,0.6774744260369576,0.22453969653763223
23,cross_domain_attack+conf_gap_change+H_final,3,8,XGB,0.7001871099031672,0.2689547038616604
23,cross_domain_attack+conf_gap_change+H_final,3,9,RF,0.7733352454053365,0.3644128570821321
23,cross_domain_attack+conf_gap_change+H_final,3,9,LogReg,0.734718219769914,0.28541237562938715
23,cross_domain_attack+conf_gap_change+H_final,3,9,GBT,0.7516537146551213,0.3303915501177626
23,cross_domain_attack+conf_gap_change+H_final,3,9,SVM,0.6714013211507032,0.21699239986818097
23,cross_domain_attack+conf_gap_change+H_final,3,9,FFN,0.7135579562681819,0.2908351621894075
23,cross_domain_attack+conf_gap_change+H_final,3,9,XGB,0.7222442262254333,0.3076248469652685
23,cross_domain_attack+conf_gap_change+H_final,3,10,RF,0.7537638226871896,0.34680490936761177
23,cross_domain_attack+conf_gap_change+H_final,3,10,LogReg,0.7483166937543535,0.2734595728975234
23,cross_domain_attack+conf_gap_change+H_final,3,10,GBT,0.7350778714086051,0.3176731889693984
23,cross_domain_attack+conf_gap_change+H_final,3,10,SVM,0.6564507391068802,0.2200380500267642
23,cross_domain_attack+conf_gap_change+H_final,3,10,FFN,0.7195172473447239,0.2741496923915372
23,cross_domain_attack+conf_gap_change+H_final,3,10,XGB,0.7015619807244933,0.2992104509577348
23,cross_domain_attack+conf_gap_change+H_final,3,11,RF,0.7587124471334854,0.3528824096971285
23,cross_domain_attack+conf_gap_change+H_final,3,11,LogReg,0.7395940033779939,0.27593472049767925
23,cross_domain_attack+conf_gap_change+H_final,3,11,GBT,0.7594340266870622,0.3250799765214714
23,cross_domain_attack+conf_gap_change+H_final,3,11,SVM,0.6517707152515059,0.2210975542959457
23,cross_domain_attack+conf_gap_change+H_final,3,11,FFN,0.7168631093022303,0.26971135814159863
23,cross_domain_attack+conf_gap_change+H_final,3,11,XGB,0.7246570789913365,0.30427441426984886
23,cross_domain_attack+conf_gap_change+H_final,3,12,RF,0.7500921891858671,0.34605156695412126
23,cross_domain_attack+conf_gap_change+H_final,3,12,LogReg,0.7297240697997331,0.2841718307096452
23,cross_domain_attack+conf_gap_change+H_final,3,12,GBT,0.7303341118197918,0.3151205225427238
23,cross_domain_attack+conf_gap_change+H_final,3,12,SVM,0.6702859458155215,0.25234125267486723
23,cross_domain_attack+conf_gap_change+H_final,3,12,FFN,0.6685969488793891,0.23764208076582372
23,cross_domain_attack+conf_gap_change+H_final,3,12,XGB,0.7119099323035459,0.28655526336600934
23,cross_domain_attack+conf_gap_change+H_final,3,13,RF,0.7770410230495728,0.3878697721648531
23,cross_domain_attack+conf_gap_change+H_final,3,13,LogReg,0.7537660989633838,0.30429619821112236
23,cross_domain_attack+conf_gap_change+H_final,3,13,GBT,0.7686483927213793,0.3480000501170999
23,cross_domain_attack+conf_gap_change+H_final,3,13,SVM,0.6409356405668838,0.21261791131460794
23,cross_domain_attack+conf_gap_change+H_final,3,13,FFN,0.7112998902834875,0.27506664044334256
23,cross_domain_attack+conf_gap_change+H_final,3,13,XGB,0.7450889341109093,0.3337242594754972
23,cross_domain_attack+conf_gap_change+H_final,3,14,RF,0.748139144211202,0.3191280116417447
23,cross_domain_attack+conf_gap_change+H_final,3,14,LogReg,0.7460176547981626,0.2991202417068528
23,cross_domain_attack+conf_gap_change+H_final,3,14,GBT,0.7338668924732651,0.2957193067470937
23,cross_domain_attack+conf_gap_change+H_final,3,14,SVM,0.6173306564325288,0.19800764859192221
23,cross_domain_attack+conf_gap_change+H_final,3,14,FFN,0.6917102573557865,0.22694686697367125
23,cross_domain_attack+conf_gap_change+H_final,3,14,XGB,0.702404202916365,0.265995569073564
23,cross_domain_attack+conf_gap_change+H_final,3,15,RF,0.7586350537428811,0.3404554583773953
23,cross_domain_attack+conf_gap_change+H_final,3,15,LogReg,0.7134031694869729,0.2880082420629073
23,cross_domain_attack+conf_gap_change+H_final,3,15,GBT,0.7319047423938231,0.3033210831655646
23,cross_domain_attack+conf_gap_change+H_final,3,15,SVM,0.6544203007416107,0.20154769045915238
23,cross_domain_attack+conf_gap_change+H_final,3,15,FFN,0.7327242018237524,0.28740107694542116
