AUROC,AUPRC,Precision,Recall,F1,Accuracy,DOR,TP,FP,FN,TN,T_pct,Y_rate_pct,seed,config,model,n_test,Y_pos_test
0.6933170885790351,0.1547483651966901,0.16901408450704225,0.14457831325301204,0.15584415584415584,0.9083215796897038,3.75066110360228,12,59,71,1276,5,5.84,1,+25,SVM,1418,83
0.7145345426650421,0.13521554913090864,0.16901408450704225,0.14457831325301204,0.15584415584415584,0.9083215796897038,3.75066110360228,12,59,71,1276,5,5.84,1,+25,FFN,1418,83
0.7950137629168359,0.29952295307107574,0.28378378378378377,0.25301204819277107,0.267515923566879,0.9188998589562765,8.246355140186916,21,53,62,1282,5,5.84,1,+6focal,RF,1418,83
0.8034835973105906,0.26314528168821394,0.36619718309859156,0.3132530120481928,0.33766233766233766,0.9280677009873061,13.07147634973722,26,45,57,1290,5,5.84,1,+6focal,GBT,1418,83
0.7499390821713822,0.2347989699453829,0.2535211267605634,0.21686746987951808,0.23376623376623376,0.9167842031029619,6.770706998644503,18,53,65,1282,5,5.84,1,+6focal,XGB,1418,83
0.7611660123640629,0.18905034313922914,0.28169014084507044,0.24096385542168675,0.2597402597402597,0.919605077574048,8.05206024004281,20,51,63,1284,5,5.84,1,+6focal,LogReg,1418,83
0.6936058842110012,0.1857593630836648,0.23943661971830985,0.20481927710843373,0.22077922077922077,0.9153737658674189,6.187831965234186,17,54,66,1281,5,5.84,1,+6focal,SVM,1418,83
0.7610396642750779,0.19580475390198818,0.19718309859154928,0.1686746987951807,0.18181818181818182,0.9111424541607899,4.638911479512043,14,57,69,1278,5,5.84,1,+6focal,FFN,1418,83
0.7980731916429764,0.33445407965916857,0.375,0.3253012048192771,0.34838709677419355,0.9287729196050776,13.804823495088982,27,45,56,1290,5,5.84,2,BIBLIO,RF,1418,83
0.7848021298677859,0.26217340488466606,0.28169014084507044,0.24096385542168675,0.2597402597402597,0.919605077574048,8.05206024004281,20,51,63,1284,5,5.84,2,BIBLIO,GBT,1418,83
0.7262036911691709,0.24749202537293277,0.28169014084507044,0.24096385542168675,0.2597402597402597,0.919605077574048,8.05206024004281,20,51,63,1284,5,5.84,2,BIBLIO,XGB,1418,83
0.7806326429312757,0.22814126503897803,0.28169014084507044,0.24096385542168675,0.2597402597402597,0.919605077574048,8.05206024004281,20,51,63,1284,5,5.84,2,BIBLIO,LogReg,1418,83
0.6589413835115743,0.16780570397963385,0.23943661971830985,0.20481927710843373,0.22077922077922077,0.9153737658674189,6.187831965234186,17,54,66,1281,5,5.84,2,BIBLIO,SVM,1418,83
0.7624926672984071,0.1760816301963508,0.2535211267605634,0.21686746987951808,0.23376623376623376,0.9167842031029619,6.770706998644503,18,53,65,1282,5,5.84,2,BIBLIO,FFN,1418,83
0.8121384414060737,0.3492197684608649,0.3424657534246575,0.30120481927710846,0.32051282051282054,0.92524682651622,11.571504097277293,25,48,58,1287,5,5.84,2,+25,RF,1418,83
0.8012634808898514,0.26155295931029693,0.352112676056338,0.30120481927710846,0.3246753246753247,0.926657263751763,12.08795147504825,25,46,58,1289,5,5.84,2,+25,GBT,1418,83
0.7796128333558955,0.3283338430231056,0.323943661971831,0.27710843373493976,0.2987012987012987,0.923836389280677,10.311408366703587,23,48,60,1287,5,5.84,2,+25,XGB,1418,83
0.7819502730021209,0.23655337352644695,0.2535211267605634,0.21686746987951808,0.23376623376623376,0.9167842031029619,6.770706998644503,18,53,65,1282,5,5.84,2,+25,LogReg,1418,83
0.6491313568882271,0.14198666981904942,0.2112676056338028,0.18072289156626506,0.19480519480519481,0.9125528913963329,5.124281377172017,15,56,68,1279,5,5.84,2,+25,SVM,1418,83
0.7141554983980867,0.17876296959366303,0.2535211267605634,0.21686746987951808,0.23376623376623376,0.9167842031029619,6.770706998644503,18,53,65,1282,5,5.84,2,+25,FFN,1418,83
0.8229502278778035,0.343567762230204,0.33783783783783783,0.30120481927710846,0.3184713375796178,0.9245416078984485,11.32893032893033,25,49,58,1286,5,5.84,2,+6focal,RF,1418,83
0.7967420242768828,0.2523416745519815,0.29577464788732394,0.25301204819277107,0.2727272727272727,0.921015514809591,8.756673267326732,21,50,62,1285,5,5.84,2,+6focal,GBT,1418,83
0.7645232615856685,0.28991668002523524,0.3380281690140845,0.2891566265060241,0.3116883116883117,0.92524682651622,11.169659442724457,24,47,59,1288,5,5.84,2,+6focal,XGB,1418,83
0.7850909254997518,0.24259300469962386,0.28169014084507044,0.24096385542168675,0.2597402597402597,0.919605077574048,8.05206024004281,20,51,63,1284,5,5.84,2,+6focal,LogReg,1418,83
0.6551780154325166,0.18389652985477078,0.2676056338028169,0.2289156626506024,0.24675324675324675,0.918194640338505,7.391140642303433,19,52,64,1283,5,5.84,2,+6focal,SVM,1418,83
0.7091015748386806,0.16007121637449956,0.23943661971830985,0.20481927710843373,0.22077922077922077,0.9153737658674189,6.187831965234186,17,54,66,1281,5,5.84,2,+6focal,FFN,1418,83
0.6933306258742836,0.20228798141901694,0.22666666666666666,0.20481927710843373,0.21518987341772153,0.9125528913963329,5.746738641475484,17,58,66,1277,5,5.84,3,BIBLIO,RF,1418,83
0.7009476106673886,0.20830541442326406,0.23943661971830985,0.20481927710843373,0.22077922077922077,0.9153737658674189,6.187831965234186,17,54,66,1281,5,5.84,3,BIBLIO,GBT,1418,83
0.6451513920851948,0.17985988693662458,0.2112676056338028,0.18072289156626506,0.19480519480519481,0.9125528913963329,5.124281377172017,15,56,68,1279,5,5.84,3,BIBLIO,XGB,1418,83
0.7111772934434366,0.1550571544768659,0.18309859154929578,0.1566265060240964,0.16883116883116883,0.9097320169252469,4.181669394435352,13,58,70,1277,5,5.84,3,BIBLIO,LogReg,1418,83
0.6596904471819863,0.12457537658541532,0.15492957746478872,0.13253012048192772,0.14285714285714285,0.9069111424541608,3.3441436306640067,11,60,72,1275,5,5.84,3,BIBLIO,SVM,1418,83
0.6971616804295836,0.1279411231780879,0.16901408450704225,0.14457831325301204,0.15584415584415584,0.9083215796897038,3.75066110360228,12,59,71,1276,5,5.84,3,BIBLIO,FFN,1418,83
0.7263932133026487,0.2025370556964552,0.2328767123287671,0.20481927710843373,0.21794871794871795,0.9139633286318759,5.95947834187238,17,56,66,1279,5,5.84,3,+25,RF,1418,83
0.7152294571544604,0.14562705565595233,0.22535211267605634,0.1927710843373494,0.2077922077922078,0.9139633286318759,5.63983983983984,16,55,67,1280,5,5.84,3,+25,GBT,1418,83
0.7220883534136546,0.16683129581417053,0.22535211267605634,0.1927710843373494,0.2077922077922078,0.9139633286318759,5.63983983983984,16,55,67,1280,5,5.84,3,+25,XGB,1418,83
0.7107621497224854,0.17258409114509013,0.2535211267605634,0.21686746987951808,0.23376623376623376,0.9167842031029619,6.770706998644503,18,53,65,1282,5,5.84,3,+25,LogReg,1418,83
0.6841658769911105,0.11773425812732226,0.14084507042253522,0.12048192771084337,0.12987012987012986,0.9055007052186178,2.9605110336817653,10,61,73,1274,5,5.84,3,+25,SVM,1418,83
0.6471278371914624,0.11970029314882621,0.18309859154929578,0.1566265060240964,0.16883116883116883,0.9097320169252469,4.181669394435352,13,58,70,1277,5,5.84,3,+25,FFN,1418,83
0.7076395469518524,0.19505697711848527,0.2361111111111111,0.20481927710843373,0.21935483870967742,0.9146685472496474,6.071597913703177,17,55,66,1280,5,5.84,3,+6focal,RF,1418,83
0.7088127792067145,0.16007777950161375,0.2676056338028169,0.2289156626506024,0.24675324675324675,0.918194640338505,7.391140642303433,19,52,64,1283,5,5.84,3,+6focal,GBT,1418,83
0.7236316050719732,0.18417348371145698,0.19718309859154928,0.1686746987951807,0.18181818181818182,0.9111424541607899,4.638911479512043,14,57,69,1278,5,5.84,3,+6focal,XGB,1418,83
0.7138937773566174,0.17095612766069035,0.28169014084507044,0.24096385542168675,0.2597402597402597,0.919605077574048,8.05206024004281,20,51,63,1284,5,5.84,3,+6focal,LogReg,1418,83
0.6894273724109923,0.13318961458639444,0.22535211267605634,0.1927710843373494,0.2077922077922078,0.9139633286318759,5.63983983983984,16,55,67,1280,5,5.84,3,+6focal,SVM,1418,83
0.6560805017824105,0.1448149688669531,0.22535211267605634,0.1927710843373494,0.2077922077922078,0.9139633286318759,5.63983983983984,16,55,67,1280,5,5.84,3,+6focal,FFN,1418,83
0.7490546455484861,0.2715751933858459,0.3055555555555556,0.26506024096385544,0.2838709677419355,0.9217207334273625,9.31296788215407,22,50,61,1285,5,5.84,4,BIBLIO,RF,1418,83
0.7381345607147691,0.24974849756619144,0.30985915492957744,0.26506024096385544,0.2857142857142857,0.922425952045134,9.50849963045085,22,49,61,1286,5,5.84,4,BIBLIO,GBT,1418,83
0.6841658769911106,0.23383881873384274,0.2112676056338028,0.18072289156626506,0.19480519480519481,0.9125528913963329,5.124281377172017,15,56,68,1279,5,5.84,4,BIBLIO,XGB,1418,83
0.7483868056495646,0.20801831988703673,0.2676056338028169,0.2289156626506024,0.24675324675324675,0.918194640338505,7.391140642303433,19,52,64,1283,5,5.84,4,BIBLIO,LogReg,1418,83
0.6963043183971842,0.1764246342420275,0.2535211267605634,0.21686746987951808,0.23376623376623376,0.9167842031029619,6.770706998644503,18,53,65,1282,5,5.84,4,BIBLIO,SVM,1418,83
0.7384233563467353,0.22062042811493776,0.29577464788732394,0.25301204819277107,0.2727272727272727,0.921015514809591,8.756673267326732,21,50,62,1285,5,5.84,4,BIBLIO,FFN,1418,83
0.755259239204007,0.29555136500134754,0.3287671232876712,0.2891566265060241,0.3076923076923077,0.923836389280677,10.70172311348782,24,49,59,1286,5,5.84,4,+25,RF,1418,83
0.7479355624746176,0.23524295560654188,0.28169014084507044,0.24096385542168675,0.2597402597402597,0.919605077574048,8.05206024004281,20,51,63,1284,5,5.84,4,+25,GBT,1418,83
0.7095708677406255,0.2662954923012711,0.323943661971831,0.27710843373493976,0.2987012987012987,0.923836389280677,10.311408366703587,23,48,60,1287,5,5.84,4,+25,XGB,1418,83
0.7460674157303371,0.20142757363522298,0.28169014084507044,0.24096385542168675,0.2597402597402597,0.919605077574048,8.05206024004281,20,51,63,1284,5,5.84,4,+25,LogReg,1418,83
0.7229727900365506,0.18952767351052632,0.22535211267605634,0.1927710843373494,0.2077922077922078,0.9139633286318759,5.63983983983984,16,55,67,1280,5,5.84,4,+25,SVM,1418,83
0.6789946302062182,0.1681347422399651,0.22535211267605634,0.1927710843373494,0.2077922077922078,0.9139633286318759,5.63983983983984,16,55,67,1280,5,5.84,4,+25,FFN,1418,83
0.7650241415098596,0.28974868433843803,0.3287671232876712,0.2891566265060241,0.3076923076923077,0.923836389280677,10.70172311348782,24,49,59,1286,5,5.84,4,+6focal,RF,1418,83
0.7441992689860566,0.24206026317200285,0.2535211267605634,0.21686746987951808,0.23376623376623376,0.9167842031029619,6.770706998644503,18,53,65,1282,5,5.84,4,+6focal,GBT,1418,83
0.7144352691665539,0.24847946961733167,0.30985915492957744,0.26506024096385544,0.2857142857142857,0.922425952045134,9.50849963045085,22,49,61,1286,5,5.84,4,+6focal,XGB,1418,83
0.7589097964893281,0.2135225587639682,0.30985915492957744,0.26506024096385544,0.2857142857142857,0.922425952045134,9.50849963045085,22,49,61,1286,5,5.84,4,+6focal,LogReg,1418,83
0.6655927079102929,0.1758821790586449,0.23943661971830985,0.20481927710843373,0.22077922077922077,0.9153737658674189,6.187831965234186,17,54,66,1281,5,5.84,4,+6focal,SVM,1418,83
0.7131627634132033,0.15380512853059894,0.2112676056338028,0.18072289156626506,0.19480519480519481,0.9125528913963329,5.124281377172017,15,56,68,1279,5,5.84,4,+6focal,FFN,1418,83
0.7539009972474167,0.27347215304250344,0.3380281690140845,0.2891566265060241,0.3116883116883117,0.92524682651622,11.169659442724457,24,47,59,1288,5,5.84,5,BIBLIO,RF,1418,83
0.7235864807544786,0.18704392761762312,0.2535211267605634,0.21686746987951808,0.23376623376623376,0.9167842031029619,6.770706998644503,18,53,65,1282,5,5.84,5,BIBLIO,GBT,1418,83
0.7269256802490862,0.18566977783980068,0.23943661971830985,0.20481927710843373,0.22077922077922077,0.9153737658674189,6.187831965234186,17,54,66,1281,5,5.84,5,BIBLIO,XGB,1418,83
0.7439736473985831,0.1793044258962749,0.22535211267605634,0.1927710843373494,0.2077922077922078,0.9139633286318759,5.63983983983984,16,55,67,1280,5,5.84,5,BIBLIO,LogReg,1418,83
0.6601597400839313,0.1092656066338856,0.1267605633802817,0.10843373493975904,0.11688311688311688,0.9040902679830748,2.598281879194631,9,62,74,1273,5,5.84,5,BIBLIO,SVM,1418,83
0.7354090519380894,0.1545774468232261,0.19718309859154928,0.1686746987951807,0.18181818181818182,0.9111424541607899,4.638911479512043,14,57,69,1278,5,5.84,5,BIBLIO,FFN,1418,83
0.7595731239565002,0.2932461981358986,0.3611111111111111,0.3132530120481928,0.33548387096774196,0.9273624823695346,12.780458158017765,26,46,57,1289,5,5.84,5,+25,RF,1418,83
0.7730427327286675,0.24823888443441192,0.30985915492957744,0.26506024096385544,0.2857142857142857,0.922425952045134,9.50849963045085,22,49,61,1286,5,5.84,5,+25,GBT,1418,83
0.7739091196245658,0.25193330812593023,0.323943661971831,0.27710843373493976,0.2987012987012987,0.923836389280677,10.311408366703587,23,48,60,1287,5,5.84,5,+25,XGB,1418,83
0.7344614412707008,0.19994647139657612,0.28169014084507044,0.24096385542168675,0.2597402597402597,0.919605077574048,8.05206024004281,20,51,63,1284,5,5.84,5,+25,LogReg,1418,83
0.7088669283877082,0.1317406603952731,0.14084507042253522,0.12048192771084337,0.12987012987012986,0.9055007052186178,2.9605110336817653,10,61,73,1274,5,5.84,5,+25,SVM,1418,83
0.6993366725328278,0.13374890205295056,0.18309859154929578,0.1566265060240964,0.16883116883116883,0.9097320169252469,4.181669394435352,13,58,70,1277,5,5.84,5,+25,FFN,1418,83
0.751581607328189,0.2710893488097831,0.3424657534246575,0.30120481927710846,0.32051282051282054,0.92524682651622,11.571504097277293,25,48,58,1287,5,5.84,5,+6focal,RF,1418,83
0.7585307522223727,0.24198387077794062,0.30985915492957744,0.26506024096385544,0.2857142857142857,0.922425952045134,9.50849963045085,22,49,61,1286,5,5.84,5,+6focal,GBT,1418,83
0.7733766526781283,0.2667489048713264,0.323943661971831,0.27710843373493976,0.2987012987012987,0.923836389280677,10.311408366703587,23,48,60,1287,5,5.84,5,+6focal,XGB,1418,83
0.7536031767519517,0.20272604966224478,0.29577464788732394,0.25301204819277107,0.2727272727272727,0.921015514809591,8.756673267326732,21,50,62,1285,5,5.84,5,+6focal,LogReg,1418,83
0.7219439555976715,0.15000829296921014,0.2112676056338028,0.18072289156626506,0.19480519480519481,0.9125528913963329,5.124281377172017,15,56,68,1279,5,5.84,5,+6focal,SVM,1418,83
0.7208970714317946,0.20110535653352485,0.19718309859154928,0.1686746987951807,0.18181818181818182,0.9111424541607899,4.638911479512043,14,57,69,1278,5,5.84,5,+6focal,FFN,1418,83
0.7451378547899462,0.21871897906888516,0.25,0.21686746987951808,0.23225806451612904,0.9160789844851904,6.641291406961272,18,54,65,1281,5,5.84,6,BIBLIO,RF,1418,83
0.7359144442940301,0.1996804930275979,0.23943661971830985,0.20481927710843373,0.22077922077922077,0.9153737658674189,6.187831965234186,17,54,66,1281,5,5.84,6,BIBLIO,GBT,1418,83
0.6659717521772484,0.15559500655867609,0.23943661971830985,0.20481927710843373,0.22077922077922077,0.9153737658674189,6.187831965234186,17,54,66,1281,5,5.84,6,BIBLIO,XGB,1418,83
0.724705563828347,0.15898941729374522,0.22535211267605634,0.1927710843373494,0.2077922077922078,0.9139633286318759,5.63983983983984,16,55,67,1280,5,5.84,6,BIBLIO,LogReg,1418,83
0.5836920716574162,0.09161213040193775,0.1267605633802817,0.10843373493975904,0.11688311688311688,0.9040902679830748,2.598281879194631,9,62,74,1273,5,5.84,6,BIBLIO,SVM,1418,83
0.70306394115789,0.14908662521343913,0.16901408450704225,0.14457831325301204,0.15584415584415584,0.9083215796897038,3.75066110360228,12,59,71,1276,5,5.84,6,BIBLIO,FFN,1418,83
0.783046793917242,0.2443777011147703,0.2777777777777778,0.24096385542168675,0.25806451612903225,0.9188998589562765,7.892538432695913,20,52,63,1283,5,5.84,6,+25,RF,1418,83
0.7448671088849782,0.2393107381905283,0.28169014084507044,0.24096385542168675,0.2597402597402597,0.919605077574048,8.05206024004281,20,51,63,1284,5,5.84,6,+25,GBT,1418,83
0.7277108433734939,0.20605641368628747,0.23943661971830985,0.20481927710843373,0.22077922077922077,0.9153737658674189,6.187831965234186,17,54,66,1281,5,5.84,6,+25,XGB,1418,83
0.7367898560534272,0.15486468424938227,0.2112676056338028,0.18072289156626506,0.19480519480519481,0.9125528913963329,5.124281377172017,15,56,68,1279,5,5.84,6,+25,LogReg,1418,83
0.6572717837642705,0.1153004074345007,0.08450704225352113,0.07228915662650602,0.07792207792207792,0.8998589562764457,1.6268406796355577,6,65,77,1270,5,5.84,6,+25,SVM,1418,83
0.6886331844230855,0.13684739550148786,0.2112676056338028,0.18072289156626506,0.19480519480519481,0.9125528913963329,5.124281377172017,15,56,68,1279,5,5.84,6,+25,FFN,1418,83
0.777573214205135,0.25795967879853854,0.3380281690140845,0.2891566265060241,0.3116883116883117,0.92524682651622,11.169659442724457,24,47,59,1288,5,5.84,6,+6focal,RF,1418,83
0.7391272956996526,0.23366511947842422,0.2676056338028169,0.2289156626506024,0.24675324675324675,0.918194640338505,7.391140642303433,19,52,64,1283,5,5.84,6,+6focal,GBT,1418,83
0.7131176390957087,0.18193202137732248,0.18309859154929578,0.1566265060240964,0.16883116883116883,0.9097320169252469,4.181669394435352,13,58,70,1277,5,5.84,6,+6focal,XGB,1418,83
0.7432877577726636,0.1690655882307933,0.22535211267605634,0.1927710843373494,0.2077922077922078,0.9139633286318759,5.63983983983984,16,55,67,1280,5,5.84,6,+6focal,LogReg,1418,83
0.6686160371824377,0.14061053322203299,0.18309859154929578,0.1566265060240964,0.16883116883116883,0.9097320169252469,4.181669394435352,13,58,70,1277,5,5.84,6,+6focal,SVM,1418,83
0.644970894815216,0.1436298658271976,0.19718309859154928,0.1686746987951807,0.18181818181818182,0.9111424541607899,4.638911479512043,14,57,69,1278,5,5.84,6,+6focal,FFN,1418,83
0.798953115834123,0.3080359103708934,0.352112676056338,0.30120481927710846,0.3246753246753247,0.926657263751763,12.08795147504825,25,46,58,1289,5,5.84,7,BIBLIO,RF,1418,83
0.7998014530030233,0.2893122331349252,0.30985915492957744,0.26506024096385544,0.2857142857142857,0.922425952045134,9.50849963045085,22,49,61,1286,5,5.84,7,BIBLIO,GBT,1418,83
0.7749921032444385,0.2646933327352099,0.29577464788732394,0.25301204819277107,0.2727272727272727,0.921015514809591,8.756673267326732,21,50,62,1285,5,5.84,7,BIBLIO,XGB,1418,83
0.77251026578223,0.25055252257700916,0.28169014084507044,0.24096385542168675,0.2597402597402597,0.919605077574048,8.05206024004281,20,51,63,1284,5,5.84,7,BIBLIO,LogReg,1418,83
0.7133252109561843,0.20524126871333725,0.2535211267605634,0.21686746987951808,0.23376623376623376,0.9167842031029619,6.770706998644503,18,53,65,1282,5,5.84,7,BIBLIO,SVM,1418,83
